,date_0days,cases_0days,deaths_0days,date_60days,cases_60days,deaths_60days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019
238,2020-03-12,1,0,2020-05-11,195,4,2020,73,298225,43608,151009,6364,15554,168.73682383,288000
239,2020-03-12,5,0,2020-05-11,630,23,5119,209,392848,79133,166834,12814,79769,516.73581324,391911
240,2020-03-12,1,0,2020-05-11,1159,50,6107,51,458809,69266,140091,24669,15952,96.634667469,466195
241,2020-03-12,1,0,2020-05-11,415,11,12117,38,449260,92794,114564,92803,63897,1525.3362784,471826
242,2020-03-12,1,0,2020-05-11,11,0,21173,4,27550,5851,6817,3924,4569,142.67582816,28157
243,2020-03-12,1,0,2020-05-11,92,2,23001,54,107317,24289,36783,14713,12278,231.38475747,108277
244,2020-03-12,3,0,2020-05-11,2332,42,26081,150,636376,115828,267052,31918,81383,773.91239313,656955
245,2020-03-12,1,0,2020-05-11,46,1,26117,12,62956,14301,12301,11733,5509,90.579015271,63888
246,2020-03-12,1,0,2020-05-11,358,25,26147,23,159761,38914,43042,24987,7654,220.60178088,159128
247,2020-03-12,2,0,2020-05-11,1192,81,26161,92,361509,65781,134219,38093,75582,520.70814112,367601
248,2020-03-12,1,0,2020-05-11,471,15,27037,12,414655,76445,105464,114245,74856,762.64373784,429021
249,2020-03-12,1,0,2020-05-11,586,17,26065,219,286185,51447,101565,27941,61681,525.85045211,292406
250,2020-03-12,1,1,2020-05-11,1121,65,20209,145,163227,27635,32266,37252,52672,1090.9501807,165429
251,2020-03-12,1,0,2020-05-11,6,0,19027,6,20428,5287,9304,1233,2198,35.412167908,20165
252,2020-03-13,1,0,2020-05-12,755,13,37191,16,124496,26321,40677,11808,10128,222.29064897,123131
253,2020-03-13,1,0,2020-05-12,997,43,40109,300,774203,140665,321472,29762,137115,1124.9568909,797434
254,2020-03-13,1,0,2020-05-12,581,26,36093,36,155239,34957,38769,33794,27997,759.10726707,155299
255,2020-03-13,3,0,2020-05-12,461,33,42041,45,245801,58099,78643,41058,50332,464.49105414,253370
256,2020-03-13,1,0,2020-05-12,1973,189,42029,93,514652,109411,162631,93289,86027,699.4921241,524989
257,2020-03-13,1,0,2020-05-12,11,0,30093,11,34514,8536,14629,1455,1423,48.629261015,34915
258,2020-03-13,1,0,2020-05-12,16,0,30049,8,66290,16327,31183,1707,4529,20.076447454,69432
