,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
510,2020-03-11,1,0,28035,2020-05-10,314.0,21.0,2020-05-20,438.0,32.0,2020-05-30,553.0,38.0,48,75835,13870,22139,10322,19347
513,2020-03-11,2,0,34023,2020-05-10,13937.0,793.0,2020-05-20,14954.0,913.0,2020-05-30,15824.0,989.0,185,837288,164627,212671,181765,164948
516,2020-03-11,1,0,35001,2020-05-10,1073.0,46.0,2020-05-20,1254.0,59.0,2020-05-30,1464.0,71.0,138,674855,140933,285122,20496,49381
519,2020-03-11,1,0,35049,2020-05-10,111.0,1.0,2020-05-20,127.0,3.0,2020-05-30,140.0,3.0,22,147514,42681,58308,11301,13493
522,2020-03-11,2,0,35053,2020-05-10,48.0,2.0,2020-05-20,49.0,4.0,2020-05-30,50.0,4.0,0,17098,4106,4761,794,661
525,2020-03-11,1,0,36055,2020-05-10,1822.0,143.0,2020-05-20,2466.0,174.0,2020-05-30,2910.0,218.0,191,748680,166403,331559,21639,53539
528,2020-03-11,1,0,53029,2020-05-10,179.0,9.0,2020-05-20,181.0,10.0,2020-05-30,180.0,11.0,6,80323,24585,23694,11342,2422
531,2020-03-11,2,0,51013,2020-05-10,1368.0,61.0,2020-05-20,1728.0,81.0,2020-05-30,2107.0,113.0,32,229534,32701,46784,95316,143245
534,2020-03-11,1,0,27109,2020-05-10,368.0,9.0,2020-05-20,488.0,10.0,2020-05-30,608.0,10.0,218,151685,29861,72977,5849,21652
537,2020-03-11,1,0,53067,2020-05-10,123.0,1.0,2020-05-20,127.0,1.0,2020-05-30,148.0,2.0,72,269885,60028,87085,33437,20262
540,2020-03-11,2,0,55039,2020-05-10,93.0,3.0,2020-05-20,148.0,3.0,2020-05-30,203.0,5.0,15,102082,24000,36669,15246,11107
543,2020-03-11,1,0,55133,2020-05-10,400.0,23.0,2020-05-20,514.0,24.0,2020-05-30,690.0,30.0,64,396731,95193,130178,75613,102388
546,2020-03-11,1,0,56033,2020-05-10,16.0,0.0,2020-05-20,16.0,0.0,2020-05-30,16.0,0.0,11,29964,8337,13011,1066,607
549,2020-03-11,1,0,50007,2020-05-10,432.0,37.0,2020-05-20,439.0,38.0,2020-05-30,449.0,39.0,46,160985,31691,80046,7097,21236
552,2020-03-11,1,0,45057,2020-05-10,110.0,4.0,2020-05-20,108.0,5.0,2020-05-30,130.0,5.0,20,86544,22468,16927,15821,6978
555,2020-03-11,1,0,46009,2020-05-10,4.0,0.0,2020-05-20,4.0,0.0,2020-05-30,8.0,0.0,0,6972,1925,1784,980,385
558,2020-03-11,1,0,48183,2020-05-10,118.0,0.0,2020-05-20,173.0,4.0,2020-05-30,249.0,6.0,66,123402,24309,45442,9274,30297
561,2020-03-11,2,0,6099,2020-05-10,501.0,21.0,2020-05-20,598.0,26.0,2020-05-30,718.0,28.0,88,535684,92698,155348,47052,29055
564,2020-03-11,9,0,8097,2020-05-10,54.0,2.0,2020-05-20,57.0,2.0,2020-05-30,58.0,2.0,4,17747,4417,8594,1361,8014
567,2020-03-11,1,0,10003,2020-05-10,2331.0,95.0,2020-05-20,2933.0,138.0,2020-05-30,3723.0,166.0,119,555036,112051,214222,48971,64703
570,2020-03-11,1,0,12086,2020-05-10,14006.0,487.0,2020-05-20,16033.0,578.0,2020-05-30,17825.0,700.0,593,2702602,563748,1094476,90005,160166
573,2020-03-11,1,0,5069,2020-05-10,234.0,19.0,2020-05-20,499.0,21.0,2020-05-30,517.0,25.0,34,71373,15529,23023,4595,6925
576,2020-03-11,1,0,18141,2020-05-10,817.0,30.0,2020-05-20,1062.0,36.0,2020-05-30,1275.0,39.0,74,268613,57385,97400,23338,26119
579,2020-03-11,1,0,22017,2020-05-10,1751.0,133.0,2020-05-20,1939.0,156.0,2020-05-30,2525.0,188.0,107,251069,54633,88858,19047,34494
582,2020-03-11,1,0,24005,2020-05-10,3878.0,191.0,2020-05-20,5041.0,277.0,2020-05-30,5970.0,340.0,123,828637,186412,203341,201087,147893
585,2020-03-11,3,0,18081,2020-05-10,822.0,89.0,2020-05-20,1053.0,104.0,2020-05-30,1125.0,115.0,6,149359,29234,30232,40052,19099
588,2020-03-11,1,0,12109,2020-05-10,222.0,4.0,2020-05-20,233.0,5.0,2020-05-30,256.0,6.0,47,226578,57092,52288,42441,20308
591,2020-03-11,1,0,18067,2020-05-10,246.0,10.0,2020-05-20,334.0,18.0,2020-05-30,408.0,30.0,13,82457,20461,27973,7102,11957
594,2020-03-11,3,0,13015,2020-05-10,363.0,31.0,2020-05-20,419.0,35.0,2020-05-30,478.0,39.0,21,102623,18389,25153,18824,11993
597,2020-03-11,1,0,13177,2020-05-10,340.0,22.0,2020-05-20,345.0,23.0,2020-05-30,361.0,22.0,0,29216,4964,2766,10239,2099
600,2020-03-11,1,0,13185,2020-05-10,185.0,4.0,2020-05-20,226.0,5.0,2020-05-30,301.0,4.0,48,113941,17921,43083,4215,11896
603,2020-03-11,1,0,17097,2020-05-10,5245.0,173.0,2020-05-20,6905.0,231.0,2020-05-30,8238.0,288.0,108,704476,131932,238062,105860,121367
606,2020-03-12,1,0,37133,2020-05-11,54.0,2.0,2020-05-21,81.0,2.0,2020-05-31,110.0,2.0,14,192685,22983,80641,8455,10846
609,2020-03-12,2,0,37119,2020-05-11,2134.0,63.0,2020-05-21,2894.0,70.0,2020-05-31,4250.0,89.0,173,1034290,156489,427208,64533,196508
612,2020-03-12,2,0,37067,2020-05-11,379.0,5.0,2020-05-21,801.0,7.0,2020-05-31,1347.0,11.0,259,368362,76042,127617,32577,56582
615,2020-03-12,1,0,37025,2020-05-11,350.0,17.0,2020-05-21,406.0,21.0,2020-05-31,488.0,21.0,25,196716,35521,43300,43571,27845
618,2020-03-12,1,0,37101,2020-05-11,209.0,18.0,2020-05-21,290.0,20.0,2020-05-31,456.0,21.0,24,186308,33619,38086,41190,12826
621,2020-03-12,1,0,39155,2020-05-11,408.0,35.0,2020-05-21,499.0,40.0,2020-05-31,573.0,48.0,42,203341,55450,56050,30651,22006
624,2020-03-12,1,0,41005,2020-05-11,268.0,9.0,2020-05-21,284.0,9.0,2020-05-31,312.0,11.0,54,399962,94656,88787,92970,60620
627,2020-03-12,1,0,31025,2020-05-11,11.0,0.0,2020-05-21,27.0,0.0,2020-05-31,50.0,0.0,0,25513,5904,4419,8507,2071
630,2020-03-12,1,0,32510,2020-05-11,55.0,2.0,2020-05-21,81.0,3.0,2020-05-31,95.0,4.0,24,54219,14410,17086,6179,12793
633,2020-03-12,1,0,34013,2020-05-11,15602.0,1426.0,2020-05-21,16906.0,1576.0,2020-05-31,17629.0,1664.0,267,800401,146732,179720,169949,184721
636,2020-03-12,1,0,36071,2020-05-11,9599.0,318.0,2020-05-21,10107.0,359.0,2020-05-31,10421.0,375.0,76,378174,70347,113930,57378,32193
639,2020-03-12,1,0,34027,2020-05-11,5876.0,518.0,2020-05-21,6155.0,583.0,2020-05-31,6463.0,615.0,91,498847,110520,146538,106385,142549
642,2020-03-12,2,0,36001,2020-05-11,1456.0,112.0,2020-05-21,1700.0,134.0,2020-05-31,1860.0,142.0,120,308580,67673,121668,30876,100266
645,2020-03-12,1,0,36025,2020-05-11,65.0,0.0,2020-05-21,71.0,0.0,2020-05-31,79.0,0.0,0,45950,14201,13542,5786,5658
648,2020-03-12,1,0,36027,2020-05-11,3378.0,106.0,2020-05-21,3745.0,135.0,2020-05-31,3909.0,150.0,51,295685,66971,93869,46244,24809
651,2020-03-12,1,0,36043,2020-05-11,81.0,1.0,2020-05-21,93.0,1.0,2020-05-31,108.0,1.0,0,62943,16310,14842,13484,3897
654,2020-03-12,1,0,51085,2020-05-11,171.0,16.0,2020-05-21,244.0,19.0,2020-05-31,326.0,24.0,24,103218,23448,20488,31420,23758
657,2020-03-12,3,0,51095,2020-05-11,173.0,15.0,2020-05-21,189.0,15.0,2020-05-31,205.0,15.0,26,73028,22611,14372,17165,13759
660,2020-03-12,1,0,51147,2020-05-11,66.0,2.0,2020-05-21,99.0,2.0,2020-05-31,134.0,2.0,8,22903,5017,6281,2233,4275
663,2020-03-12,1,0,51153,2020-05-11,2991.0,53.0,2020-05-21,4183.0,79.0,2020-05-31,5533.0,104.0,24,450763,60739,80821,145173,56592
666,2020-03-12,1,0,53027,2020-05-11,13.0,0.0,2020-05-21,15.0,0.0,2020-05-31,17.0,0.0,0,71454,19476,21346,4350,2687
669,2020-03-12,2,0,53077,2020-05-11,1966.0,63.0,2020-05-21,2684.0,83.0,2020-05-31,3615.0,95.0,52,248279,44560,93481,5607,4829
672,2020-03-12,1,0,29077,2020-05-11,103.0,8.0,2020-05-21,111.0,8.0,2020-05-31,151.0,8.0,163,286759,60988,121979,11112,46400
678,2020-03-12,1,0,42103,2020-05-11,433.0,21.0,2020-05-21,473.0,18.0,2020-05-31,476.0,19.0,0,55687,15643,9167,14484,4265
681,2020-03-12,1,0,47093,2020-05-11,280.0,5.0,2020-05-21,328.0,5.0,2020-05-31,413.0,5.0,254,452286,93686,177598,33860,61760
684,2020-03-12,1,0,42095,2020-05-11,2465.0,160.0,2020-05-21,2814.0,186.0,2020-05-31,3083.0,210.0,64,300941,74273,76455,65203,40841
687,2020-03-12,1,0,53013,2020-05-11,1.0,0.0,2020-05-21,1.0,0.0,2020-05-31,1.0,0.0,0,3999,1371,1178,363,384
690,2020-03-12,1,0,9005,2020-05-11,1161.0,109.0,2020-05-21,1303.0,121.0,2020-05-31,1397.0,133.0,21,184454,50170,53208,42734,16681
693,2020-03-12,2,0,8001,2020-05-11,2278.0,81.0,2020-05-21,2759.0,108.0,2020-05-31,3258.0,120.0,168,487850,69778,89263,136460,86255
696,2020-03-12,1,0,12019,2020-05-11,302.0,21.0,2020-05-21,351.0,25.0,2020-05-31,382.0,28.0,28,203291,41495,36161,49589,13035
699,2020-03-12,1,0,12031,2020-05-11,1171.0,29.0,2020-05-21,1355.0,37.0,2020-05-31,1644.0,50.0,412,912043,171837,382476,29379,107565
702,2020-03-12,2,0,12099,2020-05-11,3887.0,238.0,2020-05-21,4966.0,308.0,2020-05-31,5994.0,337.0,401,1426772,414928,536190,71229,88700
705,2020-03-12,1,0,6107,2020-05-11,1159.0,50.0,2020-05-21,1603.0,74.0,2020-05-31,1879.0,84.0,51,458809,69266,140091,24669,15952
708,2020-03-12,2,0,27145,2020-05-11,1443.0,6.0,2020-05-21,1853.0,11.0,2020-05-31,2021.0,13.0,41,155300,30193,65828,15609,26104
711,2020-03-12,1,0,2020,2020-05-11,195.0,4.0,2020-05-21,207.0,4.0,2020-05-31,232.0,4.0,73,298225,43608,151009,6364,15554
714,2020-03-12,5,0,5119,2020-05-11,630.0,23.0,2020-05-21,740.0,28.0,2020-05-31,888.0,34.0,209,392848,79133,166834,12814,79769
717,2020-03-12,2,0,12115,2020-05-11,430.0,57.0,2020-05-21,550.0,67.0,2020-05-31,635.0,77.0,118,404839,174026,128704,23991,41468
720,2020-03-12,1,0,21173,2020-05-11,11.0,0.0,2020-05-21,17.0,0.0,2020-05-31,24.0,0.0,4,27550,5851,6817,3924,4569
723,2020-03-12,1,0,23001,2020-05-11,92.0,2.0,2020-05-21,202.0,2.0,2020-05-31,298.0,2.0,54,107317,24289,36783,14713,12278
726,2020-03-12,1,0,26065,2020-05-11,586.0,17.0,2020-05-21,674.0,24.0,2020-05-31,738.0,26.0,219,286185,51447,101565,27941,61681
729,2020-03-12,3,0,26081,2020-05-11,2332.0,42.0,2020-05-21,3145.0,62.0,2020-05-31,3715.0,85.0,150,636376,115828,267052,31918,81383
732,2020-03-12,1,0,26117,2020-05-11,46.0,1.0,2020-05-21,62.0,1.0,2020-05-31,66.0,1.0,12,62956,14301,12301,11733,5509
735,2020-03-12,1,0,26147,2020-05-11,358.0,25.0,2020-05-21,422.0,33.0,2020-05-31,449.0,41.0,23,159761,38914,43042,24987,7654
738,2020-03-12,2,0,26161,2020-05-11,1192.0,81.0,2020-05-21,1265.0,95.0,2020-05-31,1336.0,99.0,92,361509,65781,134219,38093,75582
741,2020-03-12,1,0,27037,2020-05-11,471.0,15.0,2020-05-21,929.0,32.0,2020-05-31,1327.0,55.0,12,414655,76445,105464,114245,74856
744,2020-03-12,1,0,27053,2020-05-11,3744.0,398.0,2020-05-21,6029.0,502.0,2020-05-31,8393.0,613.0,311,1224763,229263,517269,122188,345901
747,2020-03-12,1,0,12117,2020-05-11,415.0,11.0,2020-05-21,445.0,12.0,2020-05-31,490.0,12.0,38,449260,92794,114564,92803,63897
750,2020-03-12,1,1,20209,2020-05-11,1121.0,65.0,2020-05-21,1266.0,71.0,2020-05-31,1414.0,74.0,145,163227,27635,32266,37252,52672
753,2020-03-12,1,0,19027,2020-05-11,6.0,0.0,2020-05-21,7.0,0.0,2020-05-31,11.0,0.0,6,20428,5287,9304,1233,2198
756,2020-03-13,1,0,37191,2020-05-12,755.0,13.0,2020-05-22,949.0,18.0,2020-06-01,1161.0,20.0,16,124496,26321,40677,11808,10128
759,2020-03-13,1,0,40109,2020-05-12,997.0,43.0,2020-05-22,1179.0,55.0,2020-06-01,1284.0,61.0,300,774203,140665,321472,29762,137115
762,2020-03-13,3,0,42041,2020-05-12,461.0,33.0,2020-05-22,572.0,43.0,2020-06-01,635.0,52.0,45,245801,58099,78643,41058,50332
765,2020-03-13,1,0,36093,2020-05-12,581.0,26.0,2020-05-22,645.0,28.0,2020-06-01,693.0,31.0,36,155239,34957,38769,33794,27997
768,2020-03-13,1,0,42029,2020-05-12,1973.0,189.0,2020-05-22,2363.0,242.0,2020-06-01,2824.0,281.0,93,514652,109411,162631,93289,86027
771,2020-03-13,1,0,30111,2020-05-12,82.0,2.0,2020-05-22,88.0,2.0,2020-06-01,100.0,3.0,41,156332,34804,74353,3367,5408
774,2020-03-13,1,0,30049,2020-05-12,16.0,0.0,2020-05-22,16.0,0.0,2020-06-01,16.0,0.0,8,66290,16327,31183,1707,4529
777,2020-03-13,1,0,30031,2020-05-12,149.0,1.0,2020-05-22,149.0,1.0,2020-06-01,153.0,1.0,8,100733,17127,48284,2984,2640
780,2020-03-13,1,0,29083,2020-05-12,9.0,1.0,2020-05-22,9.0,3.0,2020-06-01,12.0,3.0,8,21834,5958,6876,2335,1663
783,2020-03-13,1,0,28109,2020-05-12,190.0,25.0,2020-05-22,203.0,27.0,2020-06-01,209.0,31.0,6,55049,13434,9280,10543,2769
786,2020-03-13,1,0,30093,2020-05-12,11.0,0.0,2020-05-22,11.0,0.0,2020-06-01,11.0,0.0,11,34514,8536,14629,1455,1423
789,2020-03-13,1,0,34029,2020-05-12,7633.0,562.0,2020-05-22,8285.0,678.0,2020-06-01,8770.0,740.0,106,589699,167321,146138,93760,25626
792,2020-03-13,1,0,53025,2020-05-12,221.0,2.0,2020-05-22,231.0,3.0,2020-06-01,269.0,3.0,0,93420,17194,35142,2585,4288
798,2020-03-13,1,0,56013,2020-05-12,193.0,4.0,2020-05-22,238.0,6.0,2020-06-01,282.0,8.0,12,40354,9748,16713,1112,612
801,2020-03-13,3,0,55117,2020-05-12,66.0,2.0,2020-05-22,78.0,3.0,2020-06-01,90.0,3.0,13,115094,27003,49195,8885,9779
804,2020-03-13,1,0,55101,2020-05-12,763.0,17.0,2020-05-22,1269.0,22.0,2020-06-01,1733.0,40.0,33,195101,42061,57611,32543,20143
807,2020-03-13,2,0,55079,2020-05-12,4069.0,235.0,2020-05-22,5893.0,270.0,2020-06-01,7800.0,299.0,381,956586,173173,350829,86770,120987
810,2020-03-13,1,0,28083,2020-05-12,191.0,20.0,2020-05-22,211.0,25.0,2020-06-01,265.0,32.0,9,30113,5674,8249,1030,4450
813,2020-03-13,1,0,42125,2020-05-12,126.0,4.0,2020-05-22,134.0,5.0,2020-06-01,140.0,5.0,50,207661,55472,60003,37453,30685
816,2020-03-13,1,0,47089,2020-05-12,26.0,0.0,2020-05-22,27.0,0.0,2020-06-01,28.0,0.0,6,52887,13602,9451,12856,6104
819,2020-03-13,1,0,47065,2020-05-12,258.0,14.0,2020-05-22,531.0,13.0,2020-06-01,1132.0,15.0,215,354589,81748,146669,13499,55615
822,2020-03-13,1,0,46087,2020-05-12,5.0,1.0,2020-05-22,5.0,1.0,2020-06-01,6.0,1.0,0,5515,1423,1581,1331,329
825,2020-03-13,1,0,47149,2020-05-12,764.0,18.0,2020-05-22,950.0,20.0,2020-06-01,1196.0,23.0,78,298456,42641,91430,47668,32550
828,2020-03-13,4,0,48453,2020-05-12,2235.0,71.0,2020-05-22,2761.0,83.0,2020-06-01,3360.0,93.0,294,1176584,160972,528088,61186,169399
831,2020-03-13,3,0,48423,2020-05-12,185.0,4.0,2020-05-22,198.0,4.0,2020-06-01,210.0,4.0,194,222277,47438,80787,13185,19439
834,2020-03-13,1,0,48167,2020-05-12,688.0,29.0,2020-05-22,740.0,31.0,2020-06-01,847.0,37.0,26,321184,62311,81201,60025,27615
837,2020-03-13,1,0,48141,2020-05-12,1413.0,33.0,2020-05-22,2160.0,58.0,2020-06-01,2794.0,80.0,203,834825,133011,319585,19367,17441
840,2020-03-13,1,0,48027,2020-05-12,223.0,3.0,2020-05-22,282.0,3.0,2020-06-01,378.0,4.0,90,336506,47766,129922,15085,27858
843,2020-03-13,1,0,27171,2020-05-12,119.0,1.0,2020-05-22,213.0,2.0,2020-06-01,320.0,2.0,3,131130,22152,27961,38650,14634
846,2020-03-13,1,0,8123,2020-05-12,2190.0,117.0,2020-05-22,2367.0,125.0,2020-06-01,2501.0,132.0,26,285729,48279,79153,48058,28398
849,2020-03-13,2,0,8117,2020-05-12,171.0,2.0,2020-05-22,197.0,2.0,2020-06-01,231.0,2.0,8,29722,5667,16462,1215,3194
852,2020-03-13,1,0,8107,2020-05-12,59.0,6.0,2020-05-22,59.0,6.0,2020-06-01,62.0,6.0,4,24359,4914,13129,519,1504
855,2020-03-13,1,0,8101,2020-05-12,188.0,12.0,2020-05-22,233.0,14.0,2020-06-01,297.0,18.0,32,163368,39318,57319,7054,5136
858,2020-03-13,1,0,12097,2020-05-12,580.0,15.0,2020-05-22,644.0,18.0,2020-06-01,703.0,19.0,66,325168,57062,62029,67039,32547
861,2020-03-13,1,0,12095,2020-05-12,1536.0,34.0,2020-05-22,1743.0,37.0,2020-06-01,2030.0,40.0,388,1290216,206342,518042,76777,225944
864,2020-03-13,1,0,8019,2020-05-12,15.0,1.0,2020-05-22,16.0,1.0,2020-06-01,17.0,1.0,0,9257,2454,2214,2775,1195
867,2020-03-13,1,0,1125,2020-05-12,291.0,7.0,2020-05-22,464.0,9.0,2020-06-01,808.0,16.0,84,204424,36426,77767,8491,16341
870,2020-03-13,1,0,1101,2020-05-12,684.0,18.0,2020-05-22,1096.0,29.0,2020-06-01,1778.0,44.0,88,227120,44214,90576,7849,44090
873,2020-03-13,1,0,1083,2020-05-12,58.0,0.0,2020-05-22,72.0,0.0,2020-06-01,110.0,0.0,10,91695,18399,16990,20315,8367
876,2020-03-13,2,0,1073,2020-05-12,1153.0,62.0,2020-05-22,1498.0,88.0,2020-06-01,1886.0,104.0,471,659460,138161,254478,34358,101376
879,2020-03-13,1,0,1051,2020-05-12,156.0,4.0,2020-05-22,242.0,7.0,2020-06-01,373.0,8.0,5,80989,15929,10469,22551,7578
882,2020-03-13,1,0,28029,2020-05-12,165.0,1.0,2020-05-22,259.0,4.0,2020-06-01,313.0,4.0,0,28748,6493,5283,4817,2121
885,2020-03-13,1,0,6069,2020-05-12,58.0,2.0,2020-05-22,69.0,2.0,2020-06-01,88.0,2.0,8,58671,10074,11928,13373,5542
888,2020-03-13,1,0,24017,2020-05-12,762.0,55.0,2020-05-22,958.0,67.0,2020-06-01,1121.0,73.0,10,156021,26064,28979,47490,13926
891,2020-03-13,1,0,24003,2020-05-12,2530.0,127.0,2020-05-22,3215.0,149.0,2020-06-01,3851.0,175.0,53,564600,111090,169171,120875,114919
894,2020-03-13,1,0,23005,2020-05-12,721.0,31.0,2020-05-22,968.0,38.0,2020-06-01,1189.0,50.0,72,289173,68027,132090,17825,45511
897,2020-03-13,1,0,22109,2020-05-12,533.0,39.0,2020-05-22,623.0,48.0,2020-06-01,686.0,51.0,26,113067,21180,39541,8257,18346
900,2020-03-13,2,0,22103,2020-05-12,1477.0,141.0,2020-05-22,1609.0,155.0,2020-06-01,1764.0,158.0,149,249201,55158,69996,38537,18332
903,2020-03-13,1,0,22089,2020-05-12,596.0,43.0,2020-05-22,622.0,43.0,2020-06-01,642.0,44.0,8,52728,9258,11030,13355,14808
906,2020-03-13,1,0,26017,2020-05-12,214.0,10.0,2020-05-22,269.0,16.0,2020-06-01,312.0,24.0,32,105350,27300,26753,18544,9223
909,2020-03-13,1,0,26099,2020-05-12,6097.0,710.0,2020-05-22,6445.0,776.0,2020-06-01,6707.0,814.0,122,864019,192977,223742,168559,105460
912,2020-03-13,1,0,26089,2020-05-12,9.0,0.0,2020-05-22,11.0,0.0,2020-06-01,11.0,0.0,0,21564,8279,5334,4144,2248
915,2020-03-13,1,0,26029,2020-05-12,13.0,1.0,2020-05-22,14.0,1.0,2020-06-01,21.0,1.0,0,26160,8123,8102,3503,2643
918,2020-03-13,1,0,16001,2020-05-12,744.0,21.0,2020-05-22,794.0,23.0,2020-06-01,818.0,22.0,105,435117,80856,181681,15554,34302
921,2020-03-13,2,0,13129,2020-05-12,125.0,16.0,2020-05-22,136.0,15.0,2020-06-01,164.0,16.0,8,56424,10941,16241,7114,7179
924,2020-03-13,1,0,13151,2020-05-12,614.0,15.0,2020-05-22,627.0,20.0,2020-06-01,693.0,23.0,40,217506,34127,35867,54134,24198
927,2020-03-13,1,0,20015,2020-05-12,18.0,0.0,2020-05-22,26.0,0.0,2020-06-01,37.0,0.0,16,66260,13403,15010,15848,5386
930,2020-03-13,1,0,19085,2020-05-12,17.0,0.0,2020-05-22,18.0,0.0,2020-06-01,24.0,0.0,0,14196,3779,3816,3472,780
933,2020-03-14,4,0,39017,2020-05-13,509.0,15.0,2020-05-23,750.0,25.0,2020-06-02,919.0,32.0,74,375702,73222,97419,75561,53809
936,2020-03-14,2,0,39013,2020-05-13,276.0,7.0,2020-05-23,381.0,12.0,2020-06-02,438.0,13.0,15,68889,18587,17287,11678,6336
939,2020-03-14,1,0,39093,2020-05-13,569.0,49.0,2020-05-23,637.0,59.0,2020-06-02,702.0,59.0,75,305405,71677,82851,52706,22574
942,2020-03-14,1,0,39049,2020-05-13,4113.0,148.0,2020-05-23,5097.0,224.0,2020-06-02,5996.0,279.0,449,1253507,205767,541451,62278,174828
945,2020-03-14,2,0,37085,2020-05-13,228.0,15.0,2020-05-23,269.0,21.0,2020-06-02,297.0,28.0,14,128753,21027,18545,31342,8267
948,2020-03-14,1,0,37049,2020-05-13,55.0,4.0,2020-05-23,177.0,4.0,2020-06-02,210.0,5.0,72,103374,24450,37742,8215,10939
951,2020-03-14,1,0,37019,2020-05-13,50.0,4.0,2020-05-23,81.0,4.0,2020-06-02,121.0,5.0,19,122586,46285,27646,16497,7222
954,2020-03-14,2,0,39153,2020-05-13,946.0,88.0,2020-05-23,1204.0,159.0,2020-06-02,1475.0,180.0,170,541318,126698,183463,70494,89045
957,2020-03-14,1,0,42003,2020-05-13,1545.0,139.0,2020-05-23,1753.0,158.0,2020-06-02,1928.0,165.0,580,1229605,303430,541009,58690,147103
960,2020-03-14,1,0,39157,2020-05-13,229.0,1.0,2020-05-23,306.0,2.0,2020-06-02,352.0,4.0,38,92531,23202,29744,12148,7007
963,2020-03-14,1,0,36109,2020-05-13,136.0,2.0,2020-05-23,149.0,2.0,2020-06-02,164.0,2.0,16,104415,18998,43590,4145,15795
966,2020-03-14,1,0,40065,2020-05-13,20.0,1.0,2020-05-23,21.0,1.0,2020-06-02,27.0,3.0,6,25574,4799,10184,1090,1740
969,2020-03-14,1,0,36107,2020-05-13,108.0,16.0,2020-05-23,121.0,18.0,2020-06-02,131.0,17.0,0,49322,12444,9377,14107,5651
972,2020-03-14,2,0,30063,2020-05-13,39.0,1.0,2020-05-23,39.0,1.0,2020-06-02,40.0,1.0,32,114231,22759,55010,2553,5946
975,2020-03-14,1,0,34021,2020-05-13,5499.0,360.0,2020-05-23,6351.0,447.0,2020-06-02,7004.0,477.0,92,373362,75299,117332,56410,109028
978,2020-03-14,1,0,36007,2020-05-13,382.0,31.0,2020-05-23,485.0,41.0,2020-06-02,578.0,51.0,47,196124,47891,76697,10142,16590
981,2020-03-14,2,0,35043,2020-05-13,477.0,22.0,2020-05-23,534.0,26.0,2020-06-02,572.0,27.0,0,138815,30925,24499,32749,11057
984,2020-03-14,1,0,51177,2020-05-13,270.0,4.0,2020-05-23,386.0,4.0,2020-06-02,586.0,7.0,12,130159,23288,23460,38433,13190
987,2020-03-14,1,0,51041,2020-05-13,862.0,29.0,2020-05-23,1193.0,29.0,2020-06-02,1627.0,37.0,106,335594,65652,74512,88796,45476
990,2020-03-14,2,0,50027,2020-05-13,46.0,2.0,2020-05-23,49.0,2.0,2020-06-02,51.0,2.0,0,55485,16500,16807,10714,8483
993,2020-03-14,1,0,55139,2020-05-13,102.0,1.0,2020-05-23,166.0,1.0,2020-06-02,270.0,7.0,26,169540,35586,61374,23221,33699
996,2020-03-14,1,0,50023,2020-05-13,38.0,1.0,2020-05-23,39.0,1.0,2020-06-02,39.0,1.0,14,58691,15091,25018,5943,8841
999,2020-03-14,1,0,53039,2020-05-13,22.0,3.0,2020-05-23,24.0,3.0,2020-06-02,28.0,3.0,0,21172,6449,5320,2263,1692
1002,2020-03-14,1,0,47013,2020-05-13,17.0,1.0,2020-05-23,17.0,1.0,2020-06-02,18.0,1.0,10,39824,10474,8289,5269,1695
1005,2020-03-14,1,0,45063,2020-05-13,492.0,25.0,2020-05-23,548.0,29.0,2020-06-02,677.0,34.0,55,281870,59280,74215,55068,39137
1008,2020-03-14,3,0,45013,2020-05-13,282.0,12.0,2020-05-23,332.0,12.0,2020-06-02,398.0,14.0,24,179316,56939,67854,6556,10312
1011,2020-03-14,2,0,49043,2020-05-13,392.0,0.0,2020-05-23,403.0,0.0,2020-06-02,417.0,0.0,4,39731,6731,14795,5793,9663
1014,2020-03-14,1,0,48209,2020-05-13,217.0,3.0,2020-05-23,270.0,3.0,2020-06-02,371.0,5.0,42,194843,29297,44664,41767,21255
1017,2020-03-14,2,0,48039,2020-05-13,710.0,9.0,2020-05-23,835.0,12.0,2020-06-02,941.0,12.0,16,345995,57101,80207,72218,26084
1020,2020-03-14,1,0,9009,2020-05-13,9570.0,745.0,2020-05-23,10847.0,897.0,2020-06-02,11525.0,985.0,186,862127,194911,305355,106781,83092
1023,2020-03-14,1,0,9003,2020-05-13,7732.0,963.0,2020-05-23,9545.0,1169.0,2020-06-02,10536.0,1253.0,216,897417,201242,364906,65250,138032
1026,2020-03-14,1,0,8077,2020-05-13,51.0,0.0,2020-05-23,54.0,0.0,2020-06-02,55.0,0.0,44,148798,35763,62207,4629,2167
1029,2020-03-14,2,0,13077,2020-05-13,280.0,4.0,2020-05-23,316.0,8.0,2020-06-02,422.0,9.0,19,138015,25269,28524,32767,10634
1032,2020-03-14,1,0,4009,2020-05-13,21.0,0.0,2020-05-23,21.0,0.0,2020-06-02,37.0,2.0,0,37700,6933,9401,2088,835
1035,2020-03-14,1,0,1003,2020-05-13,231.0,7.0,2020-05-23,273.0,9.0,2020-06-02,308.0,9.0,51,203360,53519,60659,23845,7737
1038,2020-03-14,1,0,8013,2020-05-13,797.0,57.0,2020-05-23,923.0,61.0,2020-06-02,986.0,67.0,72,316782,59425,128751,34308,61905
