,cases_70days,icu_beds,commuting_in,commuting_out,density,percent_democrat,percent_in_poverty,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019
357,1016,42,29689,43000,394.83773394,0.504861536397,14.8,38873,38.3,27.3,58222,259686
358,335,99,19761,5359,224.20718355,0.42220540675,13.1,32977,40.0,34.2,62242,194672
359,6891,257,288465,188866,2815.8528427,0.538831130776,6.6,134729,39.1,48.8,93540,922921
360,11,0,362,2173,27.036844278,0.434353604511,7.6,1126,36.6,41.5,68749,12142
361,20,9,393,303,116.62341805,0.624871843554,8.5,13438,42.4,29.5,73981,72293
362,381,0,18137,25505,151.18027749,0.253683407604,14.4,16866,35.1,25.6,56754,127039
363,510,0,1481,454,8.7275555573,0.598340016786,7.0,3804,43.2,38.2,76113,23021
364,10,0,729,3070,31.120672585999998,0.186468347542,11.7,2042,42.6,15.8,60572,10766
365,9,4,2772,3918,68.294236446,0.31748379024,16.5,3675,42.1,18.9,48614,19788
366,32,5,2871,4844,44.67516335,0.265434415463,9.3,4100,39.1,19.5,58033,25544
367,821,0,15109,25142,158.84728471,0.416354307893,5.2,9664,35.3,49.4,87267,93453
368,22,7,3613,5751,76.87310110199999,0.196982397318,8.5,4947,39.8,18.1,60010,28296
369,388,34,9913,14528,183.67620597,0.439947548562,15.7,18574,40.4,17.9,52095,109888
370,13,10,6198,2793,179.80064953,0.485001216587,21.2,8200,31.2,41.6,48489,56177
371,314,14,12163,8314,222.55826689,0.519431809113,21.1,13809,40.6,19.6,44015,81801
372,288,12,21577,47423,426.48703678,0.35342435094,6.5,29672,41.9,33.3,76475,179746
373,65,11,8041,15075,149.60215985,0.413046369359,12.2,16913,38.1,26.5,61776,107100
374,45,11,6689,4746,119.40993544,0.316587985153,22.8,9633,27.1,36.9,47748,81784
375,52,6,3346,2318,47.344747471999995,0.222328073831,20.4,8383,38.6,19.1,45700,43538
376,489,77,21796,65436,527.13525714,0.354810383623,11.9,34733,33.9,32.5,62343,284014
377,2107,251,52725,33977,1261.1260995,0.5601041297129999,18.7,66474,37.9,26.3,47865,428348
378,1208,10,12857,35503,426.87222133,0.392952518897,6.0,16053,44.1,39.9,100887,98320
379,2095,62,53999,69277,475.76907022,0.472832847471,7.4,60825,40.5,37.3,78714,417025
380,893,218,50510,32261,266.53483115,0.709251005069,19.4,31686,34.4,29.1,44776,231840
381,79,8,7552,9105,122.10117072,0.34183966051200004,15.8,8965,41.4,17.5,43799,49221
382,220,0,4511,8529,72.915339799,0.337590757327,13.0,9996,45.8,22.1,54514,47188
383,5626,262,56203,27167,881.05768715,0.501150690936,13.7,158532,40.4,33.7,56375,918702
384,1704,122,19909,39538,317.47180642,0.140497993621,9.4,43689,24.6,40.1,75296,636235
385,506,31,42946,82361,682.70748369,0.469648495201,4.2,34983,39.3,43.2,95840,262440
