fips,county_name,total_population,pop_under18,pop_over65,median_age
13235,"Pulaski County, Georgia",11295,1989,2139,43
13237,"Putnam County, Georgia",21503,4402,4942,46
13239,"Quitman County, Georgia",2276,421,608,48.4
13241,"Rabun County, Georgia",16457,2790,4428,48.8
13243,"Randolph County, Georgia",7087,1824,1499,40
13245,"Richmond County, Georgia",201463,46913,26601,33.9
13247,"Rockdale County, Georgia",89011,22563,11956,37.7
13249,"Schley County, Georgia",5211,1234,864,37.8
13251,"Screven County, Georgia",13990,3049,2472,41.5
13253,"Seminole County, Georgia",8437,1815,1866,44
13255,"Spalding County, Georgia",64719,15507,11052,39.1
13257,"Stephens County, Georgia",25676,5744,4892,41.5
13259,"Stewart County, Georgia",6042,797,912,36.4
13261,"Sumter County, Georgia",30352,7057,4838,35.5
13263,"Talbot County, Georgia",6378,1118,1439,49.2
13265,"Taliaferro County, Georgia",1665,242,411,46.3
13267,"Tattnall County, Georgia",25353,5239,3434,37.4
13269,"Taylor County, Georgia",8193,1694,1533,44.4
13271,"Telfair County, Georgia",16115,2743,2720,41
13273,"Terrell County, Georgia",8859,2064,1622,40.9
13275,"Thomas County, Georgia",44730,10756,7677,40.3
13277,"Tift County, Georgia",40510,10067,5778,35.5
13279,"Toombs County, Georgia",27048,7216,4383,36.4
13281,"Towns County, Georgia",11417,1474,3884,53.7
13283,"Treutlen County, Georgia",6777,1582,1299,39.7
13285,"Troup County, Georgia",69774,17317,9893,36.3
13287,"Turner County, Georgia",7962,1935,1436,38.8
13289,"Twiggs County, Georgia",8284,1596,1755,46.2
13291,"Union County, Georgia",22775,3758,7301,53.9
13293,"Upson County, Georgia",26216,6083,4707,41.7
13295,"Walker County, Georgia",68824,15231,12448,41.4
13297,"Walton County, Georgia",90132,22738,13518,38.7
13299,"Ware County, Georgia",35599,8546,5895,38.4
13301,"Warren County, Georgia",5346,1128,1119,45.2
13303,"Washington County, Georgia",20461,4550,3424,40.6
13305,"Wayne County, Georgia",29767,7370,4479,38.2
13307,"Webster County, Georgia",2613,625,547,45
13309,"Wheeler County, Georgia",7939,1344,1101,38.2
13311,"White County, Georgia",28928,5841,6215,46.1
13313,"Whitfield County, Georgia",103849,27461,13991,36
13315,"Wilcox County, Georgia",8846,1692,1449,39.5
13317,"Wilkes County, Georgia",9884,2059,2252,46.1
13319,"Wilkinson County, Georgia",9078,2087,1654,41.8
13321,"Worth County, Georgia",20656,4802,3744,41.1
15001,"Hawaii County, Hawaii",197658,43220,38213,42.3
15003,"Honolulu County, Hawaii",987638,211029,166432,37.6
15005,"Kalawao County, Hawaii",75,4,12,57.1
15007,"Kauai County, Hawaii",71377,15731,13438,42.4
15009,"Maui County, Hawaii",165281,36517,27860,41.1
16001,"Ada County, Idaho",446052,109147,60097,36.7
16003,"Adams County, Idaho",4019,737,1128,54.2
16005,"Bannock County, Idaho",85065,22619,11385,33.3
16007,"Bear Lake County, Idaho",5962,1600,1221,39.3
16009,"Benewah County, Idaho",9086,2125,1987,46.1
16011,"Bingham County, Idaho",45551,14287,6234,33.5
16013,"Blaine County, Idaho",21994,5035,3804,43.2
16015,"Boise County, Idaho",7163,1283,1752,53
16017,"Bonner County, Idaho",42711,8535,9803,47.8
16019,"Bonneville County, Idaho",112397,35043,14313,32.7
16021,"Boundary County, Idaho",11549,2740,2433,43.5
16023,"Butte County, Idaho",2602,587,566,48.1
16025,"Camas County, Idaho",886,221,208,46.3
16027,"Canyon County, Idaho",212230,62189,27959,33.4
16029,"Caribou County, Idaho",6918,2027,1144,36.9
16031,"Cassia County, Idaho",23615,7623,3223,32.2
16033,"Clark County, Idaho",1077,330,111,29.6
16035,"Clearwater County, Idaho",8640,1428,2253,50.2
16037,"Custer County, Idaho",4141,710,1241,53.3
16039,"Elmore County, Idaho",26433,6758,3415,31.9
16041,"Franklin County, Idaho",13279,4408,1804,33.4
16043,"Fremont County, Idaho",12965,3504,2145,36.8
16045,"Gem County, Idaho",17052,3983,3627,45.1
16047,"Gooding County, Idaho",15169,4156,2537,37.8
16049,"Idaho County, Idaho",16337,3239,4269,50
16051,"Jefferson County, Idaho",27969,9644,3030,31.2
16053,"Jerome County, Idaho",23431,7270,2935,32.7
16055,"Kootenai County, Idaho",153605,35654,27653,40.2
16057,"Latah County, Idaho",39239,7395,4934,28.3
16059,"Lemhi County, Idaho",7798,1438,2240,52.3
16061,"Lewis County, Idaho",3845,890,934,48.3
16063,"Lincoln County, Idaho",5321,1625,661,35
16065,"Madison County, Idaho",38705,10573,2484,23.4
16067,"Minidoka County, Idaho",20615,5924,3222,35.2
16069,"Nez Perce County, Idaho",40155,8700,7788,40.9
16071,"Oneida County, Idaho",4326,1269,829,37.9
16073,"Owyhee County, Idaho",11455,3026,2009,38.4
16075,"Payette County, Idaho",23041,6216,3997,39.9
16077,"Power County, Idaho",7713,2321,1209,37.7
16079,"Shoshone County, Idaho",12526,2512,2790,47.4
16081,"Teton County, Idaho",11080,2921,1126,36.6
16083,"Twin Falls County, Idaho",83666,23241,12453,34.7
16085,"Valley County, Idaho",10401,1898,2437,48.7
16087,"Washington County, Idaho",10025,2345,2411,45.4
17001,"Adams County, Illinois",66427,15033,12969,41.3
17003,"Alexander County, Illinois",6532,1581,1328,42.8
17005,"Bond County, Illinois",16712,3205,2919,41.3
17007,"Boone County, Illinois",53606,13707,7928,38.4
17009,"Brown County, Illinois",6675,1046,949,39
17011,"Bureau County, Illinois",33381,7258,7023,44
17013,"Calhoun County, Illinois",4858,1019,1113,46.7
17015,"Carroll County, Illinois",14562,2841,3544,47.9
17017,"Cass County, Illinois",12665,3054,2119,39.7
17019,"Champaign County, Illinois",209448,39556,25028,29.9
17021,"Christian County, Illinois",33231,6843,6335,43.2
17023,"Clark County, Illinois",15836,3641,3019,43
17025,"Clay County, Illinois",13338,2973,2632,42.7
17027,"Clinton County, Illinois",37628,7992,6110,40.2
17029,"Coles County, Illinois",51736,9357,8335,35.2
17031,"Cook County, Illinois",5223719,1160425,724730,36.6
17033,"Crawford County, Illinois",19088,3798,3512,42
17035,"Cumberland County, Illinois",10865,2481,2042,42.6
17037,"DeKalb County, Illinois",104200,22593,12401,31
17039,"De Witt County, Illinois",16042,3498,2943,43.1
17041,"Douglas County, Illinois",19714,4959,3411,37.9
17043,"DuPage County, Illinois",931743,214874,134729,39.1
17045,"Edgar County, Illinois",17539,3644,3683,44.6
17047,"Edwards County, Illinois",6507,1515,1333,43.3
17049,"Effingham County, Illinois",34174,8076,5756,39.1
17051,"Fayette County, Illinois",21724,4522,3980,41.5
17053,"Ford County, Illinois",13398,3062,2495,43
17055,"Franklin County, Illinois",39127,8691,7756,42.3
17057,"Fulton County, Illinois",35418,7084,6939,43
17059,"Gallatin County, Illinois",5157,1069,1210,45.3
17061,"Greene County, Illinois",13218,2781,2484,42.9
17063,"Grundy County, Illinois",50509,12936,6697,37.6
17065,"Hamilton County, Illinois",8221,1824,1725,44.1
17067,"Hancock County, Illinois",18112,3785,4066,46
17069,"Hardin County, Illinois",4009,707,852,46.2
17071,"Henderson County, Illinois",6884,1270,1697,49.7
17073,"Henry County, Illinois",49464,11114,9839,43.1
17075,"Iroquois County, Illinois",28169,6167,5893,44.5
17077,"Jackson County, Illinois",58551,10650,8355,31.6
17079,"Jasper County, Illinois",9598,2207,1794,42.8
17081,"Jefferson County, Illinois",38169,8446,6974,41
17083,"Jersey County, Illinois",22069,4631,4109,42.7
17085,"Jo Daviess County, Illinois",21834,4202,5765,49.7
17087,"Johnson County, Illinois",12602,2329,2572,43.2
17089,"Kane County, Illinois",530839,139745,67018,37
17091,"Kankakee County, Illinois",111061,25959,17609,37.6
17093,"Kendall County, Illinois",124626,36342,11902,34.9
17095,"Knox County, Illinois",50999,10058,10379,42.1
17097,"Lake County, Illinois",703619,174179,93069,38.2
17099,"LaSalle County, Illinois",110401,24035,19959,41.8
17101,"Lawrence County, Illinois",16189,3143,2771,41
17103,"Lee County, Illinois",34527,6867,6384,43.4
17105,"Livingston County, Illinois",36324,7841,6662,42
17107,"Logan County, Illinois",29207,5640,5157,40.4
17109,"McDonough County, Illinois",30875,5141,5120,32.1
17111,"McHenry County, Illinois",307789,74431,41446,40.2
17113,"McLean County, Illinois",173219,37736,21223,32.9
17115,"Macon County, Illinois",106512,23754,20179,41.3
17117,"Macoupin County, Illinois",45719,9793,8756,43.6
17119,"Madison County, Illinois",265670,58568,43747,40.1
17121,"Marion County, Illinois",38084,8736,7261,42.1
17123,"Marshall County, Illinois",11794,2374,2679,46.3
17125,"Mason County, Illinois",13778,2855,2992,45.3
17127,"Massac County, Illinois",14430,3200,3040,43.8
17129,"Menard County, Illinois",12367,2734,2328,42.9
17131,"Mercer County, Illinois",15693,3397,3271,44.8
17133,"Monroe County, Illinois",33936,7657,5676,42.6
17135,"Montgomery County, Illinois",29009,5757,5689,43.1
17137,"Morgan County, Illinois",34426,6570,6652,41.5
17139,"Moultrie County, Illinois",14703,3727,2708,40.3
17141,"Ogle County, Illinois",51328,11712,9132,42.4
17143,"Peoria County, Illinois",184463,43887,29437,37.2
17145,"Perry County, Illinois",21384,4078,3855,41.7
17147,"Piatt County, Illinois",16427,3702,3103,43
17149,"Pike County, Illinois",15754,3544,3194,42.3
17151,"Pope County, Illinois",4249,608,1240,53.7
17153,"Pulaski County, Illinois",5611,1207,1191,44.1
17155,"Putnam County, Illinois",5746,1139,1273,47.9
17157,"Randolph County, Illinois",32546,6322,5848,42
17159,"Richland County, Illinois",15881,3612,3138,41.9
17161,"Rock Island County, Illinois",145275,32525,26629,40.1
17163,"St. Clair County, Illinois",263463,62455,38873,38.3
17165,"Saline County, Illinois",24231,5269,4783,42
17167,"Sangamon County, Illinois",197661,44614,32977,40
17169,"Schuyler County, Illinois",7064,1345,1505,45.8
17171,"Scott County, Illinois",5047,1130,977,44.1
17173,"Shelby County, Illinois",21832,4669,4684,44.8
17175,"Stark County, Illinois",5500,1199,1184,45.1
17177,"Stephenson County, Illinois",45433,9824,9737,45.1
17179,"Tazewell County, Illinois",133852,30683,23863,40.9
17181,"Union County, Illinois",17127,3572,3419,43.7
17183,"Vermilion County, Illinois",78407,18682,14376,40.3
17185,"Wabash County, Illinois",11573,2564,2294,43.6
17187,"Warren County, Illinois",17338,3876,3180,39.3
17189,"Washington County, Illinois",14155,3059,2731,43.4
17191,"Wayne County, Illinois",16487,3750,3434,43.3
17193,"White County, Illinois",14025,3092,3020,44.1
17195,"Whiteside County, Illinois",56396,12610,11233,43.2
17197,"Will County, Illinois",688697,177161,83650,37.6
17199,"Williamson County, Illinois",67299,14744,12186,40.9
17201,"Winnebago County, Illinois",286174,67673,47426,39.6
17203,"Woodford County, Illinois",38817,9569,6561,40
18001,"Adams County, Indiana",35195,11014,5251,33.4
18003,"Allen County, Indiana",370016,96132,51307,35.8
18005,"Bartholomew County, Indiana",81893,19684,12792,37.7
18007,"Benton County, Indiana",8667,2169,1485,40.5
18009,"Blackford County, Indiana",12129,2580,2510,44.3
18011,"Boone County, Indiana",64321,17260,8129,38
18013,"Brown County, Indiana",15034,2751,3484,49.2
18015,"Carroll County, Indiana",19994,4535,3755,42.8
18017,"Cass County, Indiana",38084,8919,6530,40.8
18019,"Clark County, Indiana",115702,26465,17343,38.9
18021,"Clay County, Indiana",26268,6055,4553,40.9
18023,"Clinton County, Indiana",32301,8457,5161,38.2
18025,"Crawford County, Indiana",10581,2350,1998,43.6
18027,"Daviess County, Indiana",32937,9635,4947,34.7
18029,"Dearborn County, Indiana",49501,11306,8186,42.7
18031,"Decatur County, Indiana",26552,6509,4259,38.9
18033,"DeKalb County, Indiana",42704,10486,6612,39.1
18035,"Delaware County, Indiana",115616,21658,19153,35.4
18037,"Dubois County, Indiana",42418,10475,7013,40.4
18039,"Elkhart County, Indiana",203604,56677,28443,35.5
18041,"Fayette County, Indiana",23259,5162,4477,42.6
18043,"Floyd County, Indiana",76809,17635,11706,39.9
18045,"Fountain County, Indiana",16486,3654,3181,43.1
18047,"Franklin County, Indiana",22842,5416,3898,42
18049,"Fulton County, Indiana",20212,4759,3751,41.3
18051,"Gibson County, Indiana",33596,7873,5661,40.3
18053,"Grant County, Indiana",66944,13914,12283,40.3
18055,"Greene County, Indiana",32295,7143,6118,42.9
18057,"Hamilton County, Indiana",316095,87908,36042,36.9
18059,"Hancock County, Indiana",73830,17457,11521,39.9
18061,"Harrison County, Indiana",39712,8939,6707,42.5
18063,"Hendricks County, Indiana",160940,41179,20870,37.7
18065,"Henry County, Indiana",48483,10017,8878,42.2
18067,"Howard County, Indiana",82387,18690,15344,41.7
18069,"Huntington County, Indiana",36378,7918,5986,40.7
18071,"Jackson County, Indiana",43938,10814,6878,38.7
18073,"Jasper County, Indiana",33449,7984,5642,39.9
18075,"Jay County, Indiana",20993,5439,3593,40
18077,"Jefferson County, Indiana",32237,6718,5426,40.5
18079,"Jennings County, Indiana",27727,6509,4345,39.7
18081,"Johnson County, Indiana",151564,38017,21500,37.4
18083,"Knox County, Indiana",37409,8082,6384,38
18085,"Kosciusko County, Indiana",78806,19168,12443,38
18087,"LaGrange County, Indiana",38942,12820,5153,31.4
18089,"Lake County, Indiana",486849,116340,76230,38.7
18091,"LaPorte County, Indiana",110552,24035,18574,40.4
18093,"Lawrence County, Indiana",45619,10110,8779,42.8
18095,"Madison County, Indiana",129505,28419,22817,40.3
18097,"Marion County, Indiana",944523,234068,113355,34.4
18099,"Marshall County, Indiana",46595,11750,7936,40.1
18101,"Martin County, Indiana",10210,2296,1885,42.7
18103,"Miami County, Indiana",35901,7721,6081,40
18105,"Monroe County, Indiana",145403,23021,17779,29.3
18107,"Montgomery County, Indiana",38276,8744,6680,40.5
18109,"Morgan County, Indiana",69727,16104,11065,41.4
18111,"Newton County, Indiana",14018,3040,2568,42.9
18113,"Noble County, Indiana",47451,12008,7103,38.7
18115,"Ohio County, Indiana",5887,1132,1211,47.5
18117,"Orange County, Indiana",19547,4533,3631,42.1
18119,"Owen County, Indiana",20878,4464,3833,44.9
18121,"Parke County, Indiana",16996,3671,3112,41.8
18123,"Perry County, Indiana",19141,4120,3411,42.2
18125,"Pike County, Indiana",12411,2799,2429,43.7
18127,"Porter County, Indiana",168041,37794,25992,39.5
18129,"Posey County, Indiana",25589,5692,4460,42.3
18131,"Pulaski County, Indiana",12660,2896,2350,41.2
18133,"Putnam County, Indiana",37559,7242,5916,37.9
18135,"Randolph County, Indiana",25076,5834,4851,42.4
18137,"Ripley County, Indiana",28425,6753,4824,40.8
18139,"Rush County, Indiana",16704,3789,2927,41.6
18141,"St. Joseph County, Indiana",269240,64196,40544,36.5
18143,"Scott County, Indiana",23743,5464,3854,40.7
18145,"Shelby County, Indiana",44399,10170,7212,41
18147,"Spencer County, Indiana",20526,4580,3809,43.6
18149,"Starke County, Indiana",22941,5384,3983,41.6
18151,"Steuben County, Indiana",34474,7178,6485,43.2
18153,"Sullivan County, Indiana",20792,4183,3493,41
18155,"Switzerland County, Indiana",10628,2683,1863,40.1
18157,"Tippecanoe County, Indiana",189294,38990,20611,28
18159,"Tipton County, Indiana",15218,3131,3020,44.9
18161,"Union County, Indiana",7153,1562,1298,43.8
18163,"Vanderburgh County, Indiana",181313,39361,29133,38.1
18165,"Vermillion County, Indiana",15560,3410,2982,43.1
18167,"Vigo County, Indiana",107693,22215,16694,36.2
18169,"Wabash County, Indiana",31631,6661,6312,42.2
18171,"Warren County, Indiana",8247,1813,1626,44.5
18173,"Warrick County, Indiana",61928,14999,10313,40.9
18175,"Washington County, Indiana",27827,6409,4589,41.5
18177,"Wayne County, Indiana",66613,14736,12367,40.9
18179,"Wells County, Indiana",27947,6957,4947,39.8
18181,"White County, Indiana",24217,5685,4657,41.9
18183,"Whitley County, Indiana",33649,7819,5774,40.8
19001,"Adair County, Iowa",7124,1543,1566,45.4
19003,"Adams County, Iowa",3726,778,842,47.3
19005,"Allamakee County, Iowa",13880,3175,3020,44.8
19007,"Appanoose County, Iowa",12510,2752,2836,45.4
19009,"Audubon County, Iowa",5637,1097,1374,49
19011,"Benton County, Iowa",25626,6066,4534,42.6
19013,"Black Hawk County, Iowa",133009,28858,20627,34.9
19015,"Boone County, Iowa",26399,5806,4563,41.8
19017,"Bremer County, Iowa",24782,5479,4760,39.7
19019,"Buchanan County, Iowa",21125,5696,3664,38.7
19021,"Buena Vista County, Iowa",20260,5147,2914,35.2
19023,"Butler County, Iowa",14735,3381,3251,44.1
19025,"Calhoun County, Iowa",9780,2021,2223,45.1
19027,"Carroll County, Iowa",20344,4963,3954,41.7
19029,"Cass County, Iowa",13191,2901,2910,44.9
19031,"Cedar County, Iowa",18445,4212,3470,42
19033,"Cerro Gordo County, Iowa",42984,8871,8845,44.5
19035,"Cherokee County, Iowa",11468,2453,2651,46.8
19037,"Chickasaw County, Iowa",12099,2798,2401,44.3
19039,"Clarke County, Iowa",9282,2334,1631,39.5
19041,"Clay County, Iowa",16313,3693,3290,42.7
19043,"Clayton County, Iowa",17672,3813,3961,47.1
19045,"Clinton County, Iowa",47218,10774,9002,42.2
19047,"Crawford County, Iowa",17132,4254,2893,37.8
19049,"Dallas County, Iowa",84002,23693,9664,35.3
19051,"Davis County, Iowa",8885,2601,1554,37
19053,"Decatur County, Iowa",8044,1756,1536,36.4
19055,"Delaware County, Iowa",17258,4116,3247,43.6
19057,"Des Moines County, Iowa",39600,9012,7805,42.6
19059,"Dickinson County, Iowa",17056,3217,4254,48.4
19061,"Dubuque County, Iowa",96802,22312,16344,38.5
19063,"Emmet County, Iowa",9551,1997,1921,42.4
19065,"Fayette County, Iowa",19929,4175,4197,43.6
19067,"Floyd County, Iowa",15858,3596,3358,43.9
19069,"Franklin County, Iowa",10245,2384,2113,42.4
19071,"Fremont County, Iowa",6968,1533,1533,45.8
19073,"Greene County, Iowa",9003,2074,1939,44.5
19075,"Grundy County, Iowa",12341,2886,2496,42.5
19077,"Guthrie County, Iowa",10674,2423,2333,45.6
19079,"Hamilton County, Iowa",15110,3471,2982,42.4
19081,"Hancock County, Iowa",10888,2420,2341,44.5
19083,"Hardin County, Iowa",17127,3648,3615,44.7
19085,"Harrison County, Iowa",14143,3242,2708,44.1
19087,"Henry County, Iowa",19926,4392,3613,40
19089,"Howard County, Iowa",9264,2321,1882,42.2
19091,"Humboldt County, Iowa",9566,2222,1960,43
19093,"Ida County, Iowa",6916,1614,1512,44.5
19095,"Iowa County, Iowa",16207,3755,2935,42.1
19097,"Jackson County, Iowa",19395,4324,3926,44.7
19099,"Jasper County, Iowa",36891,8306,6918,42.3
19101,"Jefferson County, Iowa",18077,3311,3654,43
19103,"Johnson County, Iowa",147001,29611,15870,30
19105,"Jones County, Iowa",20568,4443,4027,43.4
19107,"Keokuk County, Iowa",10200,2312,2158,43.9
19109,"Kossuth County, Iowa",15075,3267,3424,45.5
19111,"Lee County, Iowa",34541,7477,6754,43.2
19113,"Linn County, Iowa",222121,52493,33702,37.5
19115,"Louisa County, Iowa",11223,2575,1957,41.2
19117,"Lucas County, Iowa",8597,2023,1811,44.6
19119,"Lyon County, Iowa",11769,3339,2071,38.1
19121,"Madison County, Iowa",15890,4064,2608,40.1
19123,"Mahaska County, Iowa",22208,5324,3945,39.7
19125,"Marion County, Iowa",33207,7932,5736,39.2
19127,"Marshall County, Iowa",40271,10111,6979,39.1
19129,"Mills County, Iowa",14957,3563,2590,42.1
19131,"Mitchell County, Iowa",10631,2517,2290,43.8
19133,"Monona County, Iowa",8796,1790,2141,46.5
19135,"Monroe County, Iowa",7863,1970,1503,41.8
19137,"Montgomery County, Iowa",10155,2364,2098,44
19139,"Muscatine County, Iowa",42950,10788,6798,38.1
19141,"O'Brien County, Iowa",13911,3277,2860,42.4
19143,"Osceola County, Iowa",6115,1440,1256,43.8
19145,"Page County, Iowa",15363,3088,3269,44
19147,"Palo Alto County, Iowa",9055,2031,1937,41.8
19149,"Plymouth County, Iowa",25039,6304,4502,39.9
19151,"Pocahontas County, Iowa",6898,1496,1558,47.9
19153,"Polk County, Iowa",474274,119097,58939,35.3
19155,"Pottawattamie County, Iowa",93503,22149,15466,39.5
19157,"Poweshiek County, Iowa",18605,3626,3661,40.7
19159,"Ringgold County, Iowa",4984,1193,1201,44.9
19161,"Sac County, Iowa",9868,2183,2254,46.2
19163,"Scott County, Iowa",172288,41267,26412,38.3
19165,"Shelby County, Iowa",11694,2644,2604,46.1
19167,"Sioux County, Iowa",34825,9448,5184,33.2
19169,"Story County, Iowa",96922,16217,10972,26.3
19171,"Tama County, Iowa",17136,4150,3284,42.8
19173,"Taylor County, Iowa",6201,1448,1357,42.8
19175,"Union County, Iowa",12453,2801,2450,39.9
19177,"Van Buren County, Iowa",7223,1733,1530,44.3
19179,"Wapello County, Iowa",35315,7942,6051,39.3
19181,"Warren County, Iowa",49361,12319,7503,38.3
19183,"Washington County, Iowa",22143,5516,4126,40.8
19185,"Wayne County, Iowa",6413,1601,1386,43
19187,"Webster County, Iowa",36757,7849,6445,39.1
19189,"Winnebago County, Iowa",10571,2297,2140,42.6
19191,"Winneshiek County, Iowa",20401,3758,3957,41.3
19193,"Woodbury County, Iowa",102398,26854,14776,35.7
19195,"Worth County, Iowa",7489,1608,1481,44
19197,"Wright County, Iowa",12804,3067,2767,43.4
20001,"Allen County, Kansas",12630,2875,2569,41.8
20003,"Anderson County, Kansas",7852,2071,1650,41.5
20005,"Atchison County, Kansas",16363,3861,2728,36.1
20007,"Barber County, Kansas",4733,1121,1019,43.8
20009,"Barton County, Kansas",26791,6434,4873,40
20011,"Bourbon County, Kansas",14702,3781,2818,39.3
20013,"Brown County, Kansas",9664,2462,1853,42.2
20015,"Butler County, Kansas",66468,17144,9560,38.4
20017,"Chase County, Kansas",2645,617,621,44.4
20019,"Chautauqua County, Kansas",3367,706,871,48.8
20021,"Cherokee County, Kansas",20331,4844,3749,41.9
20023,"Cheyenne County, Kansas",2677,573,701,45.7
20025,"Clark County, Kansas",2053,506,440,44.3
20027,"Clay County, Kansas",8142,1973,1855,43
20029,"Cloud County, Kansas",9060,2091,1872,41
20031,"Coffey County, Kansas",8296,1807,1710,44
20033,"Comanche County, Kansas",1780,407,458,47.5
20035,"Cowley County, Kansas",35591,8503,6270,38.8
20037,"Crawford County, Kansas",39108,8510,5848,32.5
20039,"Decatur County, Kansas",2881,555,797,49.5
20041,"Dickinson County, Kansas",19004,4580,3593,41.5
20043,"Doniphan County, Kansas",7736,1489,1440,41.3
20045,"Douglas County, Kansas",119319,22238,13497,29.5
20047,"Edwards County, Kansas",2925,686,584,44.7
20049,"Elk County, Kansas",2562,542,732,51.7
20051,"Ellis County, Kansas",28878,6243,4277,32.6
20053,"Ellsworth County, Kansas",6293,1187,1300,42.3
20055,"Finney County, Kansas",36957,11422,3756,30.5
20057,"Ford County, Kansas",34484,10527,3614,31.9
20059,"Franklin County, Kansas",25563,6227,4100,39.1
20061,"Geary County, Kansas",34895,10789,2769,26.1
20063,"Gove County, Kansas",2619,559,699,48.1
20065,"Graham County, Kansas",2545,516,682,51.9
20067,"Grant County, Kansas",7616,2415,906,32.6
20069,"Gray County, Kansas",6037,1741,890,36.2
20071,"Greeley County, Kansas",1200,311,242,36.5
20073,"Greenwood County, Kansas",6156,1315,1521,48.7
20075,"Hamilton County, Kansas",2616,802,325,32.2
20077,"Harper County, Kansas",5673,1389,1238,42.3
20079,"Harvey County, Kansas",34555,8551,6494,39.5
20081,"Haskell County, Kansas",4047,1182,568,36.6
20083,"Hodgeman County, Kansas",1842,391,421,49.1
20085,"Jackson County, Kansas",13318,3313,2477,41.6
20087,"Jefferson County, Kansas",18888,4387,3434,44.2
20089,"Jewell County, Kansas",2916,546,849,52.6
20091,"Johnson County, Kansas",585502,145775,79578,37.5
20093,"Kearny County, Kansas",3932,1139,568,34.4
20095,"Kingman County, Kansas",7470,1670,1611,45.5
20097,"Kiowa County, Kansas",2526,571,528,40.3
20099,"Labette County, Kansas",20367,4873,3691,40.6
20101,"Lane County, Kansas",1642,400,310,41.2
20103,"Leavenworth County, Kansas",80042,19138,10829,37.6
20105,"Lincoln County, Kansas",3097,705,709,46.4
20107,"Linn County, Kansas",9635,2213,2108,43.9
20109,"Logan County, Kansas",2810,685,586,40
20111,"Lyon County, Kansas",33299,7421,4821,33.4
20113,"McPherson County, Kansas",28630,6613,5492,41.1
20115,"Marion County, Kansas",12032,2604,2743,44.7
20117,"Marshall County, Kansas",9798,2304,2090,44
20119,"Meade County, Kansas",4261,1099,753,37.3
20121,"Miami County, Kansas",33127,8321,5534,41.9
20123,"Mitchell County, Kansas",6222,1417,1443,43.5
20125,"Montgomery County, Kansas",32970,7820,6318,40.5
20127,"Morris County, Kansas",5566,1212,1337,47.7
20129,"Morton County, Kansas",2838,738,519,43.1
20131,"Nemaha County, Kansas",10104,2662,1983,39.9
20133,"Neosho County, Kansas",16125,4007,3058,40.1
20135,"Ness County, Kansas",2955,656,728,48.7
20137,"Norton County, Kansas",5486,1052,1090,43.2
20139,"Osage County, Kansas",15882,3734,3031,43.6
20141,"Osborne County, Kansas",3603,762,875,46.7
20143,"Ottawa County, Kansas",5902,1388,1141,42.6
20145,"Pawnee County, Kansas",6709,1192,1437,45.7
20147,"Phillips County, Kansas",5408,1237,1199,44.6
20149,"Pottawatomie County, Kansas",23545,6840,3239,35.1
20151,"Pratt County, Kansas",9582,2390,1752,38.5
20153,"Rawlins County, Kansas",2509,513,662,49.2
20155,"Reno County, Kansas",63101,14427,11874,40.4
20157,"Republic County, Kansas",4686,921,1280,51.1
20159,"Rice County, Kansas",9762,2237,1768,39.1
20161,"Riley County, Kansas",75296,12541,6478,25.1
20163,"Rooks County, Kansas",5118,1164,1099,43.8
20165,"Rush County, Kansas",3102,661,748,47.6
20167,"Russell County, Kansas",6977,1493,1686,49.1
20169,"Saline County, Kansas",54977,12949,9138,38.5
20171,"Scott County, Kansas",4949,1328,808,39.4
20173,"Sedgwick County, Kansas",512064,133696,69749,35.2
20175,"Seward County, Kansas",22692,7228,2216,29.4
20177,"Shawnee County, Kansas",178284,42847,30425,38.9
20179,"Sheridan County, Kansas",2506,612,568,44.3
20181,"Sherman County, Kansas",5966,1425,1116,38.8
20183,"Smith County, Kansas",3663,727,1002,51.6
20185,"Stafford County, Kansas",4214,989,869,44.4
20187,"Stanton County, Kansas",2063,561,365,39.6
20189,"Stevens County, Kansas",5686,1687,765,34.7
20191,"Sumner County, Kansas",23208,5731,4166,41.1
20193,"Thomas County, Kansas",7824,1770,1244,36.1
20195,"Trego County, Kansas",2858,539,692,49.2
20197,"Wabaunsee County, Kansas",6888,1667,1297,43.8
20199,"Wallace County, Kansas",1575,395,342,43.1
20201,"Washington County, Kansas",5525,1259,1339,46.5
20203,"Wichita County, Kansas",2143,547,456,45
20205,"Wilson County, Kansas",8780,2106,1806,43.9
20207,"Woodson County, Kansas",3170,671,739,48.3
20209,"Wyandotte County, Kansas",164345,46027,19309,33.7
21001,"Adair County, Kentucky",19241,3857,3379,41.5
21003,"Allen County, Kentucky",20794,5011,3537,40
21005,"Anderson County, Kentucky",22214,5374,3322,41
21007,"Ballard County, Kentucky",8090,1783,1618,43.3
21009,"Barren County, Kentucky",43680,10429,7438,40.3
21011,"Bath County, Kentucky",12268,3112,1978,40.4
21013,"Bell County, Kentucky",27188,5834,4923,41.6
21015,"Boone County, Kentucky",129095,34211,16093,37.3
21017,"Bourbon County, Kentucky",20144,4581,3675,42.1
21019,"Boyd County, Kentucky",48091,10238,8902,41.9
21021,"Boyle County, Kentucky",29913,6031,5436,40.3
21023,"Bracken County, Kentucky",8306,2058,1302,40.7
21025,"Breathitt County, Kentucky",13116,2701,2055,41.6
21027,"Breckinridge County, Kentucky",20080,4627,3749,42.9
21029,"Bullitt County, Kentucky",79466,17877,11773,40.1
