,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty
612,2020-03-18,1,0,2020-05-27,687,21,28089,7,102212,18766,25233,22854,27992,148.73165309,106272,0.407520866631,0.56843811046,9.4
613,2020-03-18,1,0,2020-05-27,478,48,18019,25,114893,23978,25933,27885,20836,317.30135426,118302,0.367701158422,0.587273011897,11.2
614,2020-03-18,1,0,2020-05-27,107,4,18041,20,23426,6065,5662,3467,1464,107.44071773,23102,0.236306400839,0.717628541448,14.5
615,2020-03-18,1,0,2020-05-27,130,6,18079,0,27840,6079,5801,6329,2438,73.646318083,27735,0.212685560054,0.739721097616,14.8
616,2020-03-18,1,0,2020-05-27,591,68,18095,21,129641,30680,33193,20457,10142,286.70778078,129569,0.346533730898,0.603354453969,17.0
617,2020-03-18,1,0,2020-05-27,57,2,17199,26,67477,16353,19523,9378,9225,158.48353042,66597,0.271752275476,0.684329450703,14.4
618,2020-03-18,1,0,2020-05-27,18,0,17189,0,14260,3641,4070,2919,3262,24.684183229000002,13887,0.196041214751,0.754609544469,7.4
619,2020-03-18,1,0,2020-05-27,404,23,16083,30,82248,16621,31190,4419,5078,45.208745418999996,86878,0.214592543818,0.660427052958,13.6
620,2020-03-18,1,0,2020-05-27,242,10,17077,21,59115,11301,19364,5598,9182,97.246239961,56750,0.474070749521,0.444285772573,25.7
621,2020-03-18,1,0,2020-05-27,1124,53,17091,56,110801,23667,36887,11766,8197,162.39877206,109862,0.406134547642,0.5387275539140001,16.2
622,2020-03-18,3,0,2020-05-27,769,22,17093,0,122933,16292,17188,43054,14718,402.79407915,128990,0.460336514809,0.475292728525,4.2
623,2020-03-18,1,0,2020-05-27,140,13,17099,13,111151,27315,35616,14773,10603,95.72946505899999,108669,0.3978987347,0.542221396578,13.6
624,2020-03-18,1,0,2020-05-27,551,58,17119,58,266153,60531,75928,46894,29580,367.52447012,262966,0.393551312724,0.549600475364,13.8
625,2020-03-18,1,0,2020-05-27,25,0,21073,10,49969,11999,17986,4304,14830,245.33658255,50991,0.449538590604,0.495763422819,12.9
626,2020-03-18,1,0,2020-05-27,543,33,21117,54,163987,31245,30670,47335,33085,1041.8475561,166998,0.336735971073,0.597427160837,10.4
627,2020-03-18,1,0,2020-05-27,950,5,21227,52,123824,21484,47980,7024,14638,245.32233319,132896,0.350421348315,0.592221579643,16.5
628,2020-03-18,1,0,2020-05-27,185,8,19183,0,22095,5388,6201,4850,2427,38.615577756,21965,0.363821138211,0.570029563932,8.8
629,2020-03-18,2,0,2020-05-27,1074,7,20103,10,79359,15061,20072,14174,6871,176.42879682,81758,0.339129262704,0.585894325381,10.6
630,2020-03-18,1,0,2020-05-27,23,0,19191,0,20575,5243,10139,1851,2287,28.979356885,19991,0.466969778016,0.475349915307,9.8
631,2020-03-19,1,0,2020-05-28,49,0,36095,0,31611,8559,7666,6076,3079,49.852132934,30999,0.29803519293,0.644914384913,11.8
632,2020-03-19,1,0,2020-05-28,112,1,36117,8,91442,22194,22166,20111,8311,148.91272452,89918,0.33821520301700003,0.5993496912399999,9.6
633,2020-03-19,1,0,2020-05-28,19,1,40083,0,45326,9257,6800,13245,2309,64.544592052,48011,0.223717542749,0.718439940891,10.4
634,2020-03-19,1,0,2020-05-28,103,3,40087,0,37919,7891,5969,10492,4428,70.91780927100001,40474,0.17180355128,0.780984619039,9.1
635,2020-03-19,1,0,2020-05-28,314,35,40147,8,51867,12914,18594,4075,5112,124.00494179,51527,0.227260446686,0.711905619597,13.0
636,2020-03-19,1,0,2020-05-28,83,3,40051,9,54351,11298,12298,11590,3569,50.733254135,55834,0.174237318596,0.7769690434469999,10.1
637,2020-03-19,1,0,2020-05-28,13,0,40039,4,29169,5338,11660,2281,2710,29.332133511,29003,0.199601177476,0.7423796410600001,18.2
638,2020-03-19,2,0,2020-05-28,2555,135,39061,297,808703,169087,304943,71377,192548,2016.4246124,817473,0.525536708861,0.430308860759,15.4
639,2020-03-19,1,0,2020-05-28,637,17,39113,196,531987,124285,180214,52927,74202,1152.0393866,531687,0.471473793877,0.483915691617,16.9
640,2020-03-19,1,0,2020-05-28,193,3,39139,37,121533,30674,40058,9660,11462,244.65823607,121154,0.290831612051,0.666275889019,14.4
641,2020-03-19,1,0,2020-05-28,4,0,30007,0,5755,1828,1459,1197,413,5.2308066018,6237,0.182757507265,0.752018082015,10.3
642,2020-03-19,1,0,2020-05-28,37,2,30029,22,96147,24545,40745,1931,1415,20.405340238,103806,0.286776178918,0.651850728155,11.2
643,2020-03-19,1,0,2020-05-28,8,1,30057,0,7902,3066,2750,974,837,2.3967733878,8600,0.249575191164,0.6966864910789999,9.2
644,2020-03-19,1,0,2020-05-28,7,0,30085,0,11218,1796,3204,299,834,4.673400701,11004,0.431440045898,0.493975903614,25.4
645,2020-03-19,1,0,2020-05-28,3,0,31127,0,7041,1894,2603,837,1136,17.114383308,6972,0.252059308072,0.681383855025,12.7
646,2020-03-19,1,0,2020-05-28,24,1,32007,7,52377,8008,21210,4490,2761,3.0732329381,52778,0.183337826908,0.7302237799950001,8.3
647,2020-03-19,1,0,2020-05-28,385,24,28051,0,18267,3568,2819,2364,777,22.479955520999997,17010,0.8261178140530001,0.16337828247000002,33.2
648,2020-03-19,1,0,2020-05-28,566,22,28067,14,68328,14853,20411,5615,7976,98.009284839,68098,0.274265486726,0.7106548672570001,19.9
649,2020-03-19,1,0,2020-05-28,630,10,28123,0,28399,5665,7031,3542,4726,46.163081768999994,28124,0.405290361812,0.581939799331,25.5
650,2020-03-19,1,0,2020-05-28,52,0,28147,0,14670,3582,1948,3212,828,35.367668867,14286,0.418852597732,0.570993399898,23.4
651,2020-03-19,1,0,2020-05-28,85,9,28157,0,9084,2046,1412,1436,1070,12.726618613,8630,0.677048394825,0.312649736464,30.3
652,2020-03-19,1,0,2020-05-28,105,1,28159,0,18482,4963,4502,2419,1311,29.567667395,17955,0.430737658192,0.5556949036600001,21.0
653,2020-03-19,1,0,2020-05-28,227,4,28163,0,27496,4778,5084,3142,1857,32.189892424,29690,0.5278002426199999,0.461787302871,37.1
654,2020-03-19,1,0,2020-05-28,14,0,35047,8,28203,7333,7247,2479,1078,5.7771715417,27277,0.679891202401,0.215906959295,28.2
655,2020-03-19,1,0,2020-05-28,602,48,34009,16,94549,31925,32285,10047,9695,365.9844659,92039,0.3850335917310001,0.583710594315,10.3
656,2020-03-19,2,0,2020-05-28,1104,147,34037,10,143570,32694,32414,41538,11616,270.81851695,140488,0.32672623883,0.629379907934,5.2
657,2020-03-19,1,0,2020-05-28,25,0,53009,19,73439,26654,25556,1801,880,44.476761586,77331,0.459420948916,0.475519175383,13.3
658,2020-03-19,3,1,2020-05-28,156,11,55089,46,87817,21950,22493,22227,18148,382.89278435,89221,0.377885624344,0.5707165342530001,4.2
659,2020-03-19,1,0,2020-05-28,78,3,55111,10,63340,15064,24807,7284,9992,77.496909458,64442,0.470324604648,0.473493821628,8.6
660,2020-03-19,1,0,2020-05-28,99,0,55035,48,102388,20349,43246,10037,16933,164.04190404,104646,0.504271449704,0.430861686391,12.9
661,2020-03-19,2,0,2020-05-28,372,16,55127,16,102917,22640,31972,18983,13091,187.00830568,103868,0.369903104607,0.570456792565,10.1
662,2020-03-19,1,0,2020-05-28,74,1,55015,0,49737,9760,8553,17891,6453,157.37345546,50089,0.364523818533,0.580612206289,5.3
663,2020-03-19,4,0,2020-05-28,42,1,55021,10,56790,13488,14325,14829,7025,75.151541441,57532,0.461808993751,0.483490968689,7.6
664,2020-03-19,1,0,2020-05-28,131,4,54061,119,103715,16742,41543,5903,17925,293.29254704,105612,0.407690370246,0.511515965634,18.3
665,2020-03-19,2,0,2020-05-28,4,0,54093,0,7035,2245,2117,902,639,16.320465234,6839,0.216512702079,0.738163972286,13.5
666,2020-03-19,1,0,2020-05-28,3,1,55007,0,15004,5390,3846,2903,829,10.174075545,15036,0.5218628174059999,0.434622273733,14.2
667,2020-03-19,1,0,2020-05-28,30,1,48467,0,53607,14526,10360,11047,2941,67.163501378,56590,0.128728848725,0.8500161372120001,15.6
668,2020-03-19,1,0,2020-05-28,150,3,45035,0,151716,28002,24782,42234,13770,286.33614908,162809,0.384387557434,0.559243071899,11.0
669,2020-03-19,1,0,2020-05-28,37,0,45001,6,24788,7042,3794,5265,1879,49.909760456,24527,0.34613950018600004,0.628683327117,19.1
670,2020-03-19,1,0,2020-05-28,139,0,45081,0,20228,4901,3537,4454,2319,45.19917996,20473,0.328192545858,0.645519336371,14.9
671,2020-03-19,2,0,2020-05-28,3056,291,42071,64,536494,122633,212078,42843,29193,578.1440906,545724,0.37660724814,0.573466136458,7.9
672,2020-03-19,1,0,2020-05-28,944,33,42075,18,137616,34280,40007,23703,14459,391.89646274,141793,0.303194920721,0.658744440295,10.0
673,2020-03-19,2,0,2020-05-28,443,38,42129,51,356835,103773,110258,59974,34300,339.38250510000006,348899,0.327423792231,0.640623968306,9.2
674,2020-03-19,1,0,2020-05-28,17,1,48123,0,20474,5292,5554,2225,3113,22.17879403,20160,0.17018469657000002,0.807681031955,18.4
675,2020-03-19,1,0,2020-05-28,22,2,48103,0,4836,798,1403,551,566,6.110289722999999,4797,0.216509775525,0.758146270818,10.1
676,2020-03-19,2,0,2020-05-28,192,4,48251,35,160173,30241,31496,36874,12506,242.49884518,175817,0.191653570805,0.774751178628,10.7
677,2020-03-19,1,0,2020-05-28,731,33,48061,104,420201,71392,132877,13180,9524,474.58866969,423163,0.646148315978,0.32059605246,27.9
678,2020-03-19,1,0,2020-05-28,111,1,47035,12,58178,21229,16604,3233,3426,88.825806199,60520,0.19780971937,0.776104646741,14.4
679,2020-03-19,1,0,2020-05-28,50,0,47045,10,37751,8344,12359,3460,3723,72.52639621600001,37159,0.211813393529,0.7656132430399999,18.4
680,2020-03-19,1,0,2020-05-28,261,3,47125,21,192120,25156,51250,31445,10133,387.62353335,208993,0.378609588324,0.564265512064,12.0
681,2020-03-19,2,0,2020-05-28,75,0,47179,76,126437,29936,40656,15461,23015,396.25984285,129375,0.263160025096,0.691728562466,14.9
682,2020-03-19,2,0,2020-05-28,387,8,47189,12,128874,27113,27057,31245,16674,253.30079531,144657,0.25505454287,0.69829087162,7.8
683,2020-03-19,4,0,2020-05-28,113,5,12053,44,179144,61882,36359,20626,7121,410.01303591,193920,0.338929248599,0.628784166684,14.1
684,2020-03-19,1,0,2020-05-28,120,9,12061,40,147981,57277,42648,9361,9340,318.07512707,159923,0.362929772082,0.6078325844520001,10.7
685,2020-03-19,1,0,2020-05-28,241,0,12063,7,48571,12035,11356,4043,3586,50.55019229,46414,0.303995808925,0.6777634900220001,23.5
686,2020-03-19,1,0,2020-05-28,557,9,12085,74,155719,57914,39364,20411,22509,296.0539284,161000,0.35173370966,0.6202633512560001,10.7
687,2020-03-19,1,0,2020-05-28,10,0,8049,0,14793,3858,7255,839,564,8.5212337515,15734,0.389874309879,0.524726888288,7.9
688,2020-03-19,1,0,2020-05-28,620,42,8087,6,28123,6047,11731,1357,1221,22.700768731,29068,0.263122476447,0.6816958277249999,12.2
689,2020-03-19,4,0,2020-05-28,822,57,9013,16,151596,31539,31771,44209,17893,367.29661189,150721,0.498903579909,0.441020384331,8.0
690,2020-03-19,1,0,2020-05-28,375,14,9015,6,116674,25482,30307,26580,12241,227.67698741,116782,0.429481490247,0.507622823107,11.7
691,2020-03-19,2,0,2020-05-28,112,1,13127,24,83467,20679,32462,2914,8545,203.29351446,85292,0.344819482389,0.6310625422280001,16.6
692,2020-03-19,2,0,2020-05-28,104,1,13175,16,47451,10610,13845,2823,4242,58.89289941,47546,0.346410941999,0.6376491155899999,24.6
693,2020-03-19,1,0,2020-05-28,70,4,13225,0,27027,5201,4475,6909,4801,183.29249658,27546,0.475091130012,0.505187400692,24.0
694,2020-03-19,1,0,2020-05-28,278,8,13247,16,88482,17124,15750,20905,21381,700.17769965,90896,0.61736146213,0.35816329245300005,13.2
695,2020-03-19,1,0,2020-05-28,75,1,13103,0,57087,9061,7973,17210,3272,134.28047126,64296,0.20735199829,0.763624706134,8.3
696,2020-03-19,2,1,2020-05-28,238,30,13099,0,10405,2739,2210,1510,1431,19.879066674,10190,0.452739439565,0.533667921372,26.5
697,2020-03-19,1,0,2020-05-28,444,25,13021,117,153923,31993,49040,9724,32298,614.11369433,153159,0.589486858573,0.387282047765,24.7
698,2020-03-19,1,0,2020-05-28,225,0,4023,0,46358,10530,14694,2386,2759,37.612599392,46498,0.715797936487,0.244539729331,24.4
699,2020-03-19,1,0,2020-05-28,294,6,4025,39,220972,85127,72357,7088,3255,28.942035103000002,235099,0.320165984048,0.634425522742,13.2
700,2020-03-19,1,0,2020-05-28,428,0,5007,30,251823,44616,91493,17659,24896,329.21407866,279141,0.29591988288000004,0.644490887102,8.6
701,2020-03-19,1,0,2020-05-28,6,0,5009,24,37212,9809,12544,2495,3638,63.444582878999995,37432,0.183823529412,0.7682880844650001,14.8
702,2020-03-19,1,0,2020-05-28,38,0,5019,0,22495,5000,6875,2741,2292,25.77136629,22320,0.4310818888220001,0.525762104005,19.9
703,2020-03-19,1,0,2020-05-28,318,9,5035,0,49278,9487,11635,8133,4136,78.56551116199999,47955,0.5296873021899999,0.440119002405,19.2
704,2020-03-19,1,0,2020-05-28,18,0,5053,0,18076,4063,3002,4478,1101,28.908936635,18265,0.205251641138,0.752735229759,13.1
705,2020-03-19,1,0,2020-05-28,60,0,5055,8,44197,9006,12786,4553,3909,78.45926416,45325,0.21189848842,0.7417833864929999,16.5
706,2020-03-19,1,0,2020-05-28,29,0,5063,12,37097,8706,12752,2148,3995,49.507557221000006,37825,0.214089117013,0.738302462248,14.5
707,2020-03-19,1,0,2020-05-28,203,0,5031,66,104246,19242,39576,5122,9614,155.98965575,110332,0.299530999771,0.651967513155,17.9
708,2020-03-19,1,0,2020-05-28,31,2,5111,0,24098,5793,4623,4281,1533,31.024751005,23528,0.355479840999,0.596062843082,23.7
709,2020-03-19,1,0,2020-05-28,349,24,1017,0,33895,8501,5403,8129,2950,55.74284076,33254,0.418275511685,0.5663376397150001,18.7
710,2020-03-19,1,0,2020-05-28,2124,112,1097,157,414328,88103,153297,15422,26164,336.10418322,413210,0.418815450434,0.557492334151,20.8
711,2020-03-19,1,0,2020-05-28,299,1,1127,12,64927,16386,16221,7287,4537,80.30445929,63521,0.153404233492,0.827822042882,17.9
712,2020-03-19,1,0,2020-05-28,12,0,5113,6,20212,5939,6602,780,871,23.282172074,19964,0.148996429011,0.8134466198739999,20.0
713,2020-03-19,1,1,2020-05-28,63,1,8025,0,5514,1074,863,593,670,7.6972162063,6061,0.22236929186,0.707478491066,44.3
714,2020-03-19,1,0,2020-05-28,129,1,5115,11,63372,12757,22103,4903,5863,78.856275223,64072,0.223624970991,0.7284288698070001,16.0
715,2020-03-19,1,0,2020-05-28,7,0,5129,0,7925,2684,1695,1109,331,11.833169822999999,7881,0.162520281233,0.7990805840999999,24.3
716,2020-03-19,1,0,2020-05-28,24,0,5131,69,127362,26807,45773,8554,23619,240.65234879,127827,0.279725417269,0.660490851069,15.6
717,2020-03-19,1,0,2020-05-28,131,2,5133,0,17206,3266,4548,2430,1111,30.084666463,17007,0.23798981625,0.7263670577820001,20.1
718,2020-03-19,1,0,2020-05-28,28,2,5141,0,16751,5519,3319,1985,1226,23.311018833000002,16545,0.217550274223,0.7568555758679999,16.4
719,2020-03-19,1,0,2020-05-28,321,17,24009,4,90824,18153,17293,27776,6497,434.00050012,92525,0.383680515594,0.568074577051,5.4
720,2020-03-19,1,0,2020-05-28,919,27,24045,24,102014,21277,35400,11573,12400,276.71828694,103609,0.421646609163,0.537988740251,14.6
721,2020-03-19,1,0,2020-05-28,563,41,22047,0,33122,6966,6645,6033,9518,52.55324499100001,32511,0.51885557564,0.456273764259,23.8
722,2020-03-19,3,0,2020-05-28,695,25,22055,80,238230,41592,97772,16544,44255,909.31982202,244390,0.309908237767,0.645754221157,15.3
723,2020-03-19,1,0,2020-05-28,408,27,22063,0,137096,24235,20422,39778,7222,217.20879605,140789,0.120450606586,0.845701906412,11.3
724,2020-03-19,1,0,2020-05-28,201,17,22075,0,23394,4024,6301,3997,12319,29.728545536,23197,0.316590995081,0.652667423383,15.5
725,2020-03-19,1,1,2020-05-28,294,25,22093,0,21485,4921,4305,4535,4898,86.871546668,21096,0.531071576334,0.451468762929,16.8
726,2020-03-19,2,0,2020-05-28,252,54,22097,16,83580,17636,17473,12940,6358,88.887185914,82124,0.430522892169,0.549562171629,32.7
727,2020-03-19,1,0,2020-05-28,143,6,22119,16,40043,10020,9749,5310,3332,64.634343586,38340,0.345038588754,0.6360529217199999,26.0
728,2020-03-19,2,0,2020-05-28,159,31,22121,0,25518,4884,3906,7518,7610,137.55753053,26465,0.423446105429,0.544925255704,12.8
729,2020-03-19,1,0,2020-05-28,404,37,22045,11,73346,14679,21749,9296,10301,121.63527746,69830,0.329635792198,0.644080852899,24.1
730,2020-03-19,1,0,2020-05-28,845,83,25015,11,161197,34945,53456,28444,23080,305.04380266,160830,0.662852700749,0.268301570528,11.1
731,2020-03-19,1,0,2020-05-28,231,1,27099,0,39386,9579,14320,4386,3555,56.319970768999994,40062,0.42326718599,0.501847955876,11.6
732,2020-03-19,1,0,2020-05-28,383,2,27139,0,141463,20208,26843,46413,21822,418.27773972,149013,0.38314289555,0.53700766232,5.2
733,2020-03-19,1,0,2020-05-28,139,10,26037,2,77321,16938,11591,24101,8849,140.52327145,79595,0.406518094862,0.533354698748,7.5
734,2020-03-19,2,0,2020-05-28,183,6,26045,0,108586,26110,23230,27456,23523,191.70294512,110268,0.440577523974,0.495779908774,9.3
735,2020-03-19,1,0,2020-05-28,1983,249,26049,151,410881,93094,117459,40777,27124,637.13419012,405813,0.523843271216,0.429163586305,18.8
736,2020-03-19,3,0,2020-05-28,391,26,26093,8,186946,41663,39999,50428,17571,339.66252777,191995,0.325620163483,0.621963116967,5.0
737,2020-03-19,1,0,2020-05-28,81,8,26111,26,83489,19242,26558,10117,13168,161.06787449,83156,0.369404657967,0.5634158427520001,11.3
738,2020-03-19,1,0,2020-05-28,35,1,18119,0,20957,5415,3556,5564,1974,53.98189615,20799,0.228403755869,0.7219483568080001,12.6
739,2020-03-19,1,0,2020-05-28,588,45,22019,75,198753,39284,78135,6626,11948,191.17170445,203436,0.313860074248,0.646771632865,14.9
740,2020-03-19,1,0,2020-05-28,384,3,18157,30,186081,28594,77406,7340,18141,392.32152734,195732,0.439417921054,0.496010724207,18.1
741,2020-03-19,1,0,2020-05-28,111,3,21047,18,72438,11300,25771,4623,27864,98.202174987,70461,0.325705741085,0.639267751144,18.2
742,2020-03-19,1,0,2020-05-28,313,6,21059,32,99258,22152,37475,5506,7582,221.45056716,101511,0.309560237804,0.6318193740160001,15.3
743,2020-03-19,1,0,2020-05-28,56,2,21199,38,63974,15846,22605,2592,4507,98.690719695,64979,0.150205247189,0.817419239693,19.5
744,2020-03-19,1,0,2020-05-28,35,0,21209,6,52322,8436,14962,9835,13419,202.30864343,57004,0.319259903142,0.623039033073,8.3
745,2020-03-19,1,0,2020-05-28,221,6,18177,30,66972,16958,23107,4930,6729,163.99070715,65884,0.325395894428,0.626705767351,16.0
746,2020-03-19,1,0,2020-05-28,248,13,22007,0,22881,5211,2879,6299,853,64.647079959,21891,0.360509904622,0.615737344094,20.7
747,2020-03-19,1,0,2020-05-28,573,21,20173,236,510484,97508,225669,12313,29940,517.63208961,516042,0.369106500692,0.560547717842,13.4
748,2020-03-19,1,0,2020-05-28,112,4,21101,12,46252,10871,13751,6185,5249,103.57571385,45210,0.340595165549,0.617458866545,16.3
749,2020-03-19,1,0,2020-05-28,8,0,20107,0,9602,2635,1650,2288,1058,16.332789212,9703,0.168497312456,0.7892030848330001,12.9
750,2020-03-19,2,0,2020-05-28,5,0,20127,0,5605,1854,1756,1058,474,8.0823455421,5620,0.228193146417,0.697040498442,11.4
751,2020-03-19,1,0,2020-05-28,338,18,19061,18,96571,22155,45996,3440,11755,159.97222714,97311,0.464424822073,0.476864408508,11.3
752,2020-03-19,1,0,2020-05-28,549,41,19139,5,42923,9608,15933,4887,6530,97.529987564,42664,0.434035418631,0.500314366551,11.8
753,2020-03-19,1,0,2020-05-28,9,0,20021,0,20501,5088,4647,4651,2007,33.934863448,19939,0.233603625089,0.717505366086,16.5
754,2020-03-20,1,0,2020-05-29,286,2,37147,71,176484,30269,66702,12827,14358,277.05461555,180742,0.523446284371,0.449644791986,23.2
755,2020-03-20,3,0,2020-05-29,326,40,37135,13,141812,25896,39013,29518,36906,373.46914676,148476,0.740385819867,0.230151572091,12.4
756,2020-03-20,1,0,2020-05-29,57,4,37167,10,60875,14861,16849,8751,4120,158.94886275,62806,0.237954568605,0.739805099997,13.2
757,2020-03-20,1,0,2020-05-29,630,37,37159,20,138940,31195,36067,19524,13361,277.79772419,142088,0.304511874188,0.671993404991,16.3
758,2020-03-20,1,0,2020-05-29,104,10,37139,10,39546,8584,12063,5203,5598,175.52892186,39824,0.498408394247,0.476420655506,18.2
759,2020-03-20,1,0,2020-05-29,3,0,38069,0,4272,1309,1752,417,412,3.9036233971,3975,0.213366336634,0.7094059405940001,11.6
760,2020-03-20,1,0,2020-05-29,8,1,38071,0,11574,2909,5289,750,1097,9.717556673999999,11519,0.288424683787,0.616328095056,12.3
761,2020-03-20,1,0,2020-05-29,330,34,39007,19,98622,25127,27895,11839,4704,138.50558787,97241,0.381597126278,0.571604411063,17.4
762,2020-03-20,1,0,2020-05-29,739,51,39029,20,104584,27542,24601,19643,8194,191.53930458,101883,0.271160601843,0.686816464506,15.1
763,2020-03-20,1,0,2020-05-29,36,3,37031,8,68699,21116,22325,7536,4737,136.8649266,69473,0.265608494271,0.7104201088869999,9.8
764,2020-03-20,1,0,2020-05-29,385,12,37057,29,164118,37797,33122,36648,11900,302.99227737,167609,0.240623220807,0.7341729965420001,15.0
765,2020-03-20,4,0,2020-05-29,157,20,37069,0,63866,14275,9803,16307,4417,141.69366231,69685,0.428432880744,0.5457828907769999,12.7
766,2020-03-20,1,0,2020-05-29,1,0,41023,0,7209,2694,2611,214,97,1.5899583374,7199,0.175497482618,0.7640853512350001,16.4
767,2020-03-20,1,0,2020-05-29,6,0,41061,4,25810,6683,10137,719,744,13.174169677,26835,0.258403529884,0.672121941436,13.9
