,date_0days,cases_0days,deaths_0days,date_60days,cases_60days,deaths_60days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
26,2020-03-02,1,0,2020-05-01,51,1,33009,54,89280,23734,35656,8356,20420
27,2020-03-02,1,0,2020-05-01,86,0,53071,28,59862,13443,22801,2866,6521
28,2020-03-02,2,0,2020-05-01,2880,122,13121,538,1010420,159840,341073,123502,496827
29,2020-03-02,1,0,2020-05-01,150,8,6061,70,374985,92327,99291,60392,56930
30,2020-03-02,1,0,2020-05-01,1197,52,6081,131,763450,161619,218300,160184,162092
31,2020-03-03,1,0,2020-05-02,870,19,37183,175,1023811,157546,403532,88562,113096
32,2020-03-03,1,0,2020-05-02,934,28,6013,163,1123678,231404,283769,212044,88933
33,2020-03-04,1,0,2020-05-03,16185,1210,34003,147,937920,211672,250231,199786,177837
34,2020-03-04,9,0,2020-05-03,29884,1203,36119,179,975321,214443,282569,171896,152533
35,2020-03-04,1,0,2020-05-03,1183,28,48157,128,711421,107897,112952,196726,57252
36,2020-03-04,1,0,2020-05-03,123,6,53007,20,75138,18408,27608,4605,9594
37,2020-03-05,1,0,2020-05-04,36965,2221,36059,461,1363069,318040,377465,276223,193326
38,2020-03-05,1,0,2020-05-04,988,35,32031,331,445551,95558,189113,15056,14255
39,2020-03-05,1,0,2020-05-04,4411,223,32003,535,2112436,405618,896544,15993,21468
40,2020-03-05,4,0,2020-05-04,6967,140,48201,918,4525519,651673,1886183,159527,461890
41,2020-03-05,1,0,2020-05-04,431,9,47187,28,212161,37356,57299,38360,58838
42,2020-03-05,1,0,2020-05-04,15757,997,25017,216,1582857,319971,548665,268960,337744
43,2020-03-05,3,0,2020-05-04,5411,301,24031,150,1039198,209461,318911,213804,179278
44,2020-03-05,1,0,2020-05-04,158,8,12113,16,166778,34353,33660,35923,7801
45,2020-03-05,1,0,2020-05-04,1431,85,8059,94,564029,124374,140839,149058,96322
46,2020-03-05,1,0,2020-05-04,531,23,8035,54,320940,50139,67951,89579,47964
47,2020-03-06,1,0,2020-05-05,645,36,40143,379,637123,120771,274047,23216,85413
48,2020-03-06,1,0,2020-05-05,403,11,37037,4,68364,20511,11803,17017,5570
49,2020-03-06,2,0,2020-05-05,12144,383,36087,39,325027,66379,84101,58448,31002
50,2020-03-06,1,0,2020-05-05,4251,180,34007,199,510996,104370,120977,114556,75864
51,2020-03-06,1,0,2020-05-05,4326,320,42045,100,563384,123831,138021,124591,75980
52,2020-03-06,1,0,2020-05-05,109,5,42127,8,51656,15447,11696,8969,5510
53,2020-03-06,1,0,2020-05-05,368,22,53011,90,457474,92850,129918,67262,21720
54,2020-03-06,1,0,2020-05-05,463,8,45019,221,387847,82073,160740,21435,81036
55,2020-03-06,1,0,2020-05-05,583,37,27123,135,537893,102817,143064,118682,180547
56,2020-03-06,1,0,2020-05-05,1558,54,53053,189,845193,157501,263500,109312,63098
57,2020-03-06,1,0,2020-05-05,28,0,53031,6,30524,13626,9318,1783,1326
58,2020-03-06,1,0,2020-05-05,302,2,49011,22,334977,45623,79324,68831,34746
59,2020-03-06,1,0,2020-05-05,247,10,45055,10,63734,15574,13630,12433,5901
60,2020-03-06,1,0,2020-05-05,85,0,49053,32,155577,40002,53020,3587,2954
61,2020-03-06,1,0,2020-05-05,478,15,4021,22,405537,100086,66064,65672,17022
62,2020-03-06,2,0,2020-05-05,3546,188,8031,227,678467,109403,210947,132233,280068
63,2020-03-06,1,0,2020-05-05,172,19,6113,14,212605,34981,57362,32756,46807
64,2020-03-06,1,0,2020-05-05,298,9,21067,260,315109,55235,130876,23461,53687
65,2020-03-06,1,0,2020-05-05,6469,398,18097,526,939964,160942,349286,79876,205245
66,2020-03-06,1,0,2020-05-05,404,11,15003,148,990060,218287,481909,3507,4773
67,2020-03-06,1,0,2020-05-05,61,0,13233,0,41444,8705,9288,6548,3535
68,2020-03-06,1,1,2020-05-05,1159,49,12071,141,700165,239488,225044,33214,18353
69,2020-03-06,2,0,2020-05-05,5492,215,12011,587,1890416,406732,668801,204778,129438
70,2020-03-06,1,0,2020-05-05,1028,78,8041,95,674826,116223,294394,17796,17830
71,2020-03-06,1,0,2020-05-05,547,7,8037,5,53726,8107,26068,5064,3654
72,2020-03-07,1,0,2020-05-06,39,0,41035,0,66018,18095,23764,1658,911
73,2020-03-07,2,0,2020-05-06,371,3,36091,19,226632,52232,61985,51176,24432
74,2020-03-07,2,0,2020-05-06,49,0,41029,50,212070,60113,81318,4002,4806
75,2020-03-07,1,0,2020-05-06,903,43,33015,43,302479,69798,88226,74176,58826
76,2020-03-07,1,0,2020-05-06,3539,204,29189,468,999539,235062,343934,139112,234558
77,2020-03-07,1,0,2020-05-06,15,0,53037,6,43726,9312,16359,2949,1288
78,2020-03-07,1,0,2020-05-06,4834,201,51059,178,1142004,205097,324518,278265,289947
79,2020-03-07,1,0,2020-05-06,53,1,50003,10,36054,10413,14897,1709,4494
80,2020-03-07,2,0,2020-05-06,4827,471,42091,215,818677,190034,261962,148959,213123
81,2020-03-07,1,0,2020-05-06,138,2,6087,22,273263,57232,99105,29040,18034
82,2020-03-07,1,0,2020-05-06,4672,190,6065,351,2355002,437180,622846,275801,104732
83,2020-03-07,1,0,2020-05-06,55,2,6039,10,154440,28392,30551,13657,13802
84,2020-03-07,1,0,2020-05-06,777,9,6019,164,971616,157757,328935,31408,32321
85,2020-03-07,1,0,2020-05-06,461,37,25003,24,127751,37339,57613,4495,5606
86,2020-03-07,1,0,2020-05-06,521,45,20091,110,578797,110038,207529,89627,110002
87,2020-03-07,1,0,2020-05-06,2222,81,13135,82,889954,122430,235117,165900,119359
88,2020-03-07,1,0,2020-05-06,1998,107,13067,119,739072,120689,206626,154218,133345
89,2020-03-07,1,0,2020-05-06,526,27,12127,148,518660,160876,156522,39807,18643
90,2020-03-07,1,0,2020-05-06,161,5,12091,57,197591,41694,81035,10334,19014
91,2020-03-07,1,0,2020-05-06,294,29,12015,51,173236,81236,39077,16049,9928
93,2020-03-08,1,0,2020-05-07,1416,27,36111,25,180129,45203,55761,27571,12261
94,2020-03-08,1,0,2020-05-07,613,21,41047,68,330453,68700,107484,27187,33410
95,2020-03-08,1,0,2020-05-07,24,0,41019,32,107576,35360,35686,2827,2002
96,2020-03-08,1,0,2020-05-07,35892,1599,36103,281,1497595,326104,548500,172968,85628
97,2020-03-08,1,0,2020-05-07,14133,703,34031,97,510563,98279,104794,120448,79428
98,2020-03-08,1,0,2020-05-07,58,0,27019,25,98799,15454,20578,30997,19578
99,2020-03-08,1,0,2020-05-07,7197,385,25027,169,818249,170081,280406,114917,63512
100,2020-03-08,1,0,2020-05-07,154,2,53035,20,258903,59433,95235,22252,11747
101,2020-03-08,1,0,2020-05-07,3066,64,47157,277,937847,169553,394448,24184,100530
102,2020-03-08,1,0,2020-05-07,3432,35,47037,614,678322,113356,274809,59608,160867
103,2020-03-08,1,0,2020-05-07,325,12,45083,39,297732,63159,97703,27260,33712
104,2020-03-08,1,0,2020-05-07,12679,977,9001,173,947328,197334,353280,99708,114321
105,2020-03-08,1,0,2020-05-07,556,22,24025,19,250132,53295,70291,56384,28274
106,2020-03-08,1,0,2020-05-07,1578,113,21111,366,764378,161771,323606,30982,113202
107,2020-03-08,1,0,2020-05-07,18,0,21097,6,18630,4370,3644,3541,1274
108,2020-03-08,3,0,2020-05-07,543,6,19103,95,144425,21650,66966,10306,19830
109,2020-03-08,1,0,2020-05-07,910,60,18063,39,158170,28822,30601,45437,27824
110,2020-03-08,1,0,2020-05-07,569,17,13057,15,235896,42210,46339,61677,17233
111,2020-03-09,3,0,2020-05-08,2668,143,39035,680,1257401,297844,502361,63282,197691
112,2020-03-09,2,0,2020-05-08,6752,429,34025,152,627551,142622,184953,115632,79987
113,2020-03-09,1,0,2020-05-08,16520,940,34017,105,679756,109974,146202,186657,130370
114,2020-03-09,1,0,2020-05-08,13917,844,34039,80,557320,106249,119361,141927,114860
115,2020-03-09,1,0,2020-05-08,12,0,55093,0,41226,8070,7989,14118,3335
117,2020-03-09,1,0,2020-05-08,1198,63,42089,44,167306,37614,45602,28938,16986
118,2020-03-09,1,0,2020-05-08,889,27,48085,195,914075,135322,249848,188848,139962
119,2020-03-09,1,0,2020-05-08,3148,177,8005,127,626612,111767,149755,157731,148283
120,2020-03-09,1,0,2020-05-08,31,4,6089,81,178919,47900,62873,4740,5957
121,2020-03-09,1,0,2020-05-08,1520,131,4019,296,1007257,245814,404526,13519,12374
122,2020-03-09,1,0,2020-05-08,437,19,8069,55,330976,67199,131908,28664,21060
123,2020-03-09,1,0,2020-05-08,8917,339,24033,89,905161,159437,178243,280538,157790
124,2020-03-09,1,0,2020-05-08,6610,392,22051,215,437038,96599,130310,75933,68478
125,2020-03-09,1,0,2020-05-08,76,2,19155,29,93287,21265,24991,20897,14359
126,2020-03-09,1,0,2020-05-08,128,15,18113,0,47421,9969,12379,9147,7064
127,2020-03-09,2,0,2020-05-08,2445,69,13089,168,736066,121505,150749,186634,153183
128,2020-03-09,1,0,2020-05-08,190,12,13113,37,110306,25277,22248,26597,22858
129,2020-03-09,1,0,2020-05-08,155,12,13115,65,96471,20941,31895,7241,11865
130,2020-03-10,1,0,2020-05-09,863,53,41051,165,788459,143926,301648,84388,183411
131,2020-03-10,1,0,2020-05-09,7692,841,26125,409,1241860,273867,411569,182537,260568
132,2020-03-10,1,0,2020-05-09,17881,891,42101,528,1569657,287348,473736,152389,257222
133,2020-03-10,1,0,2020-05-09,17960,2082,26163,586,1763822,362535,503375,177211,236937
134,2020-03-10,1,0,2020-05-09,518,29,27003,35,344861,63313,70006,108166,49427
135,2020-03-10,2,0,2020-05-09,3531,194,34005,82,449192,98530,121868,98526,81719
136,2020-03-10,2,0,2020-05-09,1127,30,51107,33,374558,46809,88973,94986,66466
137,2020-03-10,1,0,2020-05-09,397,14,53057,18,121725,31915,40913,10286,12078
138,2020-03-10,1,0,2020-05-09,330,33,53073,24,212738,47353,88867,8039,4827
139,2020-03-10,1,0,2020-05-09,175,2,49057,64,244101,38967,75108,33475,26163
140,2020-03-10,1,0,2020-05-09,21,2,46005,6,18163,4501,8162,939,982
141,2020-03-10,1,0,2020-05-09,5,0,46023,0,9319,2183,3510,276,595
142,2020-03-10,2,1,2020-05-09,7,1,46035,8,19753,4889,9061,1083,2388
143,2020-03-10,1,0,2020-05-09,2767,29,46099,54,183660,32585,87284,9996,27019
144,2020-03-10,1,0,2020-05-09,54,1,47163,103,156519,44012,45185,19625,28710
145,2020-03-10,2,0,2020-05-09,5619,143,48113,614,2552213,377154,972140,200152,520617
146,2020-03-10,1,0,2020-05-09,699,16,48339,97,535187,96577,127445,99131,50804
147,2020-03-10,1,0,2020-05-09,3210,101,48439,409,1983675,306980,707436,204110,196723
148,2020-03-10,1,0,2020-05-09,666,19,6111,139,847834,167777,302890,87247,43603
149,2020-03-10,1,0,2020-05-09,173,6,8051,0,16215,2905,8517,337,1083
150,2020-03-10,1,0,2020-05-09,308,5,12001,210,259865,47766,106996,7691,23134
151,2020-03-10,1,0,2020-05-09,605,28,6077,121,724153,123774,196956,74539,45166
152,2020-03-10,3,0,2020-05-09,734,27,12021,73,356774,132129,123480,14503,23366
153,2020-03-10,1,0,2020-05-09,233,33,18011,8,63013,11259,12310,17626,11381
154,2020-03-10,5,0,2020-05-09,6674,468,22071,111,388182,74618,124891,42962,93799
155,2020-03-10,1,0,2020-05-09,11211,625,25009,98,775860,173485,239294,137692,81347
156,2020-03-10,1,0,2020-05-09,8,1,18001,4,35018,7140,10067,4624,4048
157,2020-03-10,1,0,2020-05-09,936,52,17111,33,308043,58774,77236,77129,29243
158,2020-03-10,1,0,2020-05-09,60,1,12089,0,78435,21894,16062,15098,3967
159,2020-03-10,1,0,2020-05-09,2818,88,17089,103,529402,93411,134506,115998,84946
160,2020-03-10,1,0,2020-05-09,293,9,12101,166,498136,142985,99664,85479,26165
161,2020-03-10,2,0,2020-05-09,848,59,12103,279,949842,293786,359649,57420,69317
162,2020-03-10,1,0,2020-05-09,17,0,13049,0,12963,2473,2217,2394,506
163,2020-03-11,1,0,2020-05-10,86,0,41017,36,175321,45371,68435,4390,4425
164,2020-03-11,1,0,2020-05-10,27,1,38101,19,69628,11458,35907,2492,4686
165,2020-03-11,1,0,2020-05-10,500,67,39151,128,374273,94437,130386,41942,34866
166,2020-03-11,1,0,2020-05-10,84,5,41053,0,79666,18539,13400,18564,6781
167,2020-03-11,1,0,2020-05-10,85,1,41059,3,76736,15752,26015,5376,4232
168,2020-03-11,2,0,2020-05-10,3966,341,42017,90,626486,151809,177479,137230,84117
169,2020-03-11,2,0,2020-05-10,102,8,41043,11,121074,29548,32608,15413,11039
170,2020-03-11,1,0,2020-05-10,314,21,28035,48,75835,13870,22139,10322,19347
171,2020-03-11,2,0,2020-05-10,13937,793,34023,185,837288,164627,212671,181765,164948
172,2020-03-11,1,0,2020-05-10,1073,46,35001,138,674855,140933,285122,20496,49381
173,2020-03-11,1,0,2020-05-10,111,1,35049,22,147514,42681,58308,11301,13493
174,2020-03-11,2,0,2020-05-10,48,2,35053,0,17098,4106,4761,794,661
175,2020-03-11,1,0,2020-05-10,1822,143,36055,191,748680,166403,331559,21639,53539
176,2020-03-11,1,0,2020-05-10,179,9,53029,6,80323,24585,23694,11342,2422
177,2020-03-11,2,0,2020-05-10,1368,61,51013,32,229534,32701,46784,95316,143245
178,2020-03-11,1,0,2020-05-10,123,1,53067,72,269885,60028,87085,33437,20262
179,2020-03-11,2,0,2020-05-10,93,3,55039,15,102082,24000,36669,15246,11107
180,2020-03-11,1,0,2020-05-10,400,23,55133,64,396731,95193,130178,75613,102388
181,2020-03-11,1,0,2020-05-10,16,0,56033,11,29964,8337,13011,1066,607
182,2020-03-11,1,0,2020-05-10,368,9,27109,218,151685,29861,72977,5849,21652
183,2020-03-11,1,0,2020-05-10,432,37,50007,46,160985,31691,80046,7097,21236
184,2020-03-11,1,0,2020-05-10,110,4,45057,20,86544,22468,16927,15821,6978
185,2020-03-11,1,0,2020-05-10,4,0,46009,0,6972,1925,1784,980,385
186,2020-03-11,1,0,2020-05-10,118,0,48183,66,123402,24309,45442,9274,30297
187,2020-03-11,2,0,2020-05-10,501,21,6099,88,535684,92698,155348,47052,29055
188,2020-03-11,9,0,2020-05-10,54,2,8097,4,17747,4417,8594,1361,8014
189,2020-03-11,1,0,2020-05-10,2331,95,10003,119,555036,112051,214222,48971,64703
190,2020-03-11,1,0,2020-05-10,14006,487,12086,593,2702602,563748,1094476,90005,160166
191,2020-03-11,1,0,2020-05-10,234,19,5069,34,71373,15529,23023,4595,6925
192,2020-03-11,1,0,2020-05-10,817,30,18141,74,268613,57385,97400,23338,26119
193,2020-03-11,1,0,2020-05-10,1751,133,22017,107,251069,54633,88858,19047,34494
194,2020-03-11,3,0,2020-05-10,822,89,18081,6,149359,29234,30232,40052,19099
195,2020-03-11,1,0,2020-05-10,3878,191,24005,123,828637,186412,203341,201087,147893
196,2020-03-11,1,0,2020-05-10,222,4,12109,47,226578,57092,52288,42441,20308
197,2020-03-11,1,0,2020-05-10,246,10,18067,13,82457,20461,27973,7102,11957
198,2020-03-11,3,0,2020-05-10,363,31,13015,21,102623,18389,25153,18824,11993
199,2020-03-11,1,0,2020-05-10,5245,173,17097,108,704476,131932,238062,105860,121367
200,2020-03-11,1,0,2020-05-10,185,4,13185,48,113941,17921,43083,4215,11896
201,2020-03-11,1,0,2020-05-10,340,22,13177,0,29216,4964,2766,10239,2099
202,2020-03-12,1,0,2020-05-11,408,35,39155,42,203341,55450,56050,30651,22006
203,2020-03-12,2,0,2020-05-11,379,5,37067,259,368362,76042,127617,32577,56582
204,2020-03-12,2,0,2020-05-11,2134,63,37119,173,1034290,156489,427208,64533,196508
205,2020-03-12,1,0,2020-05-11,209,18,37101,24,186308,33619,38086,41190,12826
206,2020-03-12,1,0,2020-05-11,350,17,37025,25,196716,35521,43300,43571,27845
207,2020-03-12,1,0,2020-05-11,54,2,37133,14,192685,22983,80641,8455,10846
208,2020-03-12,1,0,2020-05-11,268,9,41005,54,399962,94656,88787,92970,60620
209,2020-03-12,1,0,2020-05-11,9599,318,36071,76,378174,70347,113930,57378,32193
210,2020-03-12,1,0,2020-05-11,11,0,31025,0,25513,5904,4419,8507,2071
211,2020-03-12,1,0,2020-05-11,55,2,32510,24,54219,14410,17086,6179,12793
212,2020-03-12,1,0,2020-05-11,15602,1426,34013,267,800401,146732,179720,169949,184721
213,2020-03-12,2,0,2020-05-11,1456,112,36001,120,308580,67673,121668,30876,100266
214,2020-03-12,1,0,2020-05-11,65,0,36025,0,45950,14201,13542,5786,5658
215,2020-03-12,1,0,2020-05-11,3378,106,36027,51,295685,66971,93869,46244,24809
216,2020-03-12,1,0,2020-05-11,81,1,36043,0,62943,16310,14842,13484,3897
217,2020-03-12,1,0,2020-05-11,5876,518,34027,91,498847,110520,146538,106385,142549
218,2020-03-12,1,0,2020-05-11,2465,160,42095,64,300941,74273,76455,65203,40841
219,2020-03-12,1,0,2020-05-11,433,21,42103,0,55687,15643,9167,14484,4265
220,2020-03-12,1,0,2020-05-11,171,16,51085,24,103218,23448,20488,31420,23758
221,2020-03-12,3,0,2020-05-11,173,15,51095,26,73028,22611,14372,17165,13759
222,2020-03-12,1,0,2020-05-11,66,2,51147,8,22903,5017,6281,2233,4275
223,2020-03-12,1,0,2020-05-11,2991,53,51153,24,450763,60739,80821,145173,56592
224,2020-03-12,1,0,2020-05-11,1,0,53013,0,3999,1371,1178,363,384
225,2020-03-12,1,0,2020-05-11,13,0,53027,0,71454,19476,21346,4350,2687
226,2020-03-12,2,0,2020-05-11,1966,63,53077,52,248279,44560,93481,5607,4829
228,2020-03-12,1,0,2020-05-11,280,5,47093,254,452286,93686,177598,33860,61760
229,2020-03-12,1,0,2020-05-11,103,8,29077,163,286759,60988,121979,11112,46400
230,2020-03-12,1,0,2020-05-11,3744,398,27053,311,1224763,229263,517269,122188,345901
231,2020-03-12,2,0,2020-05-11,1443,6,27145,41,155300,30193,65828,15609,26104
232,2020-03-12,1,0,2020-05-11,1161,109,9005,21,184454,50170,53208,42734,16681
233,2020-03-12,1,0,2020-05-11,302,21,12019,28,203291,41495,36161,49589,13035
234,2020-03-12,1,0,2020-05-11,1171,29,12031,412,912043,171837,382476,29379,107565
235,2020-03-12,2,0,2020-05-11,3887,238,12099,401,1426772,414928,536190,71229,88700
236,2020-03-12,2,0,2020-05-11,430,57,12115,118,404839,174026,128704,23991,41468
237,2020-03-12,2,0,2020-05-11,2278,81,8001,168,487850,69778,89263,136460,86255
238,2020-03-12,1,0,2020-05-11,195,4,2020,73,298225,43608,151009,6364,15554
239,2020-03-12,5,0,2020-05-11,630,23,5119,209,392848,79133,166834,12814,79769
240,2020-03-12,1,0,2020-05-11,1159,50,6107,51,458809,69266,140091,24669,15952
241,2020-03-12,1,0,2020-05-11,415,11,12117,38,449260,92794,114564,92803,63897
242,2020-03-12,1,0,2020-05-11,11,0,21173,4,27550,5851,6817,3924,4569
243,2020-03-12,1,0,2020-05-11,92,2,23001,54,107317,24289,36783,14713,12278
244,2020-03-12,3,0,2020-05-11,2332,42,26081,150,636376,115828,267052,31918,81383
245,2020-03-12,1,0,2020-05-11,46,1,26117,12,62956,14301,12301,11733,5509
246,2020-03-12,1,0,2020-05-11,358,25,26147,23,159761,38914,43042,24987,7654
247,2020-03-12,2,0,2020-05-11,1192,81,26161,92,361509,65781,134219,38093,75582
248,2020-03-12,1,0,2020-05-11,471,15,27037,12,414655,76445,105464,114245,74856
249,2020-03-12,1,0,2020-05-11,586,17,26065,219,286185,51447,101565,27941,61681
250,2020-03-12,1,1,2020-05-11,1121,65,20209,145,163227,27635,32266,37252,52672
251,2020-03-12,1,0,2020-05-11,6,0,19027,6,20428,5287,9304,1233,2198
252,2020-03-13,1,0,2020-05-12,755,13,37191,16,124496,26321,40677,11808,10128
253,2020-03-13,1,0,2020-05-12,997,43,40109,300,774203,140665,321472,29762,137115
254,2020-03-13,1,0,2020-05-12,581,26,36093,36,155239,34957,38769,33794,27997
255,2020-03-13,3,0,2020-05-12,461,33,42041,45,245801,58099,78643,41058,50332
256,2020-03-13,1,0,2020-05-12,1973,189,42029,93,514652,109411,162631,93289,86027
257,2020-03-13,1,0,2020-05-12,11,0,30093,11,34514,8536,14629,1455,1423
258,2020-03-13,1,0,2020-05-12,16,0,30049,8,66290,16327,31183,1707,4529
259,2020-03-13,1,0,2020-05-12,149,1,30031,8,100733,17127,48284,2984,2640
260,2020-03-13,1,0,2020-05-12,9,1,29083,8,21834,5958,6876,2335,1663
261,2020-03-13,1,0,2020-05-12,190,25,28109,6,55049,13434,9280,10543,2769
262,2020-03-13,1,0,2020-05-12,82,2,30111,41,156332,34804,74353,3367,5408
263,2020-03-13,1,0,2020-05-12,7633,562,34029,106,589699,167321,146138,93760,25626
264,2020-03-13,1,0,2020-05-12,221,2,53025,0,93420,17194,35142,2585,4288
266,2020-03-13,1,0,2020-05-12,193,4,56013,12,40354,9748,16713,1112,612
267,2020-03-13,3,0,2020-05-12,66,2,55117,13,115094,27003,49195,8885,9779
268,2020-03-13,1,0,2020-05-12,763,17,55101,33,195101,42061,57611,32543,20143
269,2020-03-13,2,0,2020-05-12,4069,235,55079,381,956586,173173,350829,86770,120987
270,2020-03-13,1,0,2020-05-12,191,20,28083,9,30113,5674,8249,1030,4450
271,2020-03-13,1,0,2020-05-12,126,4,42125,50,207661,55472,60003,37453,30685
272,2020-03-13,1,0,2020-05-12,26,0,47089,6,52887,13602,9451,12856,6104
273,2020-03-13,1,0,2020-05-12,258,14,47065,215,354589,81748,146669,13499,55615
274,2020-03-13,1,0,2020-05-12,5,1,46087,0,5515,1423,1581,1331,329
275,2020-03-13,1,0,2020-05-12,764,18,47149,78,298456,42641,91430,47668,32550
276,2020-03-13,4,0,2020-05-12,2235,71,48453,294,1176584,160972,528088,61186,169399
277,2020-03-13,3,0,2020-05-12,185,4,48423,194,222277,47438,80787,13185,19439
278,2020-03-13,1,0,2020-05-12,688,29,48167,26,321184,62311,81201,60025,27615
279,2020-03-13,1,0,2020-05-12,1413,33,48141,203,834825,133011,319585,19367,17441
280,2020-03-13,1,0,2020-05-12,223,3,48027,90,336506,47766,129922,15085,27858
281,2020-03-13,1,0,2020-05-12,119,1,27171,3,131130,22152,27961,38650,14634
282,2020-03-13,1,0,2020-05-12,2190,117,8123,26,285729,48279,79153,48058,28398
283,2020-03-13,2,0,2020-05-12,171,2,8117,8,29722,5667,16462,1215,3194
284,2020-03-13,1,0,2020-05-12,59,6,8107,4,24359,4914,13129,519,1504
285,2020-03-13,1,0,2020-05-12,188,12,8101,32,163368,39318,57319,7054,5136
286,2020-03-13,1,0,2020-05-12,15,1,8019,0,9257,2454,2214,2775,1195
287,2020-03-13,1,0,2020-05-12,580,15,12097,66,325168,57062,62029,67039,32547
288,2020-03-13,1,0,2020-05-12,1536,34,12095,388,1290216,206342,518042,76777,225944
289,2020-03-13,1,0,2020-05-12,291,7,1125,84,204424,36426,77767,8491,16341
290,2020-03-13,1,0,2020-05-12,684,18,1101,88,227120,44214,90576,7849,44090
291,2020-03-13,1,0,2020-05-12,58,0,1083,10,91695,18399,16990,20315,8367
292,2020-03-13,2,0,2020-05-12,1153,62,1073,471,659460,138161,254478,34358,101376
293,2020-03-13,1,0,2020-05-12,156,4,1051,5,80989,15929,10469,22551,7578
294,2020-03-13,1,0,2020-05-12,165,1,28029,0,28748,6493,5283,4817,2121
295,2020-03-13,1,0,2020-05-12,58,2,6069,8,58671,10074,11928,13373,5542
296,2020-03-13,1,0,2020-05-12,762,55,24017,10,156021,26064,28979,47490,13926
297,2020-03-13,1,0,2020-05-12,2530,127,24003,53,564600,111090,169171,120875,114919
298,2020-03-13,1,0,2020-05-12,721,31,23005,72,289173,68027,132090,17825,45511
299,2020-03-13,1,0,2020-05-12,533,39,22109,26,113067,21180,39541,8257,18346
300,2020-03-13,2,0,2020-05-12,1477,141,22103,149,249201,55158,69996,38537,18332
301,2020-03-13,1,0,2020-05-12,596,43,22089,8,52728,9258,11030,13355,14808
302,2020-03-13,1,0,2020-05-12,13,1,26029,0,26160,8123,8102,3503,2643
303,2020-03-13,1,0,2020-05-12,6097,710,26099,122,864019,192977,223742,168559,105460
304,2020-03-13,1,0,2020-05-12,9,0,26089,0,21564,8279,5334,4144,2248
305,2020-03-13,1,0,2020-05-12,214,10,26017,32,105350,27300,26753,18544,9223
306,2020-03-13,1,0,2020-05-12,744,21,16001,105,435117,80856,181681,15554,34302
307,2020-03-13,1,0,2020-05-12,614,15,13151,40,217506,34127,35867,54134,24198
308,2020-03-13,2,0,2020-05-12,125,16,13129,8,56424,10941,16241,7114,7179
309,2020-03-13,1,0,2020-05-12,18,0,20015,16,66260,13403,15010,15848,5386
310,2020-03-13,1,0,2020-05-12,17,0,19085,0,14196,3779,3816,3472,780
311,2020-03-14,4,0,2020-05-13,509,15,39017,74,375702,73222,97419,75561,53809
312,2020-03-14,1,0,2020-05-13,4113,148,39049,449,1253507,205767,541451,62278,174828
313,2020-03-14,2,0,2020-05-13,276,7,39013,15,68889,18587,17287,11678,6336
314,2020-03-14,2,0,2020-05-13,228,15,37085,14,128753,21027,18545,31342,8267
