,date_0days,cases_0days,deaths_0days,fips,date_60days,cases_60days,deaths_60days,date_70days,cases_70days,deaths_70days,date_80days,cases_80days,deaths_80days,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age
7992,2020-04-14,1,0,54043,2020-06-12,5.0,0.0,,,,,,,0,21241,5184,2441,4690,696,46.698195797,20409,0.205352032055,0.752289639382,23.3,4736,3803,21078,43.0
7995,2020-04-14,1,0,48011,2020-06-12,2.0,0.0,,,,,,,0,1929,516,366,585,133,2.0756584535,1887,0.0688298918387,0.908554572271,10.7,396,400,1916,46.3
7998,2020-04-14,1,0,48487,2020-06-12,7.0,0.0,,,,,,,0,12972,2900,5293,608,1041,13.151093865,12769,0.19678127286,0.772006827603,15.3,2911,2294,12906,37.8
8001,2020-04-14,1,0,48131,2020-06-12,5.0,0.0,,,,,,,0,11434,2513,2613,1631,1315,6.2208760738999995,11157,0.6691512382779999,0.316422216879,25.5,2962,2025,11355,36.1
8004,2020-04-14,1,0,17025,2020-06-12,2.0,0.0,,,,,,,0,13393,3767,4082,2121,1617,28.154649273,13184,0.161516406499,0.797865562281,14.3,2973,2632,13338,42.7
8007,2020-04-14,1,0,20041,2020-06-12,6.0,0.0,,,,,,,0,19162,4867,5767,3220,1663,21.799919935,18466,0.197552447552,0.737387612388,10.9,4580,3593,19004,41.5
8010,2020-04-14,1,0,21139,2020-06-12,9.0,0.0,,,,,,,0,9288,2565,1169,2535,1476,29.361760703,9194,0.191081430418,0.7690650581649999,13.9,1990,1886,9263,45.7
8013,2020-04-14,1,0,21079,2020-06-12,9.0,0.0,,,,,,,0,17226,4077,1899,5022,570,76.77575191,17666,0.190857743334,0.7755155654800001,16.1,3849,3023,17328,42.7
8016,2020-04-14,1,0,21045,2020-06-12,10.0,0.0,,,,,,,0,15805,4012,2990,2771,920,36.374604485999996,16159,0.11913637775699999,0.851506679093,26.0,3572,3127,15796,42.9
8019,2020-04-15,1,0,39067,2020-06-12,10.0,0.0,,,,,,,0,15397,4297,3188,3431,1997,37.382149104,15040,0.239074180564,0.721822886717,15.3,3222,3118,15307,46.0
8022,2020-04-15,1,0,30073,2020-06-12,2.0,0.0,,,,,,,0,6081,1684,2093,556,303,3.6385085471,5911,0.27377414561700003,0.663447251114,17.8,1524,1194,6044,40.5
8025,2020-04-15,1,0,31123,2020-06-12,12.0,0.0,,,,,,,0,4903,1322,1811,604,302,3.2602041375999997,4642,0.13019390581700002,0.825484764543,14.5,1167,976,4841,42.5
8028,2020-04-15,1,0,29131,2020-06-12,4.0,0.0,,,,,,,0,24947,6151,4988,5635,2306,43.231385743999994,25619,0.15332048361700001,0.813474680217,16.9,5944,4548,25049,40.8
8031,2020-04-15,1,0,29061,2020-06-12,7.0,0.0,,,,,,,0,8300,2185,1631,1703,435,14.696013434000001,8278,0.19788560585499998,0.7489834643529999,14.9,2133,1664,8302,40.5
8034,2020-04-15,1,0,29087,2020-06-12,1.0,0.0,,,,,,,0,4499,1389,1497,728,328,9.516026800599999,4403,0.14735945485500002,0.820272572402,13.3,909,1063,4456,48.4
8037,2020-04-15,2,0,49041,2020-06-12,22.0,0.0,,,,,,,0,20961,4522,7633,683,1132,11.316802821,21620,0.0810062590274,0.7769619643719999,12.0,6362,3332,21118,35.2
8040,2020-04-15,1,0,47127,2020-06-12,5.0,0.0,,,,,,,0,6302,1856,989,1998,838,50.207956065,6488,0.16951469583,0.794600136705,9.1,1267,1351,6322,45.3
8043,2020-04-15,1,0,48035,2020-06-12,7.0,0.0,,,,,,,0,17955,5546,3434,3546,873,19.008512137,18685,0.163780941388,0.8112094395280001,14.9,3900,4428,18122,46.7
8046,2020-04-15,1,0,48161,2020-06-12,15.0,0.0,,,,,,,0,19646,5012,4852,2779,1583,22.463610852,19717,0.192034700315,0.7879863301790001,13.7,4546,3787,19709,40.4
8049,2020-04-15,3,0,17181,2020-06-12,172.0,17.0,,,,,,,0,17267,4624,3983,3258,1358,40.281928891,16653,0.280596664318,0.678881841673,17.4,3572,3419,17127,43.7
8055,2020-04-15,1,0,26001,2020-06-12,21.0,1.0,,,,,,,0,10413,4705,1561,1627,460,15.422689479,10405,0.280304256352,0.679883476291,19.5,1345,3681,10364,58.2
8058,2020-04-15,1,0,27107,2020-06-12,17.0,0.0,,,,,,,0,6589,1823,1898,1126,543,7.304171681900001,6375,0.39108910891099996,0.525680693069,10.9,1535,1393,6559,44.2
8061,2020-04-15,1,0,20183,2020-06-12,2.0,0.0,,,,,,,0,3693,1327,1543,258,189,4.0012762274,3583,0.146474677259,0.811817279047,12.2,727,1002,3663,51.6
8064,2020-04-16,2,0,31093,2020-06-12,44.0,4.0,,,,,,,0,6385,1788,1481,1723,368,11.320165882000001,6445,0.183908045977,0.772143340095,10.2,1542,1349,6405,43.1
8067,2020-04-16,1,0,31125,2020-06-12,4.0,0.0,,,,,,,0,3569,1046,1072,683,262,7.9687880820000005,3519,0.175109443402,0.7861163227019999,11.7,812,714,3554,44.3
8070,2020-04-16,2,0,51057,2020-06-12,52.0,0.0,,,,,,,7,11083,3102,2720,2380,1632,42.604057261,10953,0.4745984310800001,0.496264475159,13.7,2257,2379,11036,46.0
8073,2020-04-16,1,0,46101,2020-06-12,20.0,0.0,,,,,,,0,6496,1527,2032,1305,621,12.661166272,6576,0.355631399317,0.590102389078,9.9,1636,1170,6506,40.4
8076,2020-04-16,3,0,48315,2020-06-12,19.0,1.0,,,,,,,0,10140,3384,1611,2198,593,25.871391119000002,9854,0.274845458868,0.705658582977,21.9,1847,2544,10083,50.1
8079,2020-04-16,1,0,48387,2020-06-12,89.0,8.0,,,,,,,0,12353,3684,2139,2455,585,11.517649526,12023,0.223042549058,0.762385855838,18.2,2463,2903,12275,45.6
8082,2020-04-16,2,0,48393,2020-06-12,2.0,0.0,,,,,,,0,889,255,172,234,65,0.9241846788,854,0.0363636363636,0.952727272727,7.8,277,200,885,38.0
8085,2020-04-16,4,0,48421,2020-06-12,28.0,0.0,,,,,,,0,3067,630,963,488,163,3.2746038482,3022,0.102893890675,0.864951768489,12.1,710,435,3058,40.4
8088,2020-04-16,1,0,48283,2020-06-12,4.0,0.0,,,,,,,0,7418,1516,1864,389,3352,5.0581686572,7520,0.549048316252,0.424597364568,29.6,1621,1034,7409,33.8
8091,2020-04-16,1,0,17003,2020-06-12,16.0,0.0,,,,,,,0,6776,1841,939,1433,841,24.473855356999998,5761,0.44751773049599997,0.530496453901,27.6,1581,1328,6532,42.8
8094,2020-04-16,1,0,2150,2020-06-12,3.0,0.0,,,,,,,0,13773,1915,7338,94,405,1.9648201719999998,12998,0.37715947248000004,0.528870018006,8.2,3574,1248,13649,33.5
8097,2020-04-16,1,0,26013,2020-06-12,1.0,0.0,,,,,,,0,8580,2373,1994,304,795,9.137083771799999,8209,0.33161216293699997,0.619047619048,15.4,1551,1770,8507,45.0
8100,2020-04-16,1,0,27095,2020-06-12,26.0,1.0,,,,,,,4,25635,6127,6080,5425,4193,45.909623326,26277,0.286453506333,0.644114921223,12.4,6240,4567,25728,40.4
8103,2020-04-17,1,0,40061,2020-06-12,6.0,0.0,,,,,,,0,12746,3332,3043,1439,870,21.894379055,12627,0.186311787072,0.7809463455850001,23.3,3069,2498,12704,40.6
8106,2020-04-17,1,0,40091,2020-06-12,15.0,1.0,,,,,,,0,19874,6489,4079,2791,1128,31.693954431999998,19596,0.266649912038,0.691254083941,23.9,4040,4881,19819,47.3
8109,2020-04-17,1,0,40151,2020-06-12,5.0,0.0,,,,,,,0,9132,2000,3871,443,1297,6.8350182087,8793,0.142155525239,0.803547066849,15.2,1835,1493,9127,33.9
8112,2020-04-17,1,0,31023,2020-06-12,51.0,0.0,,,,,,,0,8105,2184,2479,1715,547,13.704882904000002,8016,0.176290240164,0.7838528359729999,9.1,1901,1629,8067,43.9
8115,2020-04-17,1,0,31145,2020-06-12,5.0,0.0,,,,,,,0,10870,2755,5296,313,799,14.956643484,10724,0.12606204307399999,0.832246591583,11.0,2473,2113,10806,41.1
8118,2020-04-17,1,0,48507,2020-06-12,12.0,0.0,,,,,,,0,12152,2252,2931,1324,719,9.1258940976,11840,0.776696165192,0.20412979351,32.0,3583,1665,12131,32.9
8121,2020-04-17,1,0,47143,2020-06-12,222.0,0.0,,,,,,,3,32478,7787,9242,2954,5512,105.16422054,33167,0.17741640782,0.790243011146,18.4,7588,5849,32628,40.2
8124,2020-04-17,1,0,17191,2020-06-12,9.0,1.0,,,,,,,4,16569,4419,5019,2439,1095,22.715501847,16215,0.126937984496,0.843386627907,13.8,3750,3434,16487,43.3
8127,2020-04-17,1,0,17071,2020-06-12,8.0,0.0,,,,,,,0,6927,2225,1002,2304,469,17.545059174000002,6646,0.330747126437,0.61867816092,11.3,1270,1697,6884,49.7
8130,2020-04-17,1,0,27001,2020-06-12,13.0,0.0,,,,,,,4,15841,6467,4188,2107,773,8.7199594104,15886,0.341208492107,0.600544365814,13.7,2655,5060,15834,55.1
8133,2020-04-17,1,0,20017,2020-06-12,4.0,0.0,,,,,,,0,2665,837,669,496,143,3.4253773615,2648,0.23323397913600002,0.718330849478,10.3,617,621,2645,44.4
8136,2020-04-17,1,0,20205,2020-06-12,1.0,0.0,,,,,,,0,8858,2497,2873,1113,1025,14.945079645,8525,0.157955198162,0.788914417002,15.4,2106,1806,8780,43.9
8139,2020-04-17,1,0,20181,2020-06-12,7.0,0.0,,,,,,,0,5999,1592,2507,401,275,5.6028797971,5917,0.134016554986,0.805281828932,13.7,1425,1116,5966,38.8
8142,2020-04-18,1,0,40059,2020-06-12,1.0,0.0,,,,,,,0,3843,963,1356,389,235,3.5509896952999997,3688,0.0882154882155,0.8801346801350001,11.0,1019,674,3847,38.0
8145,2020-04-18,1,0,31065,2020-06-12,9.0,1.0,,,,,,,0,4814,1514,1762,506,473,6.5022866052,4676,0.1313174946,0.8272138228939999,12.6,1063,1144,4786,46.5
8148,2020-04-18,1,0,32021,2020-06-12,4.0,0.0,,,,,,,0,4471,1341,1676,143,250,1.2004236420999999,4505,0.318978467702,0.590385578368,21.1,769,1099,4448,50.1
8151,2020-04-18,1,0,29127,2020-06-12,7.0,0.0,,,,,,,8,28703,6636,9705,2967,5380,65.297661358,28530,0.231979538056,0.729964346613,13.5,6884,4919,28672,39.1
8154,2020-04-18,1,0,29111,2020-06-12,7.0,1.0,,,,,,,0,10078,2396,2645,2079,613,19.356807308,9776,0.20956873315400001,0.750898472597,15.4,2302,1827,10027,40.3
8157,2020-04-18,1,0,35019,2020-06-12,20.0,0.0,,,,,,,0,4426,1149,1185,96,95,1.4192488889,4300,0.5317855168600001,0.32669983416299997,24.3,774,990,4382,42.6
8160,2020-04-18,3,0,49039,2020-06-12,21.0,0.0,,,,,,,0,28892,5043,7788,2100,593,19.459338557,30939,0.10492943342199999,0.6582123133569999,14.8,7775,3900,29366,31.9
8163,2020-04-18,1,0,48501,2020-06-12,8.0,0.0,,,,,,,0,8481,1306,2795,716,1155,10.89513022,8713,0.185297955633,0.7816441931270001,12.1,2827,971,8571,31.2
8166,2020-04-18,3,0,47033,2020-06-12,18.0,3.0,,,,,,,0,14554,3458,2552,3095,1669,53.59129453,14230,0.241737838841,0.738395841069,19.4,3491,2645,14499,40.4
8169,2020-04-18,1,0,48065,2020-06-12,6.0,0.0,,,,,,,0,6033,1413,1125,1690,1037,6.439660462000001,5926,0.0845500848896,0.8886247877760001,8.9,1541,1057,6032,40.3
8172,2020-04-18,1,0,17065,2020-06-12,2.0,0.0,,,,,,,0,8259,2379,1689,1850,611,18.67260633,8116,0.19309678976599998,0.773594014,12.3,1824,1725,8221,44.1
8175,2020-04-18,2,0,26019,2020-06-12,5.0,0.0,,,,,,,0,17462,5771,3750,3677,1130,55.57116529100001,17766,0.40191762058499997,0.541923490852,10.3,3268,4378,17552,49.6
8178,2020-04-18,1,0,27069,2020-06-12,1.0,0.0,,,,,,,0,4384,1407,1594,544,359,3.911489357,4298,0.348286077021,0.570884468895,10.0,943,1016,4337,47.3
8181,2020-04-19,1,0,38063,2020-06-12,1.0,0.0,,,,,,,0,2971,1067,1082,421,202,2.9323241254,2879,0.316410861865,0.6050767414399999,10.8,534,806,2920,52.9
8184,2020-04-19,1,0,48369,2020-06-12,111.0,0.0,,,,,,,0,9871,1826,3656,880,1894,10.90461678,9605,0.30092264017,0.678140525195,13.5,2878,1276,9852,33.9
8187,2020-04-19,1,0,48075,2020-06-12,6.0,0.0,,,,,,,0,7064,1464,2316,201,443,10.489428085,7306,0.121401151631,0.864683301344,21.2,1348,955,7226,30.9
8190,2020-04-19,1,0,48225,2020-06-12,154.0,0.0,,,,,,,0,22849,6319,5579,1991,1662,18.657980077,22968,0.23825584196600005,0.7474102625869999,26.1,4481,4834,22955,44.0
8193,2020-04-19,1,0,23021,2020-06-12,1.0,0.0,,,,,,,0,16960,5761,4848,1548,1425,4.2375349874,16785,0.338801399825,0.590879265092,17.5,2915,4255,16887,51.0
8196,2020-04-19,1,0,29007,2020-06-12,122.0,1.0,,,,,,,0,25763,6046,7864,2684,2476,36.674883278,25388,0.255600916061,0.695111022603,16.7,5985,4398,25735,39.7
8199,2020-04-19,1,0,27089,2020-06-12,12.0,0.0,,,,,,,0,9397,2567,2385,2227,649,5.2595400973,9336,0.255527743012,0.669169795578,8.2,2141,1933,9392,43.8
8202,2020-04-19,1,0,27097,2020-06-12,54.0,1.0,,,,,,,6,32880,8184,9979,6236,3377,29.673957249,33386,0.207425573172,0.737139272271,10.1,7740,6081,32949,42.1
8205,2020-04-19,1,0,20179,2020-06-12,2.0,0.0,,,,,,,0,2497,725,1021,246,198,2.8137505904,2521,0.0925110132159,0.870778267254,11.9,612,568,2506,44.3
8208,2020-04-19,1,0,21051,2020-06-12,12.0,2.0,,,,,,,6,20866,4137,3144,2152,803,42.406022304000004,19901,0.111209701272,0.8667553978110001,38.2,4397,2941,20621,39.7
8211,2020-04-19,1,0,21075,2020-06-12,12.0,0.0,,,,,,,0,6259,1667,1272,970,1321,28.985406861999998,5969,0.32507349853,0.6505669886600001,30.2,1358,1232,6210,43.1
8214,2020-04-20,1,0,31051,2020-06-12,38.0,1.0,,,,,,,0,5765,1552,1278,1592,501,11.837592757000001,5636,0.202623906706,0.7438046647229999,9.7,1449,1127,5746,42.0
8217,2020-04-20,1,0,48205,2020-06-12,12.0,2.0,,,,,,,0,5821,1074,1214,1031,1125,3.814081359,5576,0.08843187660669999,0.887917737789,9.5,1250,827,5767,39.1
8220,2020-04-20,1,0,17193,2020-06-12,2.0,0.0,,,,,,,0,14186,3906,3788,2117,1682,27.348431398000002,13537,0.193716559199,0.7736314995199999,12.3,3092,3020,14025,44.1
8223,2020-04-20,2,0,17017,2020-06-12,77.0,0.0,,,,,,,0,12880,2896,3777,2334,1951,32.327006058,12147,0.319944598338,0.636327661258,12.0,3054,2119,12665,39.7
8226,2020-04-20,1,0,27023,2020-06-12,55.0,1.0,,,,,,,0,12040,3359,4398,1916,1631,20.303369877999998,11800,0.319961177612,0.608864445163,8.8,2789,2463,12010,41.6
8229,2020-04-20,1,0,20081,2020-06-12,22.0,0.0,,,,,,,0,4081,804,1622,431,458,6.870745135499999,3968,0.175384615385,0.7776923076919999,10.5,1182,568,4047,36.6
8232,2020-04-21,1,0,40025,2020-06-12,1.0,0.0,,,,,,,0,2221,693,894,221,107,1.1646992495,2137,0.0649953574745,0.893221912721,16.4,538,535,2189,43.0
8235,2020-04-21,1,0,32015,2020-06-12,23.0,0.0,,,,,,,0,5887,1155,2122,464,637,1.0023106655,5532,0.167012018235,0.757563199337,11.1,1678,822,5746,37.2
8241,2020-04-21,1,0,51141,2020-06-12,31.0,0.0,,,,,,,0,17958,5697,3805,3047,1257,36.45892739,17608,0.208269525268,0.760278006832,15.5,3159,4538,17859,49.6
8244,2020-04-21,1,0,17069,2020-06-12,1.0,0.0,,,,,,,0,4161,1198,868,584,243,21.540244685999998,3821,0.19643694327199998,0.773558368495,20.0,707,852,4009,46.2
8247,2020-04-21,1,0,27113,2020-06-12,50.0,0.0,,,,,,,0,14197,3528,6909,600,3149,22.898980351,14119,0.321690900914,0.599610253335,9.2,3317,2479,14184,39.8
8250,2020-04-21,1,0,19091,2020-06-12,30.0,1.0,,,,,,,0,9586,2548,3073,1559,1046,22.004248277,9558,0.24855950725200002,0.708126365985,9.7,2222,1960,9566,43.0
8253,2020-04-21,1,0,19035,2020-06-12,56.0,0.0,,,,,,,0,11577,3637,4437,1472,972,19.474556508,11235,0.270934367928,0.677012609117,9.4,2453,2651,11468,46.8
8256,2020-04-21,1,0,21105,2020-06-12,5.0,0.0,,,,,,,0,4625,1387,868,871,766,18.078669234,4380,0.20815948076,0.7681965693089999,17.7,896,1091,4568,46.6
8259,2020-04-22,1,0,38103,2020-06-12,8.0,0.0,,,,,,,0,4089,1423,1794,247,419,3.0176315294,3834,0.178146258503,0.762329931973,11.4,836,1090,4055,52.1
8262,2020-04-22,1,0,31059,2020-06-12,9.0,1.0,,,,,,,0,5603,1687,2161,736,641,9.4930130495,5462,0.21187912469599998,0.7294199374779999,8.9,1119,1298,5574,47.7
8265,2020-04-22,1,0,29133,2020-06-12,70.0,0.0,,,,,,,0,13916,3068,3158,1727,1200,32.022690754,13180,0.282284607938,0.696999031946,26.8,3011,2345,13748,40.4
8268,2020-04-22,1,0,51091,2020-06-12,2.0,0.0,,,,,,,0,2213,1144,712,228,186,5.2750379552,2190,0.266714593817,0.688713156003,12.7,290,814,2214,59.3
8271,2020-04-22,1,0,48047,2020-06-12,1.0,0.0,,,,,,,0,7251,1388,1716,641,998,7.5189120099,7093,0.746147919877,0.236132511556,31.0,1845,1113,7180,32.7
8274,2020-04-22,1,0,48483,2020-06-12,15.0,0.0,,,,,,,0,5599,1286,2229,436,1457,5.528505371900001,5056,0.0841283607979,0.905030355594,14.0,1424,1015,5482,39.0
8277,2020-04-22,1,0,29033,2020-06-12,9.0,0.0,,,,,,,0,8909,2477,2563,1399,385,12.494570615999999,8679,0.17083237789500005,0.7979821141940001,12.3,2006,1839,8843,43.1
8280,2020-04-22,1,0,20047,2020-06-12,5.0,0.0,,,,,,,0,2946,782,971,461,183,4.4991555354,2798,0.159021406728,0.7897553516820001,11.3,686,584,2925,44.7
8283,2020-04-23,1,0,31077,,,,,,,,,,0,2436,760,671,435,201,4.1347027685,2356,0.18025751073,0.7819742489270001,12.8,572,603,2410,45.7
8286,2020-04-23,1,0,31163,,,,,,,,,,0,3048,1003,817,739,265,5.3037264658,3001,0.21764327108800002,0.73599484868,14.0,623,795,3042,49.9
8289,2020-04-23,1,0,35021,,,,,,,,,,0,546,259,161,42,81,0.2940514703,625,0.296015180266,0.590132827324,16.7,70,176,459,60.1
8292,2020-04-23,1,0,48079,,,,,,,,,,0,2932,583,742,421,261,3.6808994862,2853,0.210876803552,0.7536071032189999,21.9,821,440,2904,34.5
8295,2020-04-23,1,0,48247,,,,,,,,,,0,5262,1372,1290,484,430,4.5767673443,5200,0.771590372817,0.202925908447,25.2,1659,932,5282,34.7
8298,2020-04-23,1,0,5049,,,,,,,,,,0,12092,4099,2331,2081,636,20.183176572,12477,0.224915682968,0.7314502529510001,20.6,2487,3071,12139,48.1
8301,2020-04-23,1,0,20069,,,,,,,,,,0,6004,1227,2209,951,610,6.8917304517,5988,0.127797115863,0.820984584784,7.5,1741,890,6037,36.2
8304,2020-04-23,1,0,20097,,,,,,,,,,0,2524,729,1089,202,355,3.4249439775,2475,0.108504398827,0.8357771261,12.1,571,528,2526,40.3
8307,2020-04-23,1,0,20025,,,,,,,,,,0,2089,587,690,331,134,2.0458881424,1994,0.12004069175999996,0.827060020346,13.1,506,440,2053,44.3
8310,2020-04-23,1,0,20159,,,,,,,,,,0,9868,2499,3561,1274,779,13.132139639000002,9537,0.18727221754999998,0.743481917578,13.8,2237,1768,9762,39.1
8313,2020-04-23,1,0,21039,,,,,,,,,,0,4890,1333,774,1305,356,25.126690865,4760,0.166217776068,0.8056944978839999,17.2,1054,992,4841,42.9
8316,2020-04-24,1,0,30107,,,,,,,,,,0,2108,537,761,130,71,1.4945719366999999,2126,0.19206008583700002,0.748927038627,19.0,522,440,2149,40.4
8319,2020-04-24,1,0,55123,,,,,,,,,,0,30378,7781,7899,5336,2462,38.938207058,30822,0.447474106954,0.49277813006399995,13.6,7971,5681,30516,41.9
8322,2020-04-24,1,0,46117,,,,,,,,,,0,2994,852,550,1066,714,2.1447881755,3098,0.20995532865299998,0.732610082961,7.8,758,549,2997,41.2
8325,2020-04-24,1,0,48353,,,,,,,,,,5,14990,3544,5460,819,1515,16.133821887,14714,0.216905564924,0.7485244519390001,18.2,3892,2653,14966,38.5
8328,2020-04-24,1,0,48357,,,,,,,,,,0,10484,1503,4468,483,1533,10.718279654,9836,0.0919154646092,0.8815833612880001,10.5,3271,1038,10348,31.6
8331,2020-04-24,1,0,20119,,,,,,,,,,0,4295,1016,1673,404,280,4.1233733037,4033,0.12298507462700001,0.829850746269,9.4,1099,753,4261,37.3
8334,2020-04-24,1,0,20067,,,,,,,,,,0,7716,1303,2954,571,492,12.438934873,7150,0.184768498486,0.759411510169,10.9,2415,906,7616,32.6
8337,2020-04-25,1,0,38067,,,,,,,,,,0,7050,2133,3079,527,1021,6.0794980653,6801,0.22017458777899998,0.7125767862919999,10.3,1458,1537,7016,47.9
8340,2020-04-25,1,0,31173,,,,,,,,,,0,7055,1213,1773,658,1106,18.354415058,7224,0.448989650074,0.49926071956600004,23.9,2555,861,7140,27.8
8343,2020-04-25,1,0,37115,,,,,,,,,,0,21347,6084,4293,4398,1552,48.38583040100001,21755,0.35555352909000004,0.614171074229,17.0,3882,4486,21405,44.0
8346,2020-04-25,1,0,35059,,,,,,,,,,0,4216,1032,1499,182,316,1.0611590963,4059,0.188388625592,0.719194312796,20.4,790,810,4175,40.6
8349,2020-04-25,1,0,54021,,,,,,,,,,0,8305,1817,1860,856,930,23.110606565999998,7823,0.212420886076,0.747231012658,24.8,1224,1331,8205,39.7
8352,2020-04-25,1,0,46089,,,,,,,,,,0,2366,820,789,215,173,2.0930046666,2379,0.168865435356,0.784520668426,17.1,474,692,2364,50.0
8355,2020-04-25,1,0,16059,,,,,,,,,,0,7755,2895,2937,188,91,1.7588825118,8027,0.180186823992,0.740167158309,14.7,1438,2240,7798,52.3
8358,2020-04-26,1,0,38073,,,,,,,,,,0,5411,1514,2098,729,685,6.0500494685,5218,0.360811394044,0.521795425119,8.7,1159,1132,5361,46.4
8361,2020-04-26,1,0,31095,,,,,,,,,,0,7276,2404,2922,768,909,12.357694844000001,7046,0.242274052478,0.695918367347,11.8,1595,1665,7188,45.7
8364,2020-04-26,1,0,54013,,,,,,,,,,0,7450,2279,1290,1129,484,25.457517195999998,7109,0.17511520737300001,0.7768817204299999,22.8,1478,1681,7396,47.6
8367,2020-04-26,1,0,46059,,,,,,,,,,0,3303,1048,1509,240,146,2.2211399913,3191,0.183718371837,0.7651265126510001,9.8,713,793,3301,47.3
8373,2020-04-27,1,0,40127,,,,,,,,,,0,11132,3171,2451,1439,672,7.9510610877999985,11096,0.16685255409299998,0.7987954494760001,19.7,2475,2502,11119,44.6
8376,2020-04-27,2,0,31027,,,,,,,,,,0,8561,2423,2968,1493,682,11.350329765,8402,0.13119266055,0.810321100917,8.7,2152,1795,8523,43.6
8379,2020-04-27,1,0,31175,,,,,,,,,,0,4252,1353,1856,355,484,7.3189816923,4158,0.155156537753,0.814917127072,12.4,953,1031,4224,45.5
8382,2020-04-27,1,0,37029,,,,,,,,,,0,10336,2164,773,3752,547,45.217221115,10867,0.256327191739,0.714112168455,8.3,2491,1782,10447,40.7
8385,2020-04-27,1,0,54075,,,,,,,,,,0,8574,2770,3082,561,406,8.7711776211,8247,0.255319148936,0.683614258082,17.5,1480,2047,8531,48.7
8388,2020-04-27,1,0,46043,,,,,,,,,,0,2940,884,1143,365,300,6.7646941259,2921,0.133333333333,0.833644859813,12.1,678,692,2930,47.3
8391,2020-04-27,1,0,48101,,,,,,,,,,0,1498,465,480,124,88,1.5523613288999998,1398,0.144082332762,0.8336192109780001,21.2,547,350,1623,37.9
8394,2020-04-27,1,0,19151,,,,,,,,,,0,6972,2100,2450,994,874,11.466615017,6619,0.251109370921,0.702688593057,11.1,1496,1558,6898,47.9
8397,2020-04-28,3,0,39163,,,,,,,,,,0,13142,2934,1769,3142,696,31.732290399,13085,0.246986834786,0.7044316706839999,19.0,2942,2153,13111,42.2
8400,2020-04-28,1,0,41025,,,,,,,,,,2,7195,2275,2734,85,153,0.7294928415,7393,0.177142857143,0.754285714286,15.1,1499,1695,7228,46.1
8403,2020-04-28,1,0,37075,,,,,,,,,,0,8607,2550,2089,836,137,28.910878119,8441,0.18588177821199997,0.7962872496340001,18.9,1755,1990,8557,46.0
8406,2020-04-28,1,0,51077,,,,,,,,,,0,15708,4703,2501,3674,1796,35.198087218000005,15550,0.19385505648899998,0.770597960871,18.4,2716,3680,15811,47.7
8409,2020-04-28,1,0,46017,,,,,,,,,,0,2048,240,453,192,193,4.1620245314,1962,0.604081632653,0.348979591837,45.7,769,172,2053,25.8
8412,2020-04-28,1,0,48295,,,,,,,,,,0,3495,732,949,686,488,3.468088415,3233,0.102118003026,0.876701966717,12.0,929,530,3469,34.9
8415,2020-04-28,1,0,48399,,,,,,,,,,0,10266,2816,2913,1260,765,9.7652845149,10264,0.12005312085000001,0.8608233731739999,16.9,2485,2127,10310,40.8
8418,2020-04-28,1,0,5097,,,,,,,,,,0,9059,3095,1960,1575,241,11.521687699000001,8986,0.213352685051,0.7468795355589999,18.8,1696,2393,8993,50.0
8421,2020-04-28,1,0,6043,,,,,,,,,,0,17658,6311,5096,1951,863,11.873656028,17203,0.351695392588,0.584093725358,14.9,2865,4690,17540,51.4
8424,2020-04-28,1,0,27159,,,,,,,,,,2,13626,3789,3727,2087,2727,25.512945268000003,13682,0.244270380041,0.701624601102,14.4,3407,2865,13646,41.5
8427,2020-04-28,1,0,20131,,,,,,,,,,0,10095,2619,3969,1214,1662,14.260679610999999,10231,0.142089552239,0.809154228856,9.1,2662,1983,10104,39.9
8430,2020-04-28,1,0,21187,,,,,,,,,,0,10686,2733,1882,2314,667,31.047434231,10901,0.21252751651000001,0.7494496698019999,15.8,2622,1873,10741,41.2
8433,2020-04-28,1,0,21169,,,,,,,,,,0,9990,2518,2035,1923,829,34.77065823,10071,0.21143847487,0.756282495667,23.3,2327,1792,10004,43.4
8436,2020-04-29,3,0,37173,,,,,,,,,,0,14208,3584,3683,1638,2506,27.042314753000003,14271,0.36542962219999997,0.594617184888,15.2,3196,2731,14254,41.4
8439,2020-04-29,1,0,31063,,,,,,,,,,0,2624,840,898,363,257,2.6953783193,2627,0.12290076335899999,0.8442748091600001,14.2,518,649,2609,45.5
8442,2020-04-29,1,0,37095,,,,,,,,,,0,5507,1276,1723,393,426,8.0624447293,4937,0.420589529256,0.560932688077,22.2,1165,887,5393,40.0
8445,2020-04-29,1,0,35051,,,,,,,,,,0,11254,4961,3768,125,401,2.5808402227,10791,0.311951647495,0.584519399493,25.7,1796,3918,11135,56.0
8448,2020-04-29,1,0,46037,,,,,,,,,,0,5524,1761,2109,511,309,5.2737273882,5424,0.354568620313,0.592282489989,15.3,1195,1394,5506,48.0
8451,2020-04-29,1,0,20023,,,,,,,,,,0,2677,911,1073,205,104,2.6051838393,2657,0.13342796309399999,0.8317955997159999,12.4,573,701,2677,45.7
8454,2020-04-29,1,0,19051,,,,,,,,,,0,8834,2110,2350,1457,666,17.92156117,9000,0.252980819077,0.7052877138410001,12.7,2601,1554,8885,37.0
