,cases_70days,icu_beds,commuting_in,density,percent_democrat,percent_in_poverty,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019
314,4996,449,174828,2473.1942743,0.605650509905,15.5,146002,34.0,39.3,60383,1316756
315,626,75,22574,630.77076244,0.475346495529,14.2,53050,41.8,24.0,59265,309833
316,258,14,8267,228.52258588,0.3659659659660001,14.4,15414,34.2,20.7,51225,135976
317,142,72,10939,144.5555646,0.378122904545,14.9,18543,36.6,25.7,50748,102139
318,1183,170,89045,1310.6276681,0.519818994387,12.0,92166,40.9,32.1,58890,541013
319,1739,580,147103,1665.5479101,0.564415794817,11.7,221970,40.8,40.7,59881,1216045
320,301,38,7007,162.11111658,0.296722211136,12.3,17458,41.0,15.8,51030,91987
321,147,16,15795,215.27841332,0.6770074443,16.8,13561,30.9,52.7,57383,102180
322,21,6,1740,30.561168181,0.188700999231,15.3,3698,34.2,20.9,47747,24530
323,118,0,5651,92.94647109999998,0.333333333333,10.2,9435,44.0,25.5,60309,48203
324,39,32,5946,46.124019178999994,0.536746346318,12.7,16877,35.6,42.5,56207,119600
325,6295,92,109028,1637.0943852,0.66312653893,10.9,53598,38.7,42.0,79979,367430
326,468,47,16590,269.88239734,0.45342982603,17.3,35621,39.8,28.3,50928,190488
327,529,0,11057,39.553538726,0.452250111392,12.6,23111,39.9,30.0,57036,146748
328,373,12,13190,339.26237221,0.389865180484,7.5,17384,38.1,31.5,86695,136215
329,1152,106,45476,832.9516176,0.462056729497,7.6,47282,38.8,39.9,80734,352802
330,49,0,8483,56.789630978999995,0.630353549871,9.6,12184,47.7,36.3,57438,55062
331,160,26,33699,395.46405314,0.431402226051,10.4,26174,38.2,27.3,57785,171907
332,38,14,8841,85.015103457,0.6489146367,10.8,10802,43.7,41.5,61808,58409
333,24,0,1692,11.981493479000001,0.383507455117,12.7,4847,46.6,28.9,56503,22425
334,17,10,1695,82.97139308199999,0.17978246961,21.6,8030,43.8,11.9,39443,39842
335,537,55,39137,427.40105136,0.288461696312,12.5,42994,39.0,30.1,60627,298750
336,314,24,10312,333.45829391,0.406444963584,10.9,46932,44.8,40.3,65843,192122
337,403,4,9663,22.530456613000002,0.509164059008,6.2,4487,39.0,55.3,105374,42145
338,266,42,21255,339.50235229,0.463019406073,13.2,21285,31.6,37.4,68180,230191
339,825,16,26084,274.53392410000004,0.358075081466,10.1,39980,35.6,29.7,74225,374264
340,10756,186,83092,1413.9582297,0.541623105592,11.6,142411,40.1,34.9,67720,854757
341,9463,216,138032,1213.2864925,0.585615915074,11.2,147260,40.4,37.8,73037,891720
342,50,44,2167,46.324405694,0.279902772584,14.4,26902,39.1,27.4,51132,154210
343,311,19,10634,336.80589489,0.270276441328,10.2,18483,38.5,29.8,70974,148509
344,21,0,835,8.4028631682,0.276488818159,20.2,5012,33.3,15.3,50157,38837
345,271,51,7737,140.41440206,0.195653098098,9.8,40665,42.8,31.3,57588,223234
346,898,72,61905,449.0721707,0.7056610179080001,9.7,42068,36.2,60.8,83591,326196
347,253,46,11228,85.775180087,0.50572747341,12.7,52758,39.1,34.6,70626,283111
348,6362,96,54847,1021.8915565,0.51863306078,10.8,91150,41.0,28.0,66005,565217
349,1257,34,11081,540.28526702,0.539938341863,8.0,62229,52.9,42.8,69001,212990
350,757,10,17348,376.30966539,0.28645483570700003,6.0,26728,42.4,35.6,95956,168447
351,838,0,7894,199.87405514,0.610318225651,18.2,5744,36.6,16.3,50830,42837
352,766,21,13006,91.36811049200001,0.202262030545,16.6,14344,37.5,16.6,52651,97614
353,5,0,1631,14.800834367,0.279915377496,10.5,2980,44.3,14.4,59787,14548
354,455,0,12516,273.96005418,0.362464744066,10.0,25283,42.4,19.1,62522,150500
355,36,4,3300,110.73296762,0.309908000578,12.2,6609,39.5,17.2,55602,46233
356,18,0,3807,72.875882999,0.261385321574,7.1,6561,40.0,31.6,72247,38459
357,983,42,29689,394.83773394,0.504861536397,14.8,38873,38.3,27.3,58222,259686
358,334,99,19761,224.20718355,0.42220540675,13.1,32977,40.0,34.2,62242,194672
359,6744,257,288465,2815.8528427,0.538831130776,6.6,134729,39.1,48.8,93540,922921
360,10,0,729,31.120672585999998,0.186468347542,11.7,2042,42.6,15.8,60572,10766
361,11,0,362,27.036844278,0.434353604511,7.6,1126,36.6,41.5,68749,12142
362,510,0,1481,8.7275555573,0.598340016786,7.0,3804,43.2,38.2,76113,23021
363,20,9,393,116.62341805,0.624871843554,8.5,13438,42.4,29.5,73981,72293
364,380,0,18137,151.18027749,0.253683407604,14.4,16866,35.1,25.6,56754,127039
365,9,4,2772,68.294236446,0.31748379024,16.5,3675,42.1,18.9,48614,19788
366,32,5,2871,44.67516335,0.265434415463,9.3,4100,39.1,19.5,58033,25544
367,821,0,15109,158.84728471,0.416354307893,5.2,9664,35.3,49.4,87267,93453
368,22,7,3613,76.87310110199999,0.196982397318,8.5,4947,39.8,18.1,60010,28296
369,377,34,9913,183.67620597,0.439947548562,15.7,18574,40.4,17.9,52095,109888
370,12,10,6198,179.80064953,0.485001216587,21.2,8200,31.2,41.6,48489,56177
371,275,14,12163,222.55826689,0.519431809113,21.1,13809,40.6,19.6,44015,81801
372,2071,251,52725,1261.1260995,0.5601041297129999,18.7,66474,37.9,26.3,47865,428348
373,63,11,8041,149.60215985,0.413046369359,12.2,16913,38.1,26.5,61776,107100
374,45,11,6689,119.40993544,0.316587985153,22.8,9633,27.1,36.9,47748,81784
375,51,6,3346,47.344747471999995,0.222328073831,20.4,8383,38.6,19.1,45700,43538
376,481,77,21796,527.13525714,0.354810383623,11.9,34733,33.9,32.5,62343,284014
377,258,12,21577,426.48703678,0.35342435094,6.5,29672,41.9,33.3,76475,179746
378,1187,10,12857,426.87222133,0.392952518897,6.0,16053,44.1,39.9,100887,98320
379,2004,62,53999,475.76907022,0.472832847471,7.4,60825,40.5,37.3,78714,417025
380,855,218,50510,266.53483115,0.709251005069,19.4,31686,34.4,29.1,44776,231840
381,77,8,7552,122.10117072,0.34183966051200004,15.8,8965,41.4,17.5,43799,49221
382,215,0,4511,72.915339799,0.337590757327,13.0,9996,45.8,22.1,54514,47188
383,5397,262,56203,881.05768715,0.501150690936,13.7,158532,40.4,33.7,56375,918702
384,3613,143,64024,1069.5744582,0.503734537447,12.0,58706,39.2,29.4,62139,369318
385,1651,122,19909,317.47180642,0.140497993621,9.4,43689,24.6,40.1,75296,636235
386,2,0,810,4.7342721583,0.217498243148,12.5,2628,48.4,23.6,53326,10939
387,35,6,5016,33.58896436,0.28949789958,12.5,15686,43.1,16.8,57019,80707
388,359,100,11459,312.51662259,0.29502100351,14.3,71237,45.2,23.6,49082,354081
389,1200,137,65400,666.82074767,0.346633770064,11.1,74825,38.1,34.2,61162,523542
390,219,40,15127,283.75304725,0.262030487197,14.6,34228,40.7,21.4,51740,202558
391,2620,71,24644,356.66195853,0.387656237051,14.3,61573,43.0,23.2,53469,317417
392,1205,81,67002,1008.6743153,0.375059242312,7.3,76665,35.2,44.5,88384,887207
393,453,31,42946,682.70748369,0.469648495201,4.2,34983,39.3,43.2,95840,262440
394,118,40,4184,257.18197519,0.286028395527,15.2,51358,56.2,17.6,41556,149657
395,26,0,1870,49.911990836,0.167167959474,15.4,3827,37.6,13.4,52804,29210
396,120,5,4731,20.377448183,0.4255925250680001,8.4,7034,36.3,30.0,74421,60061
397,23,0,1985,43.962272694,0.296273097401,9.2,3187,40.2,20.5,58335,18612
398,1723,50,17900,267.63323588,0.68456890199,29.5,13321,35.1,21.4,38806,87956
399,1071,34,56469,2062.8050676,0.8506432381550001,17.6,24343,32.4,19.5,46059,292256
400,219,104,29428,1076.3988884000003,0.667420456344,27.0,12807,27.7,42.7,42112,128331
401,83,16,6560,169.21150169,0.254892151392,9.7,20250,39.2,26.1,63677,122437
402,132,41,6279,146.66939609,0.3045095074,20.4,22442,44.9,20.2,43610,99386
403,420,32,30792,277.19182547,0.231100314491,8.0,30125,38.9,42.1,75663,217702
404,471,28,11087,270.83432209,0.363928001665,19.0,17739,31.4,34.1,48937,164542
405,1544,82,27133,163.24346466,0.6096551052220001,12.6,64775,33.7,33.8,75646,446499
406,4146,410,174677,108.63552451,0.521920294998,14.9,233343,33.1,20.3,63310,2180085
407,1590,16,92815,1297.8389407,0.640760650542,5.2,40889,38.7,61.4,116719,325690
409,18,4,2490,75.973982205,0.477836879433,11.1,9005,50.7,32.7,56211,34634
410,521,8,5298,125.14573935,0.313595242614,20.1,4869,33.7,12.3,43983,47244
411,5568,119,36149,755.86978552,0.55095894516,16.7,75229,38.9,27.2,52682,466372
412,7424,47,55732,791.40182088,0.506601859423,6.2,87718,42.6,36.7,89678,521202
413,657,22,37371,517.87771245,0.318255905918,6.8,40123,35.0,33.5,70420,291830
414,1780,87,27099,550.65493316,0.465331292523,16.1,47426,39.6,22.6,53795,282572
415,133,9,4591,80.653498449,0.436533121777,10.5,11233,43.2,18.5,57197,55175
416,173,4,3446,79.254531794,0.228109798471,8.2,6110,40.2,22.5,66597,37562
417,117,20,985,144.13488696,0.64454583959,8.6,27860,41.1,26.6,78503,167417
418,286,10,10265,408.12156823,0.500970607715,14.8,13118,36.2,19.6,56598,111744
419,1097,10,52159,857.14024676,0.37241424201,4.2,36042,36.9,57.8,101740,338011
420,37,8,4948,143.62305774,0.290619403446,16.0,6176,42.2,20.1,50162,36263
421,3525,112,64988,856.60533826,0.5239077138600001,9.9,58939,35.3,36.1,68479,490161
422,118,0,1118,21.417938912,0.352347520842,11.7,3020,44.8,18.5,53359,13687
423,1162,148,99486,1122.1784672,0.789030376703,13.5,37056,35.2,47.5,59329,321488
424,248,12,16145,233.94676271,0.352203709783,5.7,17977,44.6,38.1,84093,93649
425,123,8,11362,165.41304517,0.211149321267,7.3,17179,35.9,26.8,70942,148306
426,55,12,10147,137.81919361,0.623801478816,15.8,13573,32.9,53.6,63600,93053
427,231,9,2502,46.075711377,0.34756986249300004,16.4,6661,41.2,17.2,44681,35252
428,180,27,20517,170.44802449,0.424492279288,8.5,20570,43.5,34.5,62930,109777
429,46,8,4759,52.486314756999995,0.44685682827,9.0,12516,51.7,33.6,59413,48910
430,77,9,8177,151.84868186,0.292142364192,8.1,16489,39.8,26.1,71374,105780
431,86,6,7573,100.49706734,0.189530170691,17.5,8941,44.0,23.2,49843,47632
432,938,12,26970,290.70129177,0.407993539429,4.4,21457,46.2,52.0,112335,124371
433,1828,152,44431,591.64396863,0.536121732426,13.7,75035,39.0,35.5,59786,460528
434,44,6,2897,44.77637219,0.261410788382,17.0,8444,38.8,20.2,46262,46091
435,4416,28,107106,1089.6673742,0.543530265998,4.9,48929,41.6,54.5,119731,328934
436,67,0,16047,652.71795258,0.381334037931,5.5,10313,39.5,45.4,86317,68280
437,552,4,19394,567.90220642,0.426610558531,5.4,14086,35.3,39.8,108421,152882
438,8,2,3112,42.053568485,0.558674985146,10.2,5677,46.1,29.1,62300,28892
439,228,0,1560,28.96395212900001,0.252722772277,5.3,3199,33.4,40.6,85380,34091
440,9,27,11273,92.05239283799999,0.377386508273,10.1,14436,43.8,21.6,55879,72999
441,174,64,37279,294.6853283000001,0.407460898218,7.2,25661,37.9,28.9,65993,187885
442,108,4,2832,10.409040896,0.212377677863,6.8,5833,31.3,23.0,73584,72259
443,155,0,3790,32.561333629,0.616423746889,23.7,4472,46.4,17.0,39522,22347
444,67,6,3182,33.528159615999996,0.284998726547,18.4,5900,37.8,16.7,48830,36643
445,176,82,13166,105.36134777,0.256193791703,19.1,14992,38.1,19.9,47339,93245
446,70,16,10326,165.82597205,0.173935876175,13.9,17934,42.7,17.1,47202,98250
447,740,120,29007,484.51894692,0.376719060214,14.7,50472,37.2,26.4,50644,318316
448,266,158,21071,386.1320543,0.368438710285,11.5,88151,46.8,22.7,52447,367118
449,444,24,30681,1087.7329880999996,0.240736173624,5.0,25021,38.3,51.7,105921,244252
450,966,0,1061,23.193334411,0.32826428946,27.5,2002,38.6,8.9,44951,13024
451,18,0,1641,14.790360066,0.526975863701,24.3,2156,39.1,12.4,36132,11361
452,18,0,391,13.309272715,0.2191573204,15.5,1650,42.7,16.2,47600,7956
453,73,0,1886,45.00446495,0.175551470588,14.6,6697,49.4,14.9,44902,24919
455,41,10,6945,104.15446736,0.487070779963,10.3,25177,50.1,36.6,66681,99755
456,2269,85,28354,520.20744436,0.230319535739,13.2,27758,36.3,24.0,61631,204441
457,73,16,8989,138.44689006,0.419892157386,9.2,10365,50.2,38.6,64245,37181
458,1632,18,33257,392.93959344,0.451375237035,6.2,34178,39.2,40.6,95196,259547
459,108,29,13090,90.47132325,0.433846523936,15.1,8703,30.7,33.6,58132,67653
460,158,0,8907,100.14532941,0.283260509266,10.2,5365,35.6,22.6,61341,40889
461,4966,92,88973,826.37524942,0.502491323322,6.4,83650,37.6,34.0,86108,690743
462,176,107,37537,289.59864737,0.483263409282,16.6,29437,37.2,30.4,56478,179179
463,785,0,16155,436.47087276,0.301318990908,10.8,13440,35.4,26.8,77758,126604
464,238,20,14571,168.89065797,0.3720776954990001,20.2,9893,36.3,18.5,45234,69922
465,273,8,7295,540.02982095,0.278695376233,7.8,15766,35.8,24.1,73309,168667
466,460,17,15691,205.8677649,0.303837722684,10.1,12792,37.7,32.3,63067,83779
467,313,16,15468,530.67969719,0.374452652787,9.5,11706,39.9,29.5,64992,78522
468,345,8,5051,67.178650753,0.409002262267,22.8,10866,40.3,12.8,42807,63531
469,1287,10,5531,77.914576302,0.414312120412,16.2,13552,42.9,23.2,51985,75432
470,1442,111,25120,103.07635096,0.397058636923,10.4,19598,32.2,39.4,63885,181923
471,23,7,2400,64.898306838,0.261212485796,15.4,6761,41.4,12.5,46420,36600
472,128,72,9593,58.569438582,0.231791611554,7.4,14205,36.9,35.1,72277,95626
473,212,36,21131,316.57176203,0.302761157977,9.5,26249,40.4,27.5,60044,181806
474,79,5,5531,67.244018547,0.220208845209,9.9,6754,41.9,16.5,57709,39859
475,146,6,4460,85.458901208,0.1758,9.5,9780,41.8,14.7,53853,51113
476,252,27,26862,1003.8327763,0.399468037947,7.5,43492,43.7,27.9,65883,230149
477,66,67,7544,83.859255658,0.555011266237,18.1,67440,39.4,29.6,53161,382067
478,29,0,1088,28.81316326,0.211314213678,14.7,3060,41.9,16.1,46949,16376
479,1295,67,29182,555.73386662,0.498001364922,16.5,46245,43.5,24.1,48010,228683
480,460,12,23281,243.25640923,0.45519843615,11.1,25539,39.9,30.1,71084,158714
481,419,8,27509,786.03485862,0.356179529705,5.7,19582,34.4,40.1,79358,187196
482,8,0,454,7.5168493371,0.176065008619,13.4,2043,46.9,21.7,47906,8332
483,2031,14,40948,905.76706199,0.479485215481,7.6,43423,40.3,31.9,81315,291636
484,485,274,144093,1162.931543,0.5567616463139999,13.0,98843,36.7,30.9,55864,703011
485,58,25,18630,196.00416998,0.292718928639,8.9,11811,38.5,32.9,62817,76745
486,111,110,14188,263.23792216,0.492990205493,16.8,20163,30.8,46.0,55136,180463
487,94,21,2883,77.556663383,0.473817746141,13.2,12853,39.3,22.9,55517,80485
488,1118,20,15098,295.24915188,0.35074934973800004,6.7,18236,44.0,31.8,77571,105267
489,22,6,892,14.858065134,0.699973460722,21.4,7976,48.2,28.0,38405,32723
490,550,20,14237,377.09710119,0.382420669062,11.2,34142,45.1,23.7,54823,163929
491,612,0,12415,76.693229865,0.380829770696,13.4,7860,30.0,17.3,60483,95222
493,1375,53,81929,1415.7121477,0.577991677266,9.0,47493,38.5,42.9,68581,330818
494,89,0,9551,84.641503328,0.350610193826,6.7,4686,48.3,39.2,89331,23753
496,291,48,15030,198.69615004,0.28784779500700003,17.9,21359,38.8,20.8,51771,143617
497,2,4,1284,4.2072108313,0.173226732267,10.2,6236,44.4,32.1,58873,29194
498,182,15,4906,37.045810193,0.289698335211,9.1,14718,36.9,28.7,63839,99500
499,948,27,16754,623.74150741,0.471744147709,12.0,22280,38.2,25.7,65013,169561
500,34,6,3967,69.582170877,0.427557892462,13.7,13868,45.6,18.0,58239,66768
501,143,5,6909,273.03969604,0.393968425876,9.7,8477,40.7,30.8,75027,57146
502,329,24,25830,412.7959259,0.363500110205,9.8,35425,38.5,32.0,64904,280979
503,1333,211,75200,548.98298233,0.639911452184,16.7,48691,33.2,37.7,52611,415759
504,9,0,1252,38.181620933000005,0.472527472527,18.4,3182,46.0,19.2,45385,14553
505,656,267,9143,346.77211360000007,0.285090760759,17.6,36090,30.7,29.1,50377,310569
506,266,18,12728,197.53540232,0.256834327033,8.8,20837,36.1,23.1,76792,184826
507,383,48,11912,391.05281168,0.34891574292800004,23.2,18907,26.2,40.8,50113,229211
508,380,159,9746,593.05632145,0.380244769149,11.0,133083,47.2,29.3,57612,601942
509,4048,38,13495,250.20481554,0.371680495965,12.3,57228,49.0,26.5,59821,234225
510,840,145,25928,403.20522157,0.412862719675,15.7,133538,40.3,20.0,51354,724777
511,1470,12,3636,11.148081274,0.43384450281,28.5,18351,36.4,15.8,40650,110924
513,98,6,6478,141.72690747,0.146295173577,12.0,13891,40.3,16.5,57284,89512
514,286,100,43165,465.21086205,0.391508280399,11.9,51308,38.5,41.7,63755,372909
515,230,57,24161,362.73502365,0.333123912623,20.0,28457,36.0,22.3,45355,208080
516,1705,144,21087,110.6947351,0.397202893558,20.5,92005,31.5,16.1,51586,900202
517,371,27,18021,132.2662889,0.669587074351,13.3,55515,34.1,24.5,69665,434061
518,523,264,56855,624.41570879,0.6498425659089999,21.9,26601,33.9,21.3,40168,202518
519,331,14,12475,209.51068713,0.489882592443,9.0,39118,44.9,31.4,65984,207641
520,19,6,3776,27.913480483,0.39145815913,16.7,11733,46.6,19.0,44243,57975
521,124,16,14662,140.98712851,0.443885513417,11.2,22931,44.3,27.1,52154,122302
522,389,13,2639,68.987873431,0.305552572226,24.6,7971,39.5,11.7,36850,46194
523,249,34,19252,360.24224386,0.2610170608,14.2,13991,36.0,15.7,47074,104628
524,63,0,7920,76.400468118,0.440214357486,8.7,5090,36.3,32.6,66209,34274
525,124,0,1441,27.631827385999998,0.261056452383,13.7,4481,45.3,20.1,50821,19683
526,430,51,12521,225.83595663,0.370793623413,13.7,26583,41.2,21.4,52047,158510
527,100,4,3056,47.898433306,0.283821534041,11.4,4925,44.7,24.2,51292,24668
528,112,7,1799,59.19997401,0.17898089172000006,8.6,3898,42.0,19.8,62251,22758
529,81,24,878,50.022473825,0.636059508209,15.6,38213,42.3,29.5,56383,201513
530,20,4,4278,85.041109855,0.07656020909030001,23.9,2484,23.4,36.4,41827,39907
531,3157,188,52847,973.34320163,0.5837590575639999,15.7,76230,38.7,22.1,55280,485493
532,14,0,792,38.392804494,0.263955544329,14.5,2023,48.9,15.9,48395,8210
533,3370,124,80483,966.32950896,0.523149562985,16.7,58998,33.7,34.7,52945,440059
534,1558,10,2097,30.610846984000002,0.27367003367,11.6,3614,31.9,17.6,56052,33619
535,6,0,886,12.563443789,0.299813780261,9.7,1566,45.4,15.4,54282,7152
536,1663,24,14234,231.94683615,0.506255832714,16.3,20627,34.9,28.6,52320,131228
537,63,10,9446,268.25026837,0.6238518794969999,17.0,13497,29.5,50.4,57120,122259
538,143,57,27681,1219.6196066,0.4618391164,15.3,37427,38.7,39.3,53419,234473
539,184,38,10509,337.84492931,0.380174438108,14.9,25265,41.1,18.6,50089,134083
540,64,0,4091,16.285476694,0.197915996655,8.1,4727,37.7,26.3,68043,31364
541,17,6,5477,126.45126569,0.235066877129,10.4,9580,40.3,21.1,54362,53484
542,125,68,8592,144.59422488,0.33820634189300003,10.5,22698,44.5,36.9,59471,100880
543,246,24,14929,73.734692899,0.412289611143,10.8,13493,46.4,30.0,56694,63944
544,224,0,5325,73.63618891600001,0.367751439668,11.4,11288,44.0,20.4,55913,61204
545,56,10,8883,291.06950124,0.249334583893,10.3,13761,43.2,21.4,62963,86111
546,220,74,19538,631.14399141,0.32656632093800003,14.2,33757,40.1,20.6,52798,224529
547,977,142,83688,831.63473721,0.586896587289,15.4,75740,37.1,35.3,52166,537174
548,175,0,3987,141.58061619,0.53835378495,18.0,4819,32.5,18.4,47892,55234
549,282,6,38442,472.01280004,0.395440604989,4.1,25025,38.6,54.4,103536,209177
550,214,8,9540,198.59524445,0.298633798634,8.0,19596,43.6,22.4,62877,103009
551,48,12,7980,118.54863142,0.290974847937,11.1,9536,39.6,13.6,55202,58266
552,337,10,13301,263.18253318,0.249324810072,7.9,18836,41.6,22.6,59922,106987
553,54,10,6910,152.5541781,0.392229121931,6.9,12642,47.1,32.4,64777,61303
554,307,18,29199,162.28312683,0.490327144983,7.0,25707,42.8,35.6,74351,151391
555,1919,64,27658,474.64082520000005,0.515160112731,12.8,45459,41.5,27.4,60826,263670
556,726,39,41422,717.24099366,0.341957666919,5.7,55482,38.2,37.8,82048,402022
557,46,19,1591,13.616300202,0.183616179661,10.1,6471,40.3,22.1,56803,34914
558,258,10,2459,55.679831279,0.24840570908000004,11.8,5438,37.4,24.9,55167,31363
560,5,0,360,2.5713611478,0.279761904762,9.1,1319,54.0,19.3,59020,4416
561,72,10,6495,86.571938376,0.358666783411,12.3,14619,32.4,22.3,52798,109834
562,114,0,6552,99.585045201,0.334087938016,12.5,10713,40.8,25.4,61027,62914
563,44,0,4122,20.55884778,0.448305590556,11.7,8322,47.0,27.6,54376,36885
564,118,7,4495,52.828329489,0.328106884558,15.1,9540,44.7,18.3,50312,47207
565,3838,71,30293,491.78051037,0.427256812214,11.4,69086,39.9,24.5,62519,421164
567,826,44,19564,120.22256331,0.327317409339,9.8,27443,35.7,30.0,69212,204390
568,25,0,1020,38.069761966,0.599198931909,12.3,1602,50.3,13.3,56872,6963
569,48,52,15522,261.23077678,0.516078681214,10.9,18109,35.8,34.3,60619,118016
570,178,12,20013,315.88521545,0.273509430003,4.5,22636,42.9,30.7,75799,136034
571,100,6,4218,5.870628355700001,0.600607752957,6.3,3135,39.3,57.4,99087,23464
572,13,29,4743,140.24667584,0.204590078101,22.7,12584,42.7,20.0,37860,58758
573,2204,60,32169,499.04876688,0.418503964799,8.6,36047,37.2,29.6,62097,264542
574,74,14,3982,110.14476045,0.186878118119,12.9,10808,25.1,37.8,60315,128289
575,181,0,1449,41.025462569,0.63748458693,28.1,3055,41.9,12.3,33199,16828
576,100,0,3553,134.42534173,0.245023067686,10.3,5654,40.4,19.6,63241,40667
577,1451,51,21872,457.0334112,0.502170527545,14.2,40774,42.3,27.7,52872,209674
578,895,60,33481,496.54394588,0.3319074786,8.8,73958,41.0,24.2,65238,449058
579,8,3,1252,20.783549883,0.135526468203,13.5,4549,43.5,16.7,51128,20154
580,107,54,12429,247.43116597,0.34561369880500004,18.9,34440,33.2,23.7,48858,256623
581,64,0,3025,38.920780674,0.269040553907,12.3,7944,39.3,19.8,59304,51584
582,498,56,3967,82.300711375,0.7437881372319999,25.7,24386,28.6,18.4,44919,276652
583,82,24,7718,210.69366196,0.230844301427,17.8,18676,34.3,23.0,47477,132230
584,528,90,48408,528.06043458,0.420159182941,6.4,60686,36.1,41.1,87817,590551
585,25,0,4528,9.754606799,0.109620497945,7.3,6615,32.5,23.3,62689,56046
586,42,0,4808,58.87860041,0.20717068548,16.4,8610,38.5,14.5,49788,54406
587,335,8,6848,150.76809409,0.245322091561,10.6,9753,39.1,18.6,66006,71813
588,792,38,14095,361.28118154,0.255388294879,8.9,27276,39.6,26.9,66171,191283
589,40,0,915,18.499476747,0.224594992636,22.0,2072,40.9,11.0,39687,11973
590,328,60,26408,440.22546489,0.605140694422,20.7,35700,30.7,45.7,51046,293582
591,12,0,524,4.2374414873,0.15030017152699998,12.1,1829,38.4,22.1,53253,10019
592,992,24,29896,439.84321801,0.512499717201,6.7,31052,45.4,41.5,88709,162436
593,1296,29,13367,308.47687444,0.449099699675,13.8,28461,37.6,23.6,54980,180786
594,339,36,16117,419.80001952,0.377105055491,12.1,18488,35.3,27.3,60728,157863
595,252,0,11645,237.68129645,0.295254993542,9.3,67271,67.0,31.1,55324,132420
596,100,28,8433,71.377063157,0.204445901249,11.4,12784,43.7,28.4,60973,74071
597,223,0,12213,540.25162678,0.29386197227,7.1,18706,36.6,35.1,82184,156714
598,16,0,822,16.577959308,0.364113906552,21.7,2014,40.2,15.2,37729,10763
599,98,25,8345,194.46828522,0.313281856613,15.4,14488,32.5,30.0,53882,126007
600,213,61,19746,253.92016704,0.413240694535,15.2,25435,31.8,32.8,50893,239187
601,137,24,10880,187.50731202,0.278558763931,19.5,19386,39.7,18.0,45400,113605
602,979,41,4615,7.7068092455,0.563288744463,15.9,16259,30.6,35.6,60187,143476
603,85,14,10718,108.54834994,0.364501174062,19.3,13757,41.1,14.3,41630,79978
605,21,14,3018,24.740481573,0.603847835592,17.5,17845,42.8,24.7,51386,86749
606,310,6,7367,100.37204203,0.6415089372680001,10.6,14365,46.1,37.2,58992,70180
607,98,51,9512,44.78633268300001,0.409233684001,14.7,26437,42.1,27.1,47840,152148
608,134,8,2160,34.937106621,0.6554438469330001,29.4,4739,35.2,23.8,33116,30628
609,92,10,2342,40.04425448,0.7156642728899999,35.9,3358,34.2,17.1,29380,22124
610,328,4,7207,135.06823581,0.448117453518,9.6,9708,36.5,27.5,67024,66972
611,442,44,19275,388.28481855,0.310705694917,9.0,21739,36.7,24.1,68126,184945
612,618,7,27992,148.73165309,0.407520866631,9.4,12925,37.0,47.7,75740,106272
613,453,25,20836,317.30135426,0.367701158422,11.2,17343,38.9,20.9,56774,118302
614,83,20,1464,107.44071773,0.236306400839,14.5,4477,42.6,11.6,47737,23102
615,127,0,2438,73.646318083,0.212685560054,14.8,4345,39.7,11.1,51560,27735
616,585,21,10142,286.70778078,0.346533730898,17.0,22817,40.3,18.0,49522,129569
617,54,26,9225,158.48353042,0.271752275476,14.4,12186,40.9,22.6,46187,66597
618,18,0,3262,24.684183229000002,0.196041214751,7.4,2731,43.4,20.6,66937,13887
619,374,30,5078,45.208745418999996,0.214592543818,13.6,12453,34.7,20.6,51594,86878
620,197,21,9182,97.246239961,0.474070749521,25.7,8355,31.6,36.0,41445,56750
621,1041,56,8197,162.39877206,0.406134547642,16.2,17609,37.6,21.0,53884,109862
622,680,0,14718,402.79407915,0.460336514809,4.2,11902,34.9,35.4,93345,128990
623,130,13,10603,95.72946505899999,0.3978987347,13.6,19959,41.8,17.9,54063,108669
624,516,58,29580,367.52447012,0.393551312724,13.8,43747,40.1,25.8,60121,262966
625,24,10,14830,245.33658255,0.449538590604,12.9,8442,40.5,29.8,53134,50991
626,520,54,33085,1041.8475561,0.336735971073,10.4,22334,37.0,30.4,64644,166998
627,917,52,14638,245.32233319,0.350421348315,16.5,15710,32.8,30.6,53478,132896
628,1069,10,6871,176.42879682,0.339129262704,10.6,10829,37.6,31.7,70807,81758
629,178,0,2427,38.615577756,0.363821138211,8.8,4126,40.8,21.5,65849,21965
630,21,0,2287,28.979356885,0.466969778016,9.8,3957,41.3,29.7,61807,19991
631,49,0,3079,49.852132934,0.29803519293,11.8,6359,45.1,22.3,57757,30999
632,104,8,8311,148.91272452,0.33821520301700003,9.6,16103,43.6,22.3,61118,89918
633,18,0,2309,64.544592052,0.223717542749,10.4,6791,37.8,27.6,69114,48011
634,95,0,4428,70.91780927100001,0.17180355128,9.1,5812,38.4,24.2,65831,40474
635,309,8,5112,124.00494179,0.227260446686,13.0,9881,40.2,28.6,53992,51527
636,72,9,3569,50.733254135,0.174237318596,10.1,8496,38.9,19.7,56489,55834
637,12,4,2710,29.332133511,0.199601177476,18.2,3931,31.0,25.5,49577,29003
638,2279,297,192548,2016.4246124,0.525536708861,15.4,119690,36.8,37.1,57300,817473
639,561,196,74202,1152.0393866,0.471473793877,16.9,91990,39.3,27.4,51071,531687
640,178,37,11462,244.65823607,0.290831612051,14.4,22951,41.3,17.8,49668,121154
