,date_0days,cases_0days,deaths_0days,date_60days,cases_60days,deaths_60days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population
395,2020-03-15,1,0,2020-05-14,109,11,12017,40,141373,61636
396,2020-03-15,1,0,2020-05-14,26,3,12003,0,27537,5367
397,2020-03-15,1,0,2020-05-14,112,2,8045,5,57945,10202
398,2020-03-15,6,0,2020-05-14,1643,132,13095,50,91522,18997
399,2020-03-15,2,0,2020-05-14,983,36,13063,34,274150,36959
400,2020-03-15,2,0,2020-05-14,192,13,13059,104,123554,17345
401,2020-03-15,1,0,2020-05-14,78,1,5125,16,116252,26545
402,2020-03-15,2,0,2020-05-14,126,1,5051,41,97994,28731
403,2020-03-15,2,0,2020-05-14,390,19,1117,32,208721,41610
404,2020-03-15,1,0,2020-05-14,447,30,1081,28,156597,24513
405,2020-03-15,1,0,2020-05-14,1382,11,6083,82,442996,86816
406,2020-03-15,1,0,2020-05-14,3198,139,6071,410,2121220,330448
407,2020-03-15,1,0,2020-05-14,1287,40,24027,16,312495,57302
409,2020-03-15,1,0,2020-05-14,15,0,23015,4,34021,11973
410,2020-03-15,1,0,2020-05-14,516,18,22087,8,45067,6771
411,2020-03-15,1,0,2020-05-14,483,23,26139,22,280243,54457
412,2020-03-15,3,0,2020-05-14,6774,435,25023,47,509114,119899
413,2020-03-15,1,0,2020-05-14,4974,487,25013,119,469188,103567
414,2020-03-15,1,0,2020-05-14,1337,39,17201,87,287512,65218
415,2020-03-15,1,0,2020-05-14,112,8,17195,9,56823,14999
416,2020-03-15,1,0,2020-05-14,155,13,17027,4,37640,8553
417,2020-03-15,1,0,2020-05-14,117,6,15009,20,164094,37939
418,2020-03-15,1,0,2020-05-14,263,8,13217,10,105042,18455
419,2020-03-15,1,0,2020-05-14,20,0,21049,8,35757,8552
420,2020-03-15,1,0,2020-05-14,2634,67,19153,112,467235,81860
421,2020-03-15,1,0,2020-05-14,978,88,18057,10,309687,49209
422,2020-03-15,2,0,2020-05-14,115,4,19005,0,13940,4004
423,2020-03-16,1,0,2020-05-15,938,37,37063,148,300865,51648
424,2020-03-16,1,0,2020-05-15,212,24,39055,12,93895,23672
425,2020-03-16,1,0,2020-05-15,116,3,40017,8,132922,23558
426,2020-03-16,1,0,2020-05-15,51,5,41003,12,88249,18413
427,2020-03-16,1,0,2020-05-15,1440,82,36067,152,467669,103054
428,2020-03-16,1,0,2020-05-15,39,0,33003,8,47524,16281
429,2020-03-16,1,0,2020-05-15,73,8,29037,9,101888,22296
430,2020-03-16,1,0,2020-05-15,215,23,28095,9,35967,9309
431,2020-03-16,1,0,2020-05-15,78,10,28045,6,46277,11941
432,2020-03-16,1,0,2020-05-15,133,7,36069,27,109491,27978
433,2020-03-16,2,0,2020-05-15,44,0,36003,6,47400,11338
434,2020-03-16,4,0,2020-05-15,4181,359,34035,28,333316,67698
435,2020-03-16,1,0,2020-05-15,777,49,34019,12,125717,30279
436,2020-03-16,1,0,2020-05-15,62,3,51199,0,67196,14070
437,2020-03-16,1,0,2020-05-15,442,4,51179,4,141159,19771
438,2020-03-16,1,0,2020-05-15,8,0,50017,2,28901,7904
439,2020-03-16,1,0,2020-05-15,196,1,49051,0,29306,4220
440,2020-03-16,1,0,2020-05-15,5,0,55141,27,73427,18838
441,2020-03-16,1,0,2020-05-15,128,4,55087,64,183288,35410
442,2020-03-16,1,0,2020-05-15,86,0,49045,4,63357,8290
443,2020-03-16,1,0,2020-05-15,108,8,45039,0,22868,6384
444,2020-03-16,2,1,2020-05-15,66,5,48321,6,36744,8504
445,2020-03-16,1,0,2020-05-15,122,11,48037,82,93635,20099
446,2020-03-16,1,0,2020-05-15,66,2,47155,16,95523,23741
447,2020-03-16,1,0,2020-05-15,682,20,12033,120,309924,68143
448,2020-03-16,1,0,2020-05-15,249,14,12069,158,326215,107419
449,2020-03-16,1,0,2020-05-15,397,11,13117,24,211300,33215
450,2020-03-16,1,0,2020-05-15,952,8,5079,0,13885,2882
451,2020-03-16,1,0,2020-05-15,18,0,5041,0,12094,3044
452,2020-03-16,1,0,2020-05-15,16,0,5025,0,8332,2195
453,2020-03-16,1,0,2020-05-15,72,4,5023,0,25361,8437
455,2020-03-16,1,0,2020-05-15,41,1,6057,10,98838,33612
456,2020-03-16,1,0,2020-05-15,2140,40,13139,85,192865,36793
457,2020-03-16,1,0,2020-05-15,65,1,24041,16,37461,12868
458,2020-03-16,1,0,2020-05-15,1371,88,24021,18,246105,46881
459,2020-03-16,1,0,2020-05-15,76,0,27013,29,65767,12070
460,2020-03-16,1,0,2020-05-15,117,2,27009,0,39360,7326
461,2020-03-16,1,0,2020-05-15,4277,237,17197,92,687727,116816
462,2020-03-16,1,0,2020-05-15,156,6,17143,107,186145,40675
463,2020-03-16,1,0,2020-05-15,195,6,13285,20,69433,13380
464,2020-03-16,1,0,2020-05-15,240,10,13223,8,152399,21365
465,2020-03-16,1,0,2020-05-15,749,48,22005,0,119129,18726
466,2020-03-16,1,0,2020-05-15,398,33,18005,17,81024,16862
467,2020-03-16,1,0,2020-05-15,255,33,18043,16,76481,16661
468,2020-03-17,1,0,2020-05-16,232,1,37163,8,63664,14291
469,2020-03-17,1,0,2020-05-16,111,16,39037,6,51919,13217
470,2020-03-17,1,0,2020-05-16,1106,32,38017,111,170620,27710
471,2020-03-17,2,0,2020-05-16,20,0,39031,7,36602,9240
472,2020-03-17,2,0,2020-05-16,112,0,38015,72,92372,18957
473,2020-03-17,1,0,2020-05-16,181,5,37097,36,169798,34692
474,2020-03-17,1,0,2020-05-16,78,3,36121,5,40886,9523
475,2020-03-17,1,0,2020-05-16,1217,24,36105,10,75783,18426
476,2020-03-17,2,1,2020-05-16,64,2,41039,67,363471,90330
477,2020-03-17,1,0,2020-05-16,219,8,39085,27,229701,58488
478,2020-03-17,1,0,2020-05-16,29,2,40117,0,16448,4188
479,2020-03-17,1,0,2020-05-16,1199,146,39099,67,231857,62316
480,2020-03-17,2,0,2020-05-16,432,16,29095,274,688554,136794
481,2020-03-17,1,0,2020-05-16,331,2,31153,8,175188,26946
482,2020-03-17,1,0,2020-05-16,8,0,31107,0,8496,2628
483,2020-03-17,2,0,2020-05-16,1811,113,34015,14,291372,60833
484,2020-03-17,1,0,2020-05-16,55,1,29051,25,76749,16261
485,2020-03-17,1,0,2020-05-16,100,1,29019,110,174589,28350
486,2020-03-17,1,0,2020-05-16,518,83,42007,20,168161,45796
487,2020-03-17,1,0,2020-05-16,438,30,36083,12,159800,35905
488,2020-03-17,1,0,2020-05-16,91,4,36019,21,81224,17868
489,2020-03-17,1,0,2020-05-16,22,0,35055,6,32809,10333
490,2020-03-17,1,0,2020-05-16,1077,118,34041,20,107088,24579
491,2020-03-17,1,0,2020-05-16,564,17,53021,0,89124,11049
493,2020-03-17,2,0,2020-05-16,1226,113,51087,53,324073,65204
494,2020-03-17,1,0,2020-05-16,87,5,51075,0,22148,6309
496,2020-03-17,1,0,2020-05-16,1,0,56029,4,29276,8475
497,2020-03-17,2,0,2020-05-16,181,1,56021,15,97031,20072
498,2020-03-17,4,0,2020-05-16,820,18,55059,27,167886,31603
499,2020-03-17,1,0,2020-05-16,284,13,28059,48,141314,28610
500,2020-03-17,1,0,2020-05-16,30,1,53045,6,61569,18441
501,2020-03-17,1,0,2020-05-16,98,1,54037,5,55673,11916
502,2020-03-17,1,0,2020-05-16,290,5,45091,24,251664,48997
503,2020-03-17,1,0,2020-05-16,1222,60,45079,211,404869,68651
504,2020-03-17,1,0,2020-05-16,9,1,45017,0,14808,4258
505,2020-03-17,2,0,2020-05-16,616,50,48303,267,298042,49312
506,2020-03-17,2,0,2020-05-16,247,12,48139,18,164092,29137
507,2020-03-17,1,0,2020-05-16,318,18,48041,48,214231,26525
508,2020-03-17,1,0,2020-05-16,359,10,12009,159,568183,170919
509,2020-03-17,1,0,2020-05-16,3658,112,10005,38,215551,71832
510,2020-03-17,1,0,2020-05-16,490,17,13245,264,201568,38152
511,2020-03-17,1,0,2020-05-16,722,41,12105,145,652256,169578
512,2020-03-17,1,0,2020-05-16,1238,48,4017,12,107902,24267
514,2020-03-17,1,0,2020-05-16,90,1,1115,6,86937,18943
515,2020-03-17,1,0,2020-05-16,275,4,1089,100,353213,70040
516,2020-03-17,1,0,2020-05-16,215,6,28047,57,200491,38987
517,2020-03-17,1,0,2020-05-16,1483,25,6029,144,878744,130831
518,2020-03-17,2,0,2020-05-16,321,8,6053,27,433168,76257
519,2020-03-17,1,0,2020-05-16,180,6,13313,34,103963,18625
520,2020-03-17,1,0,2020-05-16,76,0,15001,24,196325,52582
521,2020-03-17,1,0,2020-05-16,288,8,23031,14,201454,52544
522,2020-03-17,1,0,2020-05-16,17,0,23017,6,57230,16027
523,2020-03-17,1,0,2020-05-16,120,8,23011,16,121289,31337
524,2020-03-17,1,0,2020-05-16,363,32,22117,13,46449,11494
525,2020-03-17,1,0,2020-05-16,33,2,27103,0,33477,6976
526,2020-03-17,2,0,2020-05-16,117,5,27091,0,20084,5976
527,2020-03-17,1,0,2020-05-16,99,10,26137,4,24247,6554
528,2020-03-17,1,0,2020-05-16,414,26,26075,51,158989,36118
529,2020-03-17,2,0,2020-05-16,110,8,18047,7,22835,5422
530,2020-03-17,2,0,2020-05-16,2840,150,18089,188,488694,104898
531,2020-03-17,1,0,2020-05-16,19,0,16065,4,38241,3374
532,2020-03-17,1,0,2020-05-16,14,3,21143,0,8268,2744
533,2020-03-17,1,0,2020-05-16,3009,208,22033,124,446167,81150
534,2020-03-17,1,0,2020-05-16,4,0,19001,0,7192,2161
535,2020-03-17,1,0,2020-05-16,1571,29,19013,24,132960,28271
536,2020-03-17,1,0,2020-05-16,60,0,20045,10,117806,18450
537,2020-03-17,1,0,2020-05-16,1299,2,20057,10,34658,5103
538,2020-03-18,1,0,2020-05-17,120,3,37129,57,219866,48907
539,2020-03-18,2,0,2020-05-17,40,2,38059,0,30059,6275
540,2020-03-18,1,0,2020-05-17,139,3,39023,38,135520,33970
541,2020-03-18,1,0,2020-05-17,15,0,39005,6,53299,12790
542,2020-03-18,1,0,2020-05-17,116,10,37125,68,94191,28522
543,2020-03-18,1,0,2020-05-17,232,27,36113,24,64701,17940
544,2020-03-18,1,0,2020-05-17,219,11,36115,0,62183,15438
545,2020-03-18,1,0,2020-05-17,203,6,37071,74,214049,46215
546,2020-03-18,1,0,2020-05-17,846,47,37081,142,517197,102558
547,2020-03-18,1,0,2020-05-17,149,0,37093,0,52571,7093
548,2020-03-18,1,0,2020-05-17,48,0,37109,10,80504,18644
549,2020-03-18,1,0,2020-05-17,258,5,39041,6,193024,34052
550,2020-03-18,1,0,2020-05-17,189,6,42001,8,101589,26312
551,2020-03-18,1,0,2020-05-17,41,1,39077,12,58497,13292
552,2020-03-18,1,0,2020-05-17,332,30,39109,10,104081,25472
553,2020-03-18,2,0,2020-05-17,53,0,33001,10,60383,17260
554,2020-03-18,1,0,2020-05-17,278,12,33013,18,147958,34833
555,2020-03-18,3,0,2020-05-17,1758,112,34001,64,272926,62613
556,2020-03-18,1,0,2020-05-17,701,52,29183,39,385115,74900
557,2020-03-18,1,0,2020-05-17,44,2,31111,19,35569,8746
558,2020-03-18,1,0,2020-05-17,252,8,31001,10,31564,7465
560,2020-03-18,1,0,2020-05-17,5,0,36041,0,4646,1721
561,2020-03-18,1,0,2020-05-17,71,0,36045,10,116567,19760
562,2020-03-18,1,0,2020-05-17,110,4,36051,0,64373,14878
563,2020-03-18,1,0,2020-05-17,41,0,36031,0,38233,11100
564,2020-03-18,1,0,2020-05-17,117,2,36017,7,48763,12688
566,2020-03-18,1,1,2020-05-17,775,57,53005,44,190529,37874
567,2020-03-18,1,0,2020-05-17,22,1,51036,0,7022,2156
568,2020-03-18,1,0,2020-05-17,45,0,55063,52,117582,24464
569,2020-03-18,2,0,2020-05-17,148,4,55131,12,133967,30378
570,2020-03-18,1,0,2020-05-17,12,0,54055,29,60963,16998
571,2020-03-18,1,0,2020-05-17,2096,22,55009,60,258004,49706
572,2020-03-18,2,0,2020-05-17,63,0,49005,14,120288,15104
573,2020-03-18,1,0,2020-05-17,25,1,49003,0,52182,9213
574,2020-03-18,1,0,2020-05-17,164,11,45061,0,17897,4150
575,2020-03-18,2,0,2020-05-17,1344,149,42069,51,211960,54892
576,2020-03-18,2,0,2020-05-17,851,16,42133,60,442216,99386
577,2020-03-18,1,0,2020-05-17,88,0,47021,0,39713,7818
578,2020-03-18,1,0,2020-05-17,8,1,48285,3,19859,6001
579,2020-03-18,5,0,2020-05-17,98,4,48309,54,245720,46694
580,2020-03-18,1,0,2020-05-17,50,2,48325,0,48548,10696
581,2020-03-18,1,0,2020-05-17,42,1,48401,0,53026,11467
582,2020-03-18,1,0,2020-05-17,477,18,48479,56,269624,34315
583,2020-03-18,1,0,2020-05-17,78,2,48485,24,131778,25521
584,2020-03-18,4,0,2020-05-17,481,19,48491,90,508313,81426
585,2020-03-18,1,0,2020-05-17,100,1,56039,6,22923,4298
586,2020-03-18,1,0,2020-05-17,274,0,47147,8,68575,13369
587,2020-03-18,2,0,2020-05-17,739,41,47165,38,175730,36997
588,2020-03-18,1,0,2020-05-17,3677,208,42011,71,415500,93051
589,2020-03-18,1,0,2020-05-17,36,2,28111,0,12047,2963
590,2020-03-18,1,0,2020-05-17,279,6,12073,60,285890,49057
591,2020-03-18,1,0,2020-05-17,12,0,8125,0,10109,2385
592,2020-03-18,1,0,2020-05-17,909,125,9007,24,164110,41372
593,2020-03-18,3,0,2020-05-17,1197,52,10001,29,173145,36849
594,2020-03-18,1,0,2020-05-17,314,16,13153,36,150341,25522
595,2020-03-18,1,0,2020-05-17,251,16,12119,0,116754,74936
596,2020-03-18,1,0,2020-05-17,77,2,12131,28,63457,16604
597,2020-03-18,1,0,2020-05-17,205,6,13073,0,143723,26092
598,2020-03-18,1,0,2020-05-17,15,1,5011,0,10994,2825
599,2020-03-18,1,0,2020-05-17,93,3,5045,25,121282,19658
600,2020-03-18,1,0,2020-05-17,143,5,5143,61,223683,34691
601,2020-03-18,1,0,2020-05-17,130,3,1015,24,115527,27115
602,2020-03-18,1,0,2020-05-17,866,64,4005,41,138639,23195
603,2020-03-18,1,0,2020-05-17,78,2,1121,14,80888,18842
605,2020-03-18,1,0,2020-05-17,14,0,6045,14,87497,24313
606,2020-03-18,1,0,2020-05-17,308,44,25011,6,70926,19773
607,2020-03-18,1,0,2020-05-17,93,1,23019,51,152284,36356
608,2020-03-18,2,0,2020-05-17,129,10,28011,8,33121,6690
609,2020-03-18,2,0,2020-05-17,76,3,28027,10,24296,4799
610,2020-03-18,1,0,2020-05-17,240,2,27131,4,65251,13206
611,2020-03-18,1,0,2020-05-17,386,5,28033,44,173267,29708
612,2020-03-18,1,0,2020-05-17,533,17,28089,7,102212,18766
613,2020-03-18,1,0,2020-05-17,412,36,18019,25,114893,23978
614,2020-03-18,1,0,2020-05-17,71,4,18041,20,23426,6065
615,2020-03-18,1,0,2020-05-17,118,6,18079,0,27840,6079
616,2020-03-18,1,0,2020-05-17,552,66,18095,21,129641,30680
617,2020-03-18,1,0,2020-05-17,52,1,17199,26,67477,16353
618,2020-03-18,1,0,2020-05-17,17,0,17189,0,14260,3641
619,2020-03-18,1,0,2020-05-17,318,14,16083,30,82248,16621
620,2020-03-18,1,0,2020-05-17,181,10,17077,21,59115,11301
621,2020-03-18,1,0,2020-05-17,893,37,17091,56,110801,23667
622,2020-03-18,3,0,2020-05-17,563,20,17093,0,122933,16292
623,2020-03-18,1,0,2020-05-17,120,8,17099,13,111151,27315
624,2020-03-18,1,0,2020-05-17,490,42,17119,58,266153,60531
625,2020-03-18,1,0,2020-05-17,20,0,21073,10,49969,11999
626,2020-03-18,1,0,2020-05-17,444,30,21117,54,163987,31245
627,2020-03-18,1,0,2020-05-17,776,2,21227,52,123824,21484
628,2020-03-18,1,0,2020-05-17,172,8,19183,0,22095,5388
629,2020-03-18,2,0,2020-05-17,958,6,20103,10,79359,15061
630,2020-03-18,1,0,2020-05-17,18,0,19191,0,20575,5243
631,2020-03-19,1,0,2020-05-18,48,0,36095,0,31611,8559
632,2020-03-19,1,0,2020-05-18,97,1,36117,8,91442,22194
633,2020-03-19,1,0,2020-05-18,18,1,40083,0,45326,9257
634,2020-03-19,1,0,2020-05-18,86,2,40087,0,37919,7891
635,2020-03-19,1,0,2020-05-18,303,30,40147,8,51867,12914
636,2020-03-19,1,0,2020-05-18,64,2,40051,9,54351,11298
637,2020-03-19,1,0,2020-05-18,12,0,40039,4,29169,5338
638,2020-03-19,2,0,2020-05-18,2082,112,39061,297,808703,169087
639,2020-03-19,1,0,2020-05-18,520,13,39113,196,531987,124285
640,2020-03-19,1,0,2020-05-18,161,2,39139,37,121533,30674
641,2020-03-19,1,0,2020-05-18,4,0,30007,0,5755,1828
642,2020-03-19,1,0,2020-05-18,37,2,30029,22,96147,24545
643,2020-03-19,1,0,2020-05-18,8,1,30057,0,7902,3066
644,2020-03-19,1,0,2020-05-18,7,0,30085,0,11218,1796
645,2020-03-19,1,0,2020-05-18,3,0,31127,0,7041,1894
646,2020-03-19,1,0,2020-05-18,21,1,32007,7,52377,8008
647,2020-03-19,1,0,2020-05-18,298,20,28051,0,18267,3568
648,2020-03-19,1,0,2020-05-18,342,9,28067,14,68328,14853
649,2020-03-19,1,0,2020-05-18,532,8,28123,0,28399,5665
650,2020-03-19,1,0,2020-05-18,46,0,28147,0,14670,3582
651,2020-03-19,1,0,2020-05-18,78,9,28157,0,9084,2046
652,2020-03-19,1,0,2020-05-18,83,0,28159,0,18482,4963
653,2020-03-19,1,0,2020-05-18,190,2,28163,0,27496,4778
654,2020-03-19,1,0,2020-05-18,10,0,35047,8,28203,7333
655,2020-03-19,1,0,2020-05-18,506,41,34009,16,94549,31925
656,2020-03-19,2,0,2020-05-18,1061,138,34037,10,143570,32694
657,2020-03-19,1,0,2020-05-18,21,0,53009,19,73439,26654
658,2020-03-19,3,1,2020-05-18,122,11,55089,46,87817,21950
659,2020-03-19,1,0,2020-05-18,77,3,55111,10,63340,15064
660,2020-03-19,1,0,2020-05-18,70,0,55035,48,102388,20349
661,2020-03-19,2,0,2020-05-18,284,12,55127,16,102917,22640
662,2020-03-19,1,0,2020-05-18,58,1,55015,0,49737,9760
663,2020-03-19,4,0,2020-05-18,36,1,55021,10,56790,13488
664,2020-03-19,1,0,2020-05-18,116,5,54061,119,103715,16742
665,2020-03-19,2,0,2020-05-18,4,0,54093,0,7035,2245
666,2020-03-19,1,0,2020-05-18,3,1,55007,0,15004,5390
667,2020-03-19,1,0,2020-05-18,22,1,48467,0,53607,14526
668,2020-03-19,1,0,2020-05-18,114,3,45035,0,151716,28002
669,2020-03-19,1,0,2020-05-18,35,0,45001,6,24788,7042
670,2020-03-19,1,0,2020-05-18,123,0,45081,0,20228,4901
671,2020-03-19,2,0,2020-05-18,2552,263,42071,64,536494,122633
672,2020-03-19,1,0,2020-05-18,877,21,42075,18,137616,34280
673,2020-03-19,2,0,2020-05-18,432,38,42129,51,356835,103773
674,2020-03-19,1,0,2020-05-18,17,1,48123,0,20474,5292
675,2020-03-19,1,0,2020-05-18,2,0,48103,0,4836,798
676,2020-03-19,2,0,2020-05-18,148,4,48251,35,160173,30241
677,2020-03-19,1,0,2020-05-18,619,27,48061,104,420201,71392
678,2020-03-19,1,0,2020-05-18,93,1,47035,12,58178,21229
679,2020-03-19,1,0,2020-05-18,44,0,47045,10,37751,8344
680,2020-03-19,1,0,2020-05-18,213,2,47125,21,192120,25156
681,2020-03-19,2,0,2020-05-18,66,0,47179,76,126437,29936
682,2020-03-19,2,0,2020-05-18,327,8,47189,12,128874,27113
683,2020-03-19,4,0,2020-05-18,110,5,12053,44,179144,61882
684,2020-03-19,1,0,2020-05-18,106,9,12061,40,147981,57277
685,2020-03-19,1,0,2020-05-18,131,0,12063,7,48571,12035
686,2020-03-19,1,0,2020-05-18,371,7,12085,74,155719,57914
687,2020-03-19,1,0,2020-05-18,5,0,8049,0,14793,3858
688,2020-03-19,1,0,2020-05-18,565,32,8087,6,28123,6047
689,2020-03-19,4,0,2020-05-18,735,54,9013,16,151596,31539
690,2020-03-19,1,0,2020-05-18,322,14,9015,6,116674,25482
691,2020-03-19,2,0,2020-05-18,77,1,13127,24,83467,20679
692,2020-03-19,2,0,2020-05-18,95,1,13175,16,47451,10610
693,2020-03-19,1,0,2020-05-18,69,2,13225,0,27027,5201
694,2020-03-19,1,0,2020-05-18,250,7,13247,16,88482,17124
695,2020-03-19,1,0,2020-05-18,45,1,13103,0,57087,9061
696,2020-03-19,2,1,2020-05-18,231,28,13099,0,10405,2739
697,2020-03-19,1,0,2020-05-18,397,17,13021,117,153923,31993
698,2020-03-19,1,0,2020-05-18,78,0,4023,0,46358,10530
699,2020-03-19,1,0,2020-05-18,267,5,4025,39,220972,85127
700,2020-03-19,1,0,2020-05-18,150,0,5007,30,251823,44616
701,2020-03-19,1,0,2020-05-18,4,0,5009,24,37212,9809
702,2020-03-19,1,0,2020-05-18,35,0,5019,0,22495,5000
703,2020-03-19,1,0,2020-05-18,237,7,5035,0,49278,9487
704,2020-03-19,1,0,2020-05-18,16,0,5053,0,18076,4063
705,2020-03-19,1,0,2020-05-18,24,0,5055,8,44197,9006
706,2020-03-19,1,0,2020-05-18,26,0,5063,12,37097,8706
707,2020-03-19,1,0,2020-05-18,141,0,5031,66,104246,19242
708,2020-03-19,1,0,2020-05-18,27,2,5111,0,24098,5793
709,2020-03-19,1,0,2020-05-18,329,22,1017,0,33895,8501
710,2020-03-19,1,0,2020-05-18,1735,101,1097,157,414328,88103
711,2020-03-19,1,0,2020-05-18,139,0,1127,12,64927,16386
712,2020-03-19,1,0,2020-05-18,8,0,5113,6,20212,5939
713,2020-03-19,1,1,2020-05-18,39,1,8025,0,5514,1074
714,2020-03-19,1,0,2020-05-18,76,0,5115,11,63372,12757
715,2020-03-19,1,0,2020-05-18,6,0,5129,0,7925,2684
716,2020-03-19,1,0,2020-05-18,16,0,5131,69,127362,26807
717,2020-03-19,1,0,2020-05-18,32,1,5133,0,17206,3266
718,2020-03-19,1,0,2020-05-18,28,2,5141,0,16751,5519
719,2020-03-19,1,0,2020-05-18,246,13,24009,4,90824,18153
720,2020-03-19,1,0,2020-05-18,837,21,24045,24,102014,21277
721,2020-03-19,1,0,2020-05-18,527,38,22047,0,33122,6966
722,2020-03-19,3,0,2020-05-18,598,23,22055,80,238230,41592
723,2020-03-19,1,0,2020-05-18,350,25,22063,0,137096,24235
724,2020-03-19,1,0,2020-05-18,194,16,22075,0,23394,4024
725,2020-03-19,1,1,2020-05-18,284,23,22093,0,21485,4921
726,2020-03-19,2,0,2020-05-18,235,51,22097,16,83580,17636
727,2020-03-19,1,0,2020-05-18,117,5,22119,16,40043,10020
728,2020-03-19,2,0,2020-05-18,148,30,22121,0,25518,4884
729,2020-03-19,1,0,2020-05-18,355,33,22045,11,73346,14679
730,2020-03-19,1,0,2020-05-18,774,72,25015,11,161197,34945
731,2020-03-19,1,0,2020-05-18,65,0,27099,0,39386,9579
732,2020-03-19,1,0,2020-05-18,259,1,27139,0,141463,20208
733,2020-03-19,1,0,2020-05-18,135,10,26037,2,77321,16938
734,2020-03-19,2,0,2020-05-18,165,6,26045,0,108586,26110
735,2020-03-19,1,0,2020-05-18,1869,231,26049,151,410881,93094
736,2020-03-19,3,0,2020-05-18,386,25,26093,8,186946,41663
737,2020-03-19,1,0,2020-05-18,71,8,26111,26,83489,19242
738,2020-03-19,1,0,2020-05-18,27,1,18119,0,20957,5415
739,2020-03-19,1,0,2020-05-18,520,40,22019,75,198753,39284
740,2020-03-19,1,0,2020-05-18,308,2,18157,30,186081,28594
741,2020-03-19,1,0,2020-05-18,97,3,21047,18,72438,11300
742,2020-03-19,1,0,2020-05-18,293,4,21059,32,99258,22152
743,2020-03-19,1,0,2020-05-18,50,2,21199,38,63974,15846
744,2020-03-19,1,0,2020-05-18,34,0,21209,6,52322,8436
745,2020-03-19,1,0,2020-05-18,170,5,18177,30,66972,16958
746,2020-03-19,1,0,2020-05-18,230,11,22007,0,22881,5211
747,2020-03-19,1,0,2020-05-18,536,20,20173,236,510484,97508
748,2020-03-19,1,0,2020-05-18,95,3,21101,12,46252,10871
749,2020-03-19,1,0,2020-05-18,7,0,20107,0,9602,2635
750,2020-03-19,2,0,2020-05-18,3,0,20127,0,5605,1854
751,2020-03-19,1,0,2020-05-18,276,10,19061,18,96571,22155
752,2020-03-19,1,0,2020-05-18,532,33,19139,5,42923,9608
753,2020-03-19,1,0,2020-05-18,8,0,20021,0,20501,5088
754,2020-03-20,1,0,2020-05-19,221,2,37147,71,176484,30269
755,2020-03-20,3,0,2020-05-19,283,37,37135,13,141812,25896
756,2020-03-20,1,0,2020-05-19,32,4,37167,10,60875,14861
757,2020-03-20,1,0,2020-05-19,560,27,37159,20,138940,31195
758,2020-03-20,1,0,2020-05-19,87,7,37139,10,39546,8584
759,2020-03-20,1,0,2020-05-19,3,0,38069,0,4272,1309
760,2020-03-20,1,0,2020-05-19,8,1,38071,0,11574,2909
761,2020-03-20,1,0,2020-05-19,244,26,39007,19,98622,25127
762,2020-03-20,1,0,2020-05-19,453,45,39029,20,104584,27542
763,2020-03-20,1,0,2020-05-19,35,3,37031,8,68699,21116
764,2020-03-20,1,0,2020-05-19,306,11,37057,29,164118,37797
765,2020-03-20,4,0,2020-05-19,129,20,37069,0,63866,14275
766,2020-03-20,1,0,2020-05-19,1,0,41023,0,7209,2694
767,2020-03-20,1,0,2020-05-19,6,0,41061,4,25810,6683
768,2020-03-20,1,0,2020-05-19,132,5,42027,0,160646,29386
769,2020-03-20,1,0,2020-05-19,2524,15,39101,15,65483,15039
770,2020-03-20,1,0,2020-05-19,36,0,39159,7,54688,8714
771,2020-03-20,2,0,2020-05-19,285,15,39165,57,223868,42520
772,2020-03-20,1,0,2020-05-19,15,1,40049,0,27751,6609
773,2020-03-20,1,0,2020-05-19,136,1,31019,34,48834,9288
774,2020-03-20,1,0,2020-05-19,912,7,31109,108,306357,55100
775,2020-03-20,1,0,2020-05-19,57,1,32023,0,43296,15960
776,2020-03-20,1,0,2020-05-19,49,2,33005,27,76109,19389
777,2020-03-20,1,0,2020-05-19,120,9,28129,0,16114,3931
778,2020-03-20,3,0,2020-05-19,69,11,28139,0,21993,4899
779,2020-03-20,2,0,2020-05-19,21,0,29043,0,83028,16810
780,2020-03-20,1,0,2020-05-19,26,2,29069,0,30905,7240
781,2020-03-20,1,0,2020-05-19,36,1,29169,0,53132,6246
782,2020-03-20,1,0,2020-05-19,86,7,29201,12,38858,9126
783,2020-03-20,1,0,2020-05-19,350,32,36021,9,61481,18429
784,2020-03-20,1,0,2020-05-19,182,11,36035,8,53955,13782
785,2020-03-20,1,0,2020-05-19,182,4,36037,10,58537,13935
786,2020-03-20,3,0,2020-05-19,845,39,36063,32,212675,52917
787,2020-03-20,2,0,2020-05-19,785,38,36065,51,232324,56184
788,2020-03-20,1,0,2020-05-19,1759,56,34011,36,154952,30141
790,2020-03-20,1,0,2020-05-19,1987,79,35031,5,72849,11923
791,2020-03-20,1,0,2020-05-19,644,27,42055,24,153003,38030
795,2020-03-20,2,0,2020-05-19,69,0,53015,18,103590,26255
796,2020-03-20,1,0,2020-05-19,62,2,50001,0,36825,9459
797,2020-03-20,1,0,2020-05-19,50,1,50021,13,59676,16414
798,2020-03-20,1,0,2020-05-19,701,9,51001,10,32840,9713
799,2020-03-20,1,0,2020-05-19,28,1,51073,7,37035,9239
800,2020-03-20,1,0,2020-05-19,34,1,55073,52,135293,30856
801,2020-03-20,1,0,2020-05-19,438,14,55105,33,161226,34912
802,2020-03-20,2,0,2020-05-19,48,0,55109,0,87142,16229
