,date_0days,cases_0days,deaths_0days,date_60days,cases_60days,deaths_60days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population
142,2020-03-10,2,1,2020-05-09,7,1,46035,8,19753,4889
143,2020-03-10,1,0,2020-05-09,2767,29,46099,54,183660,32585
144,2020-03-10,1,0,2020-05-09,54,1,47163,103,156519,44012
145,2020-03-10,2,0,2020-05-09,5619,143,48113,614,2552213,377154
146,2020-03-10,1,0,2020-05-09,699,16,48339,97,535187,96577
147,2020-03-10,1,0,2020-05-09,3210,101,48439,409,1983675,306980
148,2020-03-10,1,0,2020-05-09,666,19,6111,139,847834,167777
149,2020-03-10,1,0,2020-05-09,173,6,8051,0,16215,2905
150,2020-03-10,1,0,2020-05-09,308,5,12001,210,259865,47766
151,2020-03-10,1,0,2020-05-09,605,28,6077,121,724153,123774
152,2020-03-10,3,0,2020-05-09,734,27,12021,73,356774,132129
153,2020-03-10,1,0,2020-05-09,233,33,18011,8,63013,11259
154,2020-03-10,5,0,2020-05-09,6674,468,22071,111,388182,74618
155,2020-03-10,1,0,2020-05-09,11211,625,25009,98,775860,173485
156,2020-03-10,1,0,2020-05-09,8,1,18001,4,35018,7140
157,2020-03-10,1,0,2020-05-09,936,52,17111,33,308043,58774
158,2020-03-10,1,0,2020-05-09,60,1,12089,0,78435,21894
159,2020-03-10,1,0,2020-05-09,2818,88,17089,103,529402,93411
160,2020-03-10,1,0,2020-05-09,293,9,12101,166,498136,142985
161,2020-03-10,2,0,2020-05-09,848,59,12103,279,949842,293786
162,2020-03-10,1,0,2020-05-09,17,0,13049,0,12963,2473
163,2020-03-11,1,0,2020-05-10,86,0,41017,36,175321,45371
164,2020-03-11,1,0,2020-05-10,27,1,38101,19,69628,11458
165,2020-03-11,1,0,2020-05-10,500,67,39151,128,374273,94437
166,2020-03-11,1,0,2020-05-10,84,5,41053,0,79666,18539
167,2020-03-11,1,0,2020-05-10,85,1,41059,3,76736,15752
168,2020-03-11,2,0,2020-05-10,3966,341,42017,90,626486,151809
169,2020-03-11,2,0,2020-05-10,102,8,41043,11,121074,29548
170,2020-03-11,1,0,2020-05-10,314,21,28035,48,75835,13870
171,2020-03-11,2,0,2020-05-10,13937,793,34023,185,837288,164627
172,2020-03-11,1,0,2020-05-10,1073,46,35001,138,674855,140933
173,2020-03-11,1,0,2020-05-10,111,1,35049,22,147514,42681
174,2020-03-11,2,0,2020-05-10,48,2,35053,0,17098,4106
175,2020-03-11,1,0,2020-05-10,1822,143,36055,191,748680,166403
176,2020-03-11,1,0,2020-05-10,179,9,53029,6,80323,24585
177,2020-03-11,2,0,2020-05-10,1368,61,51013,32,229534,32701
178,2020-03-11,1,0,2020-05-10,123,1,53067,72,269885,60028
179,2020-03-11,2,0,2020-05-10,93,3,55039,15,102082,24000
180,2020-03-11,1,0,2020-05-10,400,23,55133,64,396731,95193
181,2020-03-11,1,0,2020-05-10,16,0,56033,11,29964,8337
182,2020-03-11,1,0,2020-05-10,368,9,27109,218,151685,29861
183,2020-03-11,1,0,2020-05-10,432,37,50007,46,160985,31691
184,2020-03-11,1,0,2020-05-10,110,4,45057,20,86544,22468
185,2020-03-11,1,0,2020-05-10,4,0,46009,0,6972,1925
186,2020-03-11,1,0,2020-05-10,118,0,48183,66,123402,24309
187,2020-03-11,2,0,2020-05-10,501,21,6099,88,535684,92698
188,2020-03-11,9,0,2020-05-10,54,2,8097,4,17747,4417
189,2020-03-11,1,0,2020-05-10,2331,95,10003,119,555036,112051
190,2020-03-11,1,0,2020-05-10,14006,487,12086,593,2702602,563748
191,2020-03-11,1,0,2020-05-10,234,19,5069,34,71373,15529
192,2020-03-11,1,0,2020-05-10,817,30,18141,74,268613,57385
193,2020-03-11,1,0,2020-05-10,1751,133,22017,107,251069,54633
194,2020-03-11,3,0,2020-05-10,822,89,18081,6,149359,29234
195,2020-03-11,1,0,2020-05-10,3878,191,24005,123,828637,186412
196,2020-03-11,1,0,2020-05-10,222,4,12109,47,226578,57092
197,2020-03-11,1,0,2020-05-10,246,10,18067,13,82457,20461
198,2020-03-11,3,0,2020-05-10,363,31,13015,21,102623,18389
199,2020-03-11,1,0,2020-05-10,5245,173,17097,108,704476,131932
200,2020-03-11,1,0,2020-05-10,185,4,13185,48,113941,17921
201,2020-03-11,1,0,2020-05-10,340,22,13177,0,29216,4964
202,2020-03-12,1,0,2020-05-11,408,35,39155,42,203341,55450
203,2020-03-12,2,0,2020-05-11,379,5,37067,259,368362,76042
204,2020-03-12,2,0,2020-05-11,2134,63,37119,173,1034290,156489
205,2020-03-12,1,0,2020-05-11,209,18,37101,24,186308,33619
206,2020-03-12,1,0,2020-05-11,350,17,37025,25,196716,35521
207,2020-03-12,1,0,2020-05-11,54,2,37133,14,192685,22983
208,2020-03-12,1,0,2020-05-11,268,9,41005,54,399962,94656
209,2020-03-12,1,0,2020-05-11,9599,318,36071,76,378174,70347
210,2020-03-12,1,0,2020-05-11,11,0,31025,0,25513,5904
211,2020-03-12,1,0,2020-05-11,55,2,32510,24,54219,14410
212,2020-03-12,1,0,2020-05-11,15602,1426,34013,267,800401,146732
213,2020-03-12,2,0,2020-05-11,1456,112,36001,120,308580,67673
214,2020-03-12,1,0,2020-05-11,65,0,36025,0,45950,14201
215,2020-03-12,1,0,2020-05-11,3378,106,36027,51,295685,66971
216,2020-03-12,1,0,2020-05-11,81,1,36043,0,62943,16310
217,2020-03-12,1,0,2020-05-11,5876,518,34027,91,498847,110520
218,2020-03-12,1,0,2020-05-11,2465,160,42095,64,300941,74273
219,2020-03-12,1,0,2020-05-11,433,21,42103,0,55687,15643
220,2020-03-12,1,0,2020-05-11,171,16,51085,24,103218,23448
221,2020-03-12,3,0,2020-05-11,173,15,51095,26,73028,22611
222,2020-03-12,1,0,2020-05-11,66,2,51147,8,22903,5017
223,2020-03-12,1,0,2020-05-11,2991,53,51153,24,450763,60739
224,2020-03-12,1,0,2020-05-11,1,0,53013,0,3999,1371
225,2020-03-12,1,0,2020-05-11,13,0,53027,0,71454,19476
226,2020-03-12,2,0,2020-05-11,1966,63,53077,52,248279,44560
228,2020-03-12,1,0,2020-05-11,280,5,47093,254,452286,93686
229,2020-03-12,1,0,2020-05-11,103,8,29077,163,286759,60988
230,2020-03-12,1,0,2020-05-11,3744,398,27053,311,1224763,229263
231,2020-03-12,2,0,2020-05-11,1443,6,27145,41,155300,30193
232,2020-03-12,1,0,2020-05-11,1161,109,9005,21,184454,50170
233,2020-03-12,1,0,2020-05-11,302,21,12019,28,203291,41495
234,2020-03-12,1,0,2020-05-11,1171,29,12031,412,912043,171837
235,2020-03-12,2,0,2020-05-11,3887,238,12099,401,1426772,414928
236,2020-03-12,2,0,2020-05-11,430,57,12115,118,404839,174026
237,2020-03-12,2,0,2020-05-11,2278,81,8001,168,487850,69778
238,2020-03-12,1,0,2020-05-11,195,4,2020,73,298225,43608
239,2020-03-12,5,0,2020-05-11,630,23,5119,209,392848,79133
240,2020-03-12,1,0,2020-05-11,1159,50,6107,51,458809,69266
241,2020-03-12,1,0,2020-05-11,415,11,12117,38,449260,92794
242,2020-03-12,1,0,2020-05-11,11,0,21173,4,27550,5851
243,2020-03-12,1,0,2020-05-11,92,2,23001,54,107317,24289
244,2020-03-12,3,0,2020-05-11,2332,42,26081,150,636376,115828
245,2020-03-12,1,0,2020-05-11,46,1,26117,12,62956,14301
246,2020-03-12,1,0,2020-05-11,358,25,26147,23,159761,38914
247,2020-03-12,2,0,2020-05-11,1192,81,26161,92,361509,65781
248,2020-03-12,1,0,2020-05-11,471,15,27037,12,414655,76445
249,2020-03-12,1,0,2020-05-11,586,17,26065,219,286185,51447
250,2020-03-12,1,1,2020-05-11,1121,65,20209,145,163227,27635
251,2020-03-12,1,0,2020-05-11,6,0,19027,6,20428,5287
252,2020-03-13,1,0,2020-05-12,755,13,37191,16,124496,26321
253,2020-03-13,1,0,2020-05-12,997,43,40109,300,774203,140665
254,2020-03-13,1,0,2020-05-12,581,26,36093,36,155239,34957
255,2020-03-13,3,0,2020-05-12,461,33,42041,45,245801,58099
256,2020-03-13,1,0,2020-05-12,1973,189,42029,93,514652,109411
257,2020-03-13,1,0,2020-05-12,11,0,30093,11,34514,8536
258,2020-03-13,1,0,2020-05-12,16,0,30049,8,66290,16327
259,2020-03-13,1,0,2020-05-12,149,1,30031,8,100733,17127
260,2020-03-13,1,0,2020-05-12,9,1,29083,8,21834,5958
261,2020-03-13,1,0,2020-05-12,190,25,28109,6,55049,13434
262,2020-03-13,1,0,2020-05-12,82,2,30111,41,156332,34804
263,2020-03-13,1,0,2020-05-12,7633,562,34029,106,589699,167321
264,2020-03-13,1,0,2020-05-12,221,2,53025,0,93420,17194
266,2020-03-13,1,0,2020-05-12,193,4,56013,12,40354,9748
267,2020-03-13,3,0,2020-05-12,66,2,55117,13,115094,27003
268,2020-03-13,1,0,2020-05-12,763,17,55101,33,195101,42061
269,2020-03-13,2,0,2020-05-12,4069,235,55079,381,956586,173173
270,2020-03-13,1,0,2020-05-12,191,20,28083,9,30113,5674
271,2020-03-13,1,0,2020-05-12,126,4,42125,50,207661,55472
272,2020-03-13,1,0,2020-05-12,26,0,47089,6,52887,13602
273,2020-03-13,1,0,2020-05-12,258,14,47065,215,354589,81748
274,2020-03-13,1,0,2020-05-12,5,1,46087,0,5515,1423
275,2020-03-13,1,0,2020-05-12,764,18,47149,78,298456,42641
276,2020-03-13,4,0,2020-05-12,2235,71,48453,294,1176584,160972
277,2020-03-13,3,0,2020-05-12,185,4,48423,194,222277,47438
278,2020-03-13,1,0,2020-05-12,688,29,48167,26,321184,62311
279,2020-03-13,1,0,2020-05-12,1413,33,48141,203,834825,133011
280,2020-03-13,1,0,2020-05-12,223,3,48027,90,336506,47766
281,2020-03-13,1,0,2020-05-12,119,1,27171,3,131130,22152
282,2020-03-13,1,0,2020-05-12,2190,117,8123,26,285729,48279
283,2020-03-13,2,0,2020-05-12,171,2,8117,8,29722,5667
284,2020-03-13,1,0,2020-05-12,59,6,8107,4,24359,4914
285,2020-03-13,1,0,2020-05-12,188,12,8101,32,163368,39318
286,2020-03-13,1,0,2020-05-12,15,1,8019,0,9257,2454
287,2020-03-13,1,0,2020-05-12,580,15,12097,66,325168,57062
288,2020-03-13,1,0,2020-05-12,1536,34,12095,388,1290216,206342
289,2020-03-13,1,0,2020-05-12,291,7,1125,84,204424,36426
290,2020-03-13,1,0,2020-05-12,684,18,1101,88,227120,44214
291,2020-03-13,1,0,2020-05-12,58,0,1083,10,91695,18399
292,2020-03-13,2,0,2020-05-12,1153,62,1073,471,659460,138161
293,2020-03-13,1,0,2020-05-12,156,4,1051,5,80989,15929
294,2020-03-13,1,0,2020-05-12,165,1,28029,0,28748,6493
295,2020-03-13,1,0,2020-05-12,58,2,6069,8,58671,10074
296,2020-03-13,1,0,2020-05-12,762,55,24017,10,156021,26064
297,2020-03-13,1,0,2020-05-12,2530,127,24003,53,564600,111090
298,2020-03-13,1,0,2020-05-12,721,31,23005,72,289173,68027
299,2020-03-13,1,0,2020-05-12,533,39,22109,26,113067,21180
300,2020-03-13,2,0,2020-05-12,1477,141,22103,149,249201,55158
301,2020-03-13,1,0,2020-05-12,596,43,22089,8,52728,9258
302,2020-03-13,1,0,2020-05-12,13,1,26029,0,26160,8123
303,2020-03-13,1,0,2020-05-12,6097,710,26099,122,864019,192977
304,2020-03-13,1,0,2020-05-12,9,0,26089,0,21564,8279
305,2020-03-13,1,0,2020-05-12,214,10,26017,32,105350,27300
306,2020-03-13,1,0,2020-05-12,744,21,16001,105,435117,80856
307,2020-03-13,1,0,2020-05-12,614,15,13151,40,217506,34127
308,2020-03-13,2,0,2020-05-12,125,16,13129,8,56424,10941
309,2020-03-13,1,0,2020-05-12,18,0,20015,16,66260,13403
310,2020-03-13,1,0,2020-05-12,17,0,19085,0,14196,3779
311,2020-03-14,4,0,2020-05-13,509,15,39017,74,375702,73222
312,2020-03-14,1,0,2020-05-13,4113,148,39049,449,1253507,205767
313,2020-03-14,2,0,2020-05-13,276,7,39013,15,68889,18587
314,2020-03-14,2,0,2020-05-13,228,15,37085,14,128753,21027
315,2020-03-14,1,0,2020-05-13,55,4,37049,72,103374,24450
316,2020-03-14,1,0,2020-05-13,50,4,37019,19,122586,46285
317,2020-03-14,1,0,2020-05-13,136,2,36109,16,104415,18998
318,2020-03-14,1,0,2020-05-13,569,49,39093,75,305405,71677
319,2020-03-14,1,0,2020-05-13,108,16,36107,0,49322,12444
320,2020-03-14,1,0,2020-05-13,1545,139,42003,580,1229605,303430
321,2020-03-14,2,0,2020-05-13,946,88,39153,170,541318,126698
322,2020-03-14,1,0,2020-05-13,20,1,40065,6,25574,4799
323,2020-03-14,1,0,2020-05-13,229,1,39157,38,92531,23202
324,2020-03-14,2,0,2020-05-13,39,1,30063,32,114231,22759
325,2020-03-14,1,0,2020-05-13,5499,360,34021,92,373362,75299
326,2020-03-14,1,0,2020-05-13,382,31,36007,47,196124,47891
327,2020-03-14,2,0,2020-05-13,477,22,35043,0,138815,30925
328,2020-03-14,1,0,2020-05-13,270,4,51177,12,130159,23288
329,2020-03-14,1,0,2020-05-13,862,29,51041,106,335594,65652
330,2020-03-14,2,0,2020-05-13,46,2,50027,0,55485,16500
331,2020-03-14,1,0,2020-05-13,38,1,50023,14,58691,15091
332,2020-03-14,1,0,2020-05-13,102,1,55139,26,169540,35586
333,2020-03-14,1,0,2020-05-13,22,3,53039,0,21172,6449
334,2020-03-14,1,0,2020-05-13,17,1,47013,10,39824,10474
335,2020-03-14,3,0,2020-05-13,282,12,45013,24,179316,56939
336,2020-03-14,1,0,2020-05-13,492,25,45063,55,281870,59280
337,2020-03-14,2,0,2020-05-13,392,0,49043,4,39731,6731
338,2020-03-14,1,0,2020-05-13,217,3,48209,42,194843,29297
339,2020-03-14,2,0,2020-05-13,710,9,48039,16,345995,57101
340,2020-03-14,1,0,2020-05-13,9570,745,9009,186,862127,194911
341,2020-03-14,1,0,2020-05-13,7732,963,9003,216,897417,201242
342,2020-03-14,1,0,2020-05-13,51,0,8077,44,148798,35763
343,2020-03-14,2,0,2020-05-13,280,4,13077,19,138015,25269
344,2020-03-14,1,0,2020-05-13,21,0,4009,0,37700,6933
345,2020-03-14,1,0,2020-05-13,231,7,1003,51,203360,53519
346,2020-03-14,1,0,2020-05-13,797,57,8013,72,316782,59425
347,2020-03-14,1,0,2020-05-13,232,1,6079,46,280119,70097
348,2020-03-14,1,0,2020-05-13,5249,288,25005,96,557016,124173
349,2020-03-14,1,0,2020-05-13,1111,79,25001,34,213900,80676
350,2020-03-14,1,0,2020-05-13,595,61,24013,10,167319,36730
351,2020-03-14,1,0,2020-05-13,808,77,22095,0,43565,8070
352,2020-03-14,1,0,2020-05-13,716,60,22057,21,98112,19612
353,2020-03-14,1,0,2020-05-13,6,0,27129,0,14798,4088
354,2020-03-14,1,0,2020-05-13,404,18,26115,0,149619,35206
355,2020-03-14,1,0,2020-05-13,31,0,21179,4,45131,9073
356,2020-03-14,1,0,2020-05-13,15,1,17203,0,38942,8978
357,2020-03-14,2,0,2020-05-13,788,64,17163,42,264433,54566
358,2020-03-14,2,0,2020-05-13,292,25,17167,99,198134,45191
359,2020-03-14,1,0,2020-05-13,5244,271,17043,257,931826,189208
360,2020-03-14,1,0,2020-05-13,11,0,16081,0,10776,1500
361,2020-03-14,2,0,2020-05-13,21,0,15007,9,71093,18043
362,2020-03-14,1,0,2020-05-13,324,22,22015,0,125698,23653
363,2020-03-14,2,0,2020-05-13,507,5,16013,0,21583,5080
364,2020-03-14,1,0,2020-05-13,7,0,17035,0,10899,2730
365,2020-03-14,1,0,2020-05-13,8,1,21017,4,20017,4949
366,2020-03-14,1,0,2020-05-13,30,0,20059,5,25599,5593
367,2020-03-14,1,0,2020-05-13,741,8,19049,0,80864,12950
368,2020-03-14,1,0,2020-05-13,12,0,18179,7,27832,6613
369,2020-03-14,1,0,2020-05-13,340,12,18091,34,110839,25713
370,2020-03-15,1,0,2020-05-14,9,0,37189,10,53421,11059
371,2020-03-15,1,0,2020-05-14,218,9,37195,14,81379,19331
372,2020-03-15,1,0,2020-05-14,207,18,39103,12,176362,40244
373,2020-03-15,1,0,2020-05-14,55,7,41071,11,102366,22508
374,2020-03-15,1,0,2020-05-14,44,1,40119,11,80634,13033
375,2020-03-15,1,0,2020-05-14,49,7,40071,6,45173,11238
376,2020-03-15,1,0,2020-05-14,458,35,40027,77,274024,47856
377,2020-03-15,1,0,2020-05-14,1883,195,39095,251,433404,92861
378,2020-03-15,2,0,2020-05-14,1115,58,36079,10,99464,22683
379,2020-03-15,1,0,2020-05-14,1624,67,33011,62,406371,84563
380,2020-03-15,2,0,2020-05-14,717,18,28049,218,243249,44090
381,2020-03-15,1,0,2020-05-14,69,3,36057,8,49500,11948
382,2020-03-15,2,0,2020-05-14,207,2,36039,0,47791,13422
383,2020-03-15,3,0,2020-05-14,4671,411,36029,262,923995,216391
384,2020-03-15,1,0,2020-05-14,1435,11,49049,122,576496,59457
385,2020-03-15,1,0,2020-05-14,282,18,27163,31,250979,49212
386,2020-03-15,1,0,2020-05-14,2,0,53043,0,10344,3325
387,2020-03-15,1,0,2020-05-14,32,3,53041,6,76012,20549
388,2020-03-15,3,0,2020-05-14,278,18,45051,100,310186,90290
389,2020-03-15,1,0,2020-05-14,996,46,45045,137,490332,100264
390,2020-03-15,2,0,2020-05-14,201,8,45007,40,194174,45832
391,2020-03-15,1,0,2020-05-14,2477,124,42079,71,318222,82489
392,2020-03-15,1,0,2020-05-14,3378,133,42077,143,360774,80015
393,2020-03-15,1,0,2020-05-14,1016,28,48121,81,781321,106598
394,2020-03-15,1,0,2020-05-14,18,0,27161,0,18898,4286
