,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in,density,pop_2019,percent_democrat,percent_gop,percent_in_poverty,pop_under18,pop_over65,pop_2018,median_age,percent_with_bachelors
310,2020-03-13,1,0,2020-05-22,18,0,19085,0,14196,3779,3816,3472,780,20.160928433,14049,0.287747357007,0.6630523177009999,9.7,3242,2708,14143,44.1,18.8
311,2020-03-14,2,0,2020-05-22,374,11,39013,15,68889,18587,17287,11678,6336,125.921388,67006,0.283328421259,0.6788158627240001,13.0,13041,13591,68472,44.5,16.2
312,2020-03-14,4,0,2020-05-22,734,23,39017,74,375702,73222,97419,75561,53809,821.24422469,383134,0.336654356319,0.620114949353,12.4,90144,52872,378294,36.5,29.8
313,2020-03-14,1,0,2020-05-22,74,4,37019,19,122586,46285,27646,16497,7222,168.18324189,142820,0.343721656382,0.6310311501,10.5,20621,37182,126860,52.8,28.6
314,2020-03-14,1,0,2020-05-22,4996,215,39049,449,1253507,205767,541451,62278,174828,2473.1942743,1316756,0.605650509905,0.346717479913,15.5,299072,146002,1275333,34.0,39.3
315,2020-03-14,1,0,2020-05-22,626,58,39093,75,305405,71677,82851,52706,22574,630.77076244,309833,0.475346495529,0.478185783073,14.2,68799,53050,306713,41.8,24.0
316,2020-03-14,2,0,2020-05-22,258,20,37085,14,128753,21027,18545,31342,8267,228.52258588,135976,0.3659659659660001,0.60678456234,14.4,34765,15414,130361,34.2,20.7
317,2020-03-14,1,0,2020-05-22,142,4,37049,72,103374,24450,37742,8215,10939,144.5555646,102139,0.378122904545,0.5960502693,14.9,22768,18543,103082,36.6,25.7
318,2020-03-14,2,0,2020-05-22,1183,148,39153,170,541318,126698,183463,70494,89045,1310.6276681,541013,0.519818994387,0.438234435078,12.0,115333,92166,541810,40.9,32.1
319,2020-03-14,1,0,2020-05-22,1739,154,42003,580,1229605,303430,541009,58690,147103,1665.5479101,1216045,0.564415794817,0.40034018841,11.7,231334,221970,1225561,40.8,40.7
320,2020-03-14,1,0,2020-05-22,301,2,39157,38,92531,23202,29744,12148,7007,162.11111658,91987,0.296722211136,0.6511923767710001,12.3,21298,17458,92526,41.0,15.8
321,2020-03-14,1,0,2020-05-22,147,2,36109,16,104415,18998,43590,4145,15795,215.27841332,102180,0.6770074443,0.255569979071,16.8,15362,13561,102962,30.9,52.7
322,2020-03-14,1,0,2020-05-22,21,1,40065,6,25574,4799,10184,1090,1740,30.561168181,24530,0.188700999231,0.764668203946,15.3,6500,3698,25384,34.2,20.9
323,2020-03-14,1,0,2020-05-22,118,17,36107,0,49322,12444,9377,14107,5651,92.94647109999998,48203,0.333333333333,0.6094570928199999,10.2,10495,9435,49045,44.0,25.5
324,2020-03-14,2,0,2020-05-22,39,1,30063,32,114231,22759,55010,2553,5946,46.124019178999994,119600,0.536746346318,0.378882855197,12.7,22206,16877,115983,35.6,42.5
325,2020-03-14,1,0,2020-05-22,6295,443,34021,92,373362,75299,117332,56410,109028,1637.0943852,367430,0.66312653893,0.301446240059,10.9,79172,53598,368762,38.7,42.0
326,2020-03-14,1,0,2020-05-22,468,39,36007,47,196124,47891,76697,10142,16590,269.88239734,190488,0.45342982603,0.49032282988,17.3,37961,35621,194402,39.8,28.3
327,2020-03-14,2,0,2020-05-22,529,24,35043,0,138815,30925,24499,32749,11057,39.553538726,146748,0.452250111392,0.424905523376,12.6,33663,23111,140769,39.9,30.0
328,2020-03-14,1,0,2020-05-22,373,4,51177,12,130159,23288,23460,38433,13190,339.26237221,136215,0.389865180484,0.557624470467,7.5,33102,17384,131412,38.1,31.5
329,2020-03-14,1,0,2020-05-22,1152,29,51041,106,335594,65652,74512,88796,45476,832.9516176,352802,0.462056729497,0.484562548492,7.6,81792,47282,339447,38.8,39.9
330,2020-03-14,2,0,2020-05-22,49,2,50027,0,55485,16500,16807,10714,8483,56.789630978999995,55062,0.630353549871,0.309140557632,9.6,10246,12184,55427,47.7,36.3
331,2020-03-14,1,0,2020-05-22,160,1,55139,26,169540,35586,61374,23221,33699,395.46405314,171907,0.431402226051,0.505832906441,10.4,35149,26174,169926,38.2,27.3
332,2020-03-14,1,0,2020-05-22,38,1,50023,14,58691,15091,25018,5943,8841,85.015103457,58409,0.6489146367,0.278948837859,10.8,11236,10802,58477,43.7,41.5
333,2020-03-14,1,0,2020-05-22,24,3,53039,0,21172,6449,5320,2263,1692,11.981493479000001,22425,0.383507455117,0.546708591135,12.7,4223,4847,21396,46.6,28.9
334,2020-03-14,1,0,2020-05-22,17,1,47013,10,39824,10474,8289,5269,1695,82.97139308199999,39842,0.17978246961,0.788547664747,21.6,8216,8030,39687,43.8,11.9
335,2020-03-14,1,0,2020-05-22,537,29,45063,55,281870,59280,74215,55068,39137,427.40105136,298750,0.288461696312,0.6555582004280001,12.5,67051,42994,286316,39.0,30.1
336,2020-03-14,3,0,2020-05-22,314,12,45013,24,179316,56939,67854,6556,10312,333.45829391,192122,0.406444963584,0.549484677752,10.9,35271,46932,182658,44.8,40.3
337,2020-03-14,2,0,2020-05-22,403,0,49043,4,39731,6731,14795,5793,9663,22.530456613000002,42145,0.509164059008,0.35563502706999994,6.2,10303,4487,40511,39.0,55.3
338,2020-03-14,1,0,2020-05-22,266,3,48209,42,194843,29297,44664,41767,21255,339.50235229,230191,0.463019406073,0.471589955819,13.2,47497,21285,204150,31.6,37.4
339,2020-03-14,2,0,2020-05-22,825,12,48039,16,345995,57101,80207,72218,26084,274.53392410000004,374264,0.358075081466,0.6039519186010001,10.1,94513,39980,353999,35.6,29.7
340,2020-03-14,1,0,2020-05-22,10756,888,9009,186,862127,194911,305355,106781,83092,1413.9582297,854757,0.541623105592,0.421306752432,11.6,176925,142411,859339,40.1,34.9
341,2020-03-14,1,0,2020-05-22,9463,1155,9003,216,897417,201242,364906,65250,138032,1213.2864925,891720,0.585615915074,0.370503407904,11.2,190571,147260,894730,40.4,37.8
342,2020-03-14,1,0,2020-05-22,50,0,8077,44,148798,35763,62207,4629,2167,46.324405694,154210,0.279902772584,0.64278273412,14.4,33006,26902,149998,39.1,27.4
343,2020-03-14,2,0,2020-05-22,311,7,13077,19,138015,25269,28524,32767,10634,336.80589489,148509,0.270276441328,0.693353991682,10.2,35330,18483,140516,38.5,29.8
344,2020-03-14,1,0,2020-05-22,21,0,4009,0,37700,6933,9401,2088,835,8.4028631682,38837,0.276488818159,0.672166848145,20.2,10333,5012,37879,33.3,15.3
345,2020-03-14,1,0,2020-05-22,271,9,1003,51,203360,53519,60659,23845,7737,140.41440206,223234,0.195653098098,0.773514719949,9.8,45677,40665,208107,42.8,31.3
346,2020-03-14,1,0,2020-05-22,898,61,8013,72,316782,59425,128751,34308,61905,449.0721707,326196,0.7056610179080001,0.219345347554,9.7,62925,42068,321030,36.2,60.8
347,2020-03-14,1,0,2020-05-22,253,1,6079,46,280119,70097,110495,13746,11228,85.775180087,283111,0.50572747341,0.422813566125,12.7,50492,52758,281455,39.1,34.6
348,2020-03-14,1,0,2020-05-22,6362,353,25005,96,557016,124173,161032,100502,54847,1021.8915565,565217,0.51863306078,0.425796934181,10.8,116597,91150,558905,41.0,28.0
349,2020-03-14,1,0,2020-05-22,1257,103,25001,34,213900,80676,86328,14257,11081,540.28526702,212990,0.539938341863,0.405843201399,8.0,33113,62229,213690,52.9,42.8
350,2020-03-14,1,0,2020-05-22,757,73,24013,10,167319,36730,39526,47123,17348,376.30966539,168447,0.28645483570700003,0.6549676598449999,6.0,36956,26728,167522,42.4,35.6
351,2020-03-14,1,0,2020-05-22,838,77,22095,0,43565,8070,8907,10278,7894,199.87405514,42837,0.610318225651,0.364946962392,18.2,10810,5744,43446,36.6,16.3
352,2020-03-14,1,0,2020-05-22,766,65,22057,21,98112,19612,26296,15747,13006,91.36811049200001,97614,0.202262030545,0.7674094707520001,16.6,23034,14344,98214,37.5,16.6
353,2020-03-14,1,0,2020-05-22,5,0,27129,0,14798,4088,4934,2490,1631,14.800834367,14548,0.279915377496,0.646568821896,10.5,3376,2980,14721,44.3,14.4
354,2020-03-14,1,0,2020-05-22,455,19,26115,0,149619,35206,31977,34709,12516,273.96005418,150500,0.362464744066,0.583730314031,10.0,32824,25283,149699,42.4,19.1
355,2020-03-14,1,0,2020-05-22,36,0,21179,4,45131,9073,12539,7210,3300,110.73296762,46233,0.309908000578,0.646885988151,12.2,10978,6609,45388,39.5,17.2
356,2020-03-14,1,0,2020-05-22,18,2,17203,0,38942,8978,7421,11097,3807,72.875882999,38459,0.261385321574,0.679766878127,7.1,9569,6561,38817,40.0,31.6
357,2020-03-14,2,0,2020-05-22,983,74,17163,42,264433,54566,74718,43000,29689,394.83773394,259686,0.504861536397,0.448645565054,14.8,62455,38873,263463,38.3,27.3
358,2020-03-14,2,0,2020-05-22,334,28,17167,99,198134,45191,89902,5359,19761,224.20718355,194672,0.42220540675,0.516450369019,13.1,44614,32977,197661,40.0,34.2
359,2020-03-14,1,0,2020-05-22,6744,337,17043,257,931826,189208,281687,188866,288465,2815.8528427,922921,0.538831130776,0.398022420319,6.6,214874,134729,931743,39.1,48.8
360,2020-03-14,1,0,2020-05-22,10,0,17035,0,10899,2730,1746,3070,729,31.120672585999998,10766,0.186468347542,0.761835661165,11.7,2481,2042,10865,42.6,15.8
361,2020-03-14,1,0,2020-05-22,11,0,16081,0,10776,1500,3083,2173,362,27.036844278,12142,0.434353604511,0.435159081756,7.6,2921,1126,11080,36.6,41.5
362,2020-03-14,2,0,2020-05-22,510,5,16013,0,21583,5080,11133,454,1481,8.7275555573,23021,0.598340016786,0.31147999626999995,7.0,5035,3804,21994,43.2,38.2
363,2020-03-14,2,0,2020-05-22,20,0,15007,9,71093,18043,32863,303,393,116.62341805,72293,0.624871843554,0.287602050503,8.5,15731,13438,71377,42.4,29.5
364,2020-03-14,1,0,2020-05-22,380,25,22015,0,125698,23653,33729,25505,18137,151.18027749,127039,0.253683407604,0.711610261351,14.4,31649,16866,126131,35.1,25.6
365,2020-03-14,1,0,2020-05-22,9,1,21017,4,20017,4949,4876,3918,2772,68.294236446,19788,0.31748379024,0.6334887953589999,16.5,4581,3675,20144,42.1,18.9
366,2020-03-14,1,0,2020-05-22,32,0,20059,5,25599,5593,7556,4844,2871,44.67516335,25544,0.265434415463,0.6591292925500001,9.3,6227,4100,25563,39.1,19.5
367,2020-03-14,1,0,2020-05-22,821,14,19049,0,80864,12950,14862,25142,15109,158.84728471,93453,0.416354307893,0.5127468963499999,5.2,23693,9664,84002,35.3,49.4
368,2020-03-14,1,0,2020-05-22,22,0,18179,7,27832,6613,7631,5751,3613,76.87310110199999,28296,0.196982397318,0.7619446772840001,8.5,6957,4947,27947,39.8,18.1
369,2020-03-14,1,0,2020-05-22,377,20,18091,34,110839,25713,31634,14528,9913,183.67620597,109888,0.439947548562,0.50402275859,15.7,24035,18574,110552,40.4,17.9
370,2020-03-15,1,0,2020-05-22,12,0,37189,10,53421,11059,20186,2793,6198,179.80064953,56177,0.485001216587,0.4699850533560001,21.2,7066,8200,54117,31.2,41.6
371,2020-03-15,1,0,2020-05-22,275,9,37195,14,81379,19331,25704,8314,12163,222.55826689,81801,0.519431809113,0.463118133695,21.1,19013,13809,81336,40.6,19.6
372,2020-03-15,1,0,2020-05-22,2071,218,39095,251,433404,92861,155314,33977,52725,1261.1260995,428348,0.5601041297129999,0.386584169779,18.7,100005,66474,432379,37.9,26.3
373,2020-03-15,1,0,2020-05-22,63,7,41071,11,102366,22508,28176,15075,8041,149.60215985,107100,0.413046369359,0.5006871176519999,12.2,23684,16913,103820,38.1,26.5
374,2020-03-15,1,0,2020-05-22,45,1,40119,11,80634,13033,31027,4746,6689,119.40993544,81784,0.316587985153,0.599805398393,22.8,15714,9633,81512,27.1,36.9
375,2020-03-15,1,0,2020-05-22,51,7,40071,6,45173,11238,16926,2318,3346,47.344747471999995,43538,0.222328073831,0.724501339684,20.4,11235,8383,44880,38.6,19.1
376,2020-03-15,1,0,2020-05-22,481,37,40027,77,274024,47856,67279,65436,21796,527.13525714,284014,0.354810383623,0.571401130564,11.9,60795,34733,276733,33.9,32.5
377,2020-03-15,1,0,2020-05-22,258,18,39103,12,176362,40244,39783,47423,21577,426.48703678,179746,0.35342435094,0.602182184423,6.5,40656,29672,177257,41.9,33.3
378,2020-03-15,2,0,2020-05-22,1187,59,36079,10,99464,22683,14809,35503,12857,426.87222133,98320,0.392952518897,0.5712442855200001,6.0,20311,16053,99070,44.1,39.9
379,2020-03-15,1,0,2020-05-22,2004,107,33011,62,406371,84563,141330,69277,53999,475.76907022,417025,0.472832847471,0.474845932524,7.4,86322,60825,411087,40.5,37.3
380,2020-03-15,2,0,2020-05-22,855,24,28049,218,243249,44090,70946,32261,50510,266.53483115,231840,0.709251005069,0.272231690264,19.4,59637,31686,241774,34.4,29.1
381,2020-03-15,1,0,2020-05-22,77,4,36057,8,49500,11948,11808,9105,7552,122.10117072,49221,0.34183966051200004,0.6066636082119999,15.8,11285,8965,49426,41.4,17.5
382,2020-03-15,2,0,2020-05-22,215,4,36039,0,47791,13422,10749,8529,4511,72.915339799,47188,0.337590757327,0.611903121522,13.0,8057,9996,47617,45.8,22.1
383,2020-03-15,3,0,2020-05-22,5397,473,36029,262,923995,216391,404471,27167,56203,881.05768715,918702,0.501150690936,0.453536613368,13.7,188543,158532,919866,40.4,33.7
384,2020-03-15,1,0,2020-05-22,3613,197,42077,143,360774,80015,116381,50419,64024,1069.5744582,369318,0.503734537447,0.459286027014,12.0,82508,58706,362613,39.2,29.4
385,2020-03-15,1,0,2020-05-22,1651,13,49049,122,576496,59457,196631,39538,19909,317.47180642,636235,0.140497993621,0.513055755622,9.4,201857,43689,590440,24.6,40.1
386,2020-03-15,1,0,2020-05-22,2,0,53043,0,10344,3325,2768,1226,810,4.7342721583,10939,0.217498243148,0.719430780042,12.5,2238,2628,10435,48.4,23.6
387,2020-03-15,1,0,2020-05-22,35,3,53041,6,76012,20549,21481,6959,5016,33.58896436,80707,0.28949789958,0.6510502100419999,12.5,16652,15686,76947,43.1,16.8
388,2020-03-15,3,0,2020-05-22,359,21,45051,100,310186,90290,116672,9928,11459,312.51662259,354081,0.29502100351,0.6732287575399999,14.3,59937,71237,320915,45.2,23.6
389,2020-03-15,1,0,2020-05-22,1200,50,45045,137,490332,100264,183123,33865,65400,666.82074767,523542,0.346633770064,0.593627701208,11.1,116234,74825,498402,38.1,34.2
390,2020-03-15,2,0,2020-05-22,219,8,45007,40,194174,45832,52678,26890,15127,283.75304725,202558,0.262030487197,0.698777025007,14.6,45273,34228,195995,40.7,21.4
391,2020-03-15,1,0,2020-05-22,2620,133,42079,71,318222,82489,120812,23633,24644,356.66195853,317417,0.387656237051,0.583947985022,14.3,62491,61573,317884,43.0,23.2
392,2020-03-15,1,0,2020-05-22,1205,30,48121,81,781321,106598,178569,199845,67002,1008.6743153,887207,0.375059242312,0.576824066529,7.3,205076,76665,807047,35.2,44.5
393,2020-03-15,1,0,2020-05-22,453,25,27163,31,250979,49212,45765,82361,42946,682.70748369,262440,0.469648495201,0.451047653718,4.2,63020,34983,253317,39.3,43.2
394,2020-03-15,1,0,2020-05-22,118,12,12017,40,141373,61636,31961,10413,4184,257.18197519,149657,0.286028395527,0.683213971604,15.2,21373,51358,143087,56.2,17.6
395,2020-03-15,1,0,2020-05-22,26,3,12003,0,27537,5367,4503,5346,1870,49.911990836,29210,0.167167959474,0.814785499446,15.4,6693,3827,27785,37.6,13.4
396,2020-03-15,1,0,2020-05-22,120,2,8045,5,57945,10202,22141,6588,4731,20.377448183,60061,0.4255925250680001,0.496467639015,8.4,15028,7034,58538,36.3,30.0
397,2020-03-15,1,0,2020-05-22,23,0,27161,0,18898,4286,5806,3654,1985,43.962272694,18612,0.296273097401,0.622925148763,9.2,4426,3187,18809,40.2,20.5
398,2020-03-15,6,0,2020-05-22,1723,138,13095,50,91522,18997,28943,4639,17900,267.63323588,87956,0.68456890199,0.301459100958,29.5,22101,13321,91049,35.1,21.4
399,2020-03-15,2,0,2020-05-22,1071,43,13063,34,274150,36959,38624,71553,56469,2062.8050676,292256,0.8506432381550001,0.13156125330600002,17.6,78332,24343,278666,32.4,19.5
400,2020-03-15,2,0,2020-05-22,219,13,13059,104,123554,17345,41469,11484,29428,1076.3988884000003,128331,0.667420456344,0.286990343954,27.0,21654,12807,124602,27.7,42.7
401,2020-03-15,1,0,2020-05-22,83,1,5125,16,116252,26545,21280,31207,6560,169.21150169,122437,0.254892151392,0.689846260414,9.7,27906,20250,118009,39.2,26.1
402,2020-03-15,2,0,2020-05-22,132,1,5051,41,97994,28731,33527,5279,6279,146.66939609,99386,0.3045095074,0.645883432085,20.4,20063,22442,98296,44.9,20.2
403,2020-03-15,2,0,2020-05-22,420,19,1117,32,208721,41610,48813,50684,30792,277.19182547,217702,0.231100314491,0.734275461656,8.0,50611,30125,211261,38.9,42.1
404,2020-03-15,1,0,2020-05-22,471,32,1081,28,156597,24513,45450,22506,11087,270.83432209,164542,0.363928001665,0.595148089062,19.0,34202,17739,159287,31.4,34.1
405,2020-03-15,1,0,2020-05-22,1544,11,6083,82,442996,86816,186689,13296,27133,163.24346466,446499,0.6096551052220001,0.327235970382,12.6,99117,64775,443738,33.7,33.8
406,2020-03-15,1,0,2020-05-22,4146,173,6071,410,2121220,330448,569986,246417,174677,108.63552451,2180085,0.521920294998,0.42413027758,14.9,572852,233343,2135413,33.1,20.3
407,2020-03-15,1,0,2020-05-22,1590,50,24027,16,312495,57302,65820,95857,92815,1297.8389407,325690,0.640760650542,0.305954194302,5.2,77343,40889,315327,38.7,61.4
409,2020-03-15,1,0,2020-05-22,18,0,23015,4,34021,11973,10480,5626,2490,75.973982205,34634,0.477836879433,0.453854050019,11.1,5701,9005,34067,50.7,32.7
410,2020-03-15,1,0,2020-05-22,521,21,22087,8,45067,6771,7799,9549,5298,125.14573935,47244,0.313595242614,0.647308154615,20.1,12322,4869,45694,33.7,12.3
411,2020-03-15,1,0,2020-05-22,5568,537,25013,119,469188,103567,167034,42218,36149,755.86978552,466372,0.55095894516,0.390720207771,16.7,102903,75229,469116,38.9,27.2
412,2020-03-15,3,0,2020-05-22,7424,492,25023,47,509114,119899,136325,110866,55732,791.40182088,521202,0.506601859423,0.434276672421,6.2,112523,87718,512135,42.6,36.7
413,2020-03-15,1,0,2020-05-22,657,26,26139,22,280243,54457,81959,50570,37371,517.87771245,291830,0.318255905918,0.622096901757,6.8,69390,40123,284034,35.0,33.5
414,2020-03-15,1,0,2020-05-22,1780,52,17201,87,287512,65218,107129,21596,27099,550.65493316,282572,0.465331292523,0.477071850089,16.1,67673,47426,286174,39.6,22.6
415,2020-03-15,1,0,2020-05-22,133,10,17195,9,56823,14999,17799,8219,4591,80.653498449,55175,0.436533121777,0.499682665609,10.5,12610,11233,56396,43.2,18.5
416,2020-03-15,1,0,2020-05-22,173,16,17027,4,37640,8553,8805,10101,3446,79.254531794,37562,0.228109798471,0.7177438035670001,8.2,7992,6110,37628,40.2,22.5
417,2020-03-15,1,0,2020-05-22,117,6,15009,20,164094,37939,78196,1173,985,144.13488696,167417,0.64454583959,0.25884640560600003,8.6,36517,27860,165281,41.1,26.6
418,2020-03-15,1,0,2020-05-22,286,11,13217,10,105042,18455,17207,25405,10265,408.12156823,111744,0.500970607715,0.477470482107,14.8,28407,13118,106497,36.2,19.6
419,2020-03-15,1,0,2020-05-22,1097,96,18057,10,309687,49209,75774,76342,52159,857.14024676,338011,0.37241424201,0.5682418798409999,4.2,87908,36042,316095,36.9,57.8
420,2020-03-15,1,0,2020-05-22,37,0,21049,8,35757,8552,8719,6942,4948,143.62305774,36263,0.290619403446,0.6613968998950001,16.0,8085,6176,35872,42.2,20.1
421,2020-03-15,1,0,2020-05-22,3525,105,19153,112,467235,81860,211905,22991,64988,856.60533826,490161,0.5239077138600001,0.408987829437,9.9,119097,58939,474274,35.3,36.1
422,2020-03-15,2,0,2020-05-22,118,4,19005,0,13940,4004,4192,2562,1118,21.417938912,13687,0.352347520842,0.595582857979,11.7,3175,3020,13880,44.8,18.5
423,2020-03-16,1,0,2020-05-22,1162,43,37063,148,300865,51648,97580,44478,99486,1122.1784672,321488,0.789030376703,0.185189613599,13.5,65637,37056,306457,35.2,47.5
424,2020-03-16,1,0,2020-05-22,248,27,39055,12,93895,23672,19423,26377,16145,233.94676271,93649,0.352203709783,0.606881976362,5.7,22073,17977,93961,44.6,38.1
425,2020-03-16,1,0,2020-05-22,123,3,40017,8,132922,23558,23429,38226,11362,165.41304517,148306,0.211149321267,0.72342081448,7.3,35938,17179,136710,35.9,26.8
426,2020-03-16,1,0,2020-05-22,55,5,41003,12,88249,18413,30157,8723,10147,137.81919361,93053,0.623801478816,0.285889812844,15.8,14824,13573,89780,32.9,53.6
427,2020-03-16,1,0,2020-05-22,231,24,28095,9,35967,9309,8405,5542,2502,46.075711377,35252,0.34756986249300004,0.640453710158,16.4,8194,6661,35840,41.2,17.2
428,2020-03-16,1,0,2020-05-22,180,8,36069,27,109491,27978,32239,20111,20517,170.44802449,109777,0.424492279288,0.5107208794899999,8.5,22565,20570,109472,43.5,34.5
429,2020-03-16,1,0,2020-05-22,46,0,33003,8,47524,16281,16830,5466,4759,52.486314756999995,48910,0.44685682827,0.503561229054,9.0,7781,12516,47840,51.7,33.6
430,2020-03-16,1,0,2020-05-22,77,8,29037,9,101888,22296,18215,29184,8177,151.84868186,105780,0.292142364192,0.650813368826,8.1,25291,16489,102678,39.8,26.1
431,2020-03-16,1,0,2020-05-22,86,10,28045,6,46277,11941,9902,8302,7573,100.49706734,47632,0.189530170691,0.783239139122,17.5,9939,8941,46653,44.0,23.2
432,2020-03-16,1,0,2020-05-22,938,55,34019,12,125717,30279,29468,34903,26970,290.70129177,124371,0.407993539429,0.546385764076,4.4,25239,21457,125051,46.2,52.0
433,2020-03-16,1,0,2020-05-22,1828,105,36067,152,467669,103054,201920,15257,44431,591.64396863,460528,0.536121732426,0.4077734134880001,13.7,100050,75035,464242,39.0,35.5
434,2020-03-16,2,0,2020-05-22,44,0,36003,6,47400,11338,13849,5977,2897,44.77637219,46091,0.261410788382,0.6844719770909999,17.0,9586,8444,47025,38.8,20.2
435,2020-03-16,4,0,2020-05-22,4416,392,34035,28,333316,67698,77232,89990,107106,1089.6673742,328934,0.543530265998,0.419062684361,4.9,74584,48929,330176,41.6,54.5
436,2020-03-16,1,0,2020-05-22,67,3,51199,0,67196,14070,8592,23788,16047,652.71795258,68280,0.381334037931,0.552609946568,5.5,16264,10313,67587,39.5,45.4
437,2020-03-16,1,0,2020-05-22,552,4,51179,4,141159,19771,23234,44780,19394,567.90220642,152882,0.426610558531,0.517827084927,5.4,38029,14086,144012,35.3,39.8
438,2020-03-16,1,0,2020-05-22,8,0,50017,2,28901,7904,6476,8363,3112,42.053568485,28892,0.558674985146,0.371137849079,10.2,5448,5677,28937,46.1,29.1
439,2020-03-16,1,0,2020-05-22,228,1,49051,0,29306,4220,6251,5980,1560,28.96395212900001,34091,0.252722772277,0.504537953795,5.3,9818,3199,30523,33.4,40.6
440,2020-03-16,1,0,2020-05-22,9,0,55141,27,73427,18838,28424,7383,11273,92.05239283799999,72999,0.377386508273,0.570163343233,10.1,15888,14436,73274,43.8,21.6
441,2020-03-16,1,0,2020-05-22,174,5,55087,64,183288,35410,62760,32331,37279,294.6853283000001,187885,0.407460898218,0.533667115989,7.2,44136,25661,184754,37.9,28.9
442,2020-03-16,1,0,2020-05-22,108,0,49045,4,63357,8290,14021,11892,2832,10.409040896,72259,0.212377677863,0.512721502248,6.8,21906,5833,65185,31.3,23.0
443,2020-03-16,1,0,2020-05-22,155,9,45039,0,22868,6384,3385,5149,3790,32.561333629,22347,0.616423746889,0.357625311056,23.7,4484,4472,22712,46.4,17.0
444,2020-03-16,2,1,2020-05-22,67,5,48321,6,36744,8504,11285,4165,3182,33.528159615999996,36643,0.284998726547,0.691654639613,18.4,9525,5900,36743,37.8,16.7
445,2020-03-16,1,0,2020-05-22,176,11,48037,82,93635,20099,28676,6732,13166,105.36134777,93245,0.256193791703,0.722744415434,19.1,22262,14992,93858,38.1,19.9
446,2020-03-16,1,0,2020-05-22,70,2,47155,16,95523,23741,33240,10415,10326,165.82597205,98250,0.173935876175,0.790768380321,13.9,20134,17934,96287,42.7,17.1
447,2020-03-16,1,0,2020-05-22,740,25,12033,120,309924,68143,124398,13067,29007,484.51894692,318316,0.376719060214,0.582880963531,14.7,65253,50472,311522,37.2,26.4
448,2020-03-16,1,0,2020-05-22,266,15,12069,158,326215,107419,68370,51090,21071,386.1320543,367118,0.368438710285,0.599700997069,11.5,65569,88151,335362,46.8,22.7
449,2020-03-16,1,0,2020-05-22,444,12,13117,24,211300,33215,42508,48059,30681,1087.7329880999996,244252,0.240736173624,0.7172760342810001,5.0,62150,25021,219880,38.3,51.7
450,2020-03-16,1,0,2020-05-22,966,8,5079,0,13885,2882,1780,1742,1061,23.193334411,13024,0.32826428946,0.64368117462,27.5,2374,2002,13695,38.6,8.9
451,2020-03-16,1,0,2020-05-22,18,0,5041,0,12094,3044,3292,991,1641,14.790360066,11361,0.526975863701,0.453147184098,24.3,3054,2156,11887,39.1,12.4
452,2020-03-16,1,0,2020-05-22,18,0,5025,0,8332,2195,842,2314,391,13.309272715,7956,0.2191573204,0.7456805092450001,15.5,1862,1650,8226,42.7,16.2
453,2020-03-16,1,0,2020-05-22,73,4,5023,0,25361,8437,6837,2668,1886,45.00446495,24919,0.175551470588,0.7899398395720001,14.6,4799,6697,25230,49.4,14.9
455,2020-03-16,1,0,2020-05-22,41,1,6057,10,98838,33612,29668,10724,6945,104.15446736,99755,0.487070779963,0.441577966204,10.3,17189,25177,99092,50.1,36.6
456,2020-03-16,1,0,2020-05-22,2269,41,13139,85,192865,36793,55871,26894,28354,520.20744436,204441,0.230319535739,0.7368998902089999,13.2,50951,27758,195961,36.3,24.0
457,2020-03-16,1,0,2020-05-22,73,1,24041,16,37461,12868,12349,4977,8989,138.44689006,37181,0.419892157386,0.539106294378,9.2,6852,10365,37211,50.2,38.6
458,2020-03-16,1,0,2020-05-22,1632,95,24021,18,246105,46881,71733,53410,33257,392.93959344,259547,0.451375237035,0.491223186792,6.2,58354,34178,248472,39.2,40.6
459,2020-03-16,1,0,2020-05-22,108,1,27013,29,65767,12070,26962,8604,13090,90.47132325,67653,0.433846523936,0.471102958865,15.1,13077,8703,66322,30.7,33.6
460,2020-03-16,1,0,2020-05-22,158,2,27009,0,39360,7326,6977,12786,8907,100.14532941,40889,0.283260509266,0.646476821857,10.2,9994,5365,39779,35.6,22.6
461,2020-03-16,1,0,2020-05-22,4966,255,17197,92,687727,116816,159128,167945,88973,826.37524942,690743,0.502491323322,0.445778495584,6.4,177161,83650,688697,37.6,34.0
462,2020-03-16,1,0,2020-05-22,176,7,17143,107,186145,40675,69524,14675,37537,289.59864737,179179,0.483263409282,0.455676757245,16.6,43887,29437,184463,37.2,30.4
463,2020-03-16,1,0,2020-05-22,785,54,22005,0,119129,18726,24490,29591,16155,436.47087276,126604,0.301318990908,0.66105043631,10.8,32942,13440,121176,35.4,26.8
464,2020-03-16,1,0,2020-05-22,238,9,13285,20,69433,13380,22499,5267,14571,168.89065797,69922,0.3720776954990001,0.6064823789399999,20.2,17317,9893,69774,36.3,18.5
465,2020-03-16,1,0,2020-05-22,273,11,13223,8,152399,21365,20511,47959,7295,540.02982095,168667,0.278695376233,0.691103852882,7.8,42046,15766,155840,35.8,24.1
466,2020-03-16,1,0,2020-05-22,460,36,18005,17,81024,16862,32409,5780,15691,205.8677649,83779,0.303837722684,0.637160764457,10.1,19684,12792,81893,37.7,32.3
