,icu_beds,commuting_in,commuting_out,commuting_within,density,percent_democrat,percent_in_poverty,pop_under18,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019,cases_60days,cases_70days,cases_80days
615,25,27845,43571,43300,599.16695849,0.385134392651,9.0,52386,25749,37.9,31.2,69297,216453,350.0,406.0,488.0
618,24,12826,41190,38086,264.5772215,0.332962757087,11.7,49706,24306,38.1,21.8,60296,209339,209.0,290.0,456.0
621,42,22006,30651,56050,320.30123638,0.447843695853,17.6,41904,41230,44.2,18.5,47424,197974,408.0,499.0,573.0
624,54,60620,92970,88787,223.54826862,0.495162955154,7.3,88881,69081,41.4,36.8,81061,418187,268.0,284.0,312.0
627,0,2071,8507,4419,47.094049154,0.274486477913,7.4,6276,4251,41.6,27.4,75177,26248,11.0,27.0,50.0
630,24,12793,6179,17086,386.53062391,0.38415414135,11.3,11247,10667,42.8,22.3,56382,55916,55.0,81.0,95.0
633,267,184721,169949,179720,6336.819561,0.770596515103,14.9,188971,104288,37.5,34.8,62875,798975,15602.0,16906.0,17629.0
636,76,32193,57378,113930,473.88006089,0.447855463116,11.5,97099,50452,36.9,29.8,75048,384940,9599.0,10107.0,10421.0
639,91,142549,106385,146538,1067.0035589,0.459867067447,4.7,107219,80497,42.6,53.6,112396,491845,5876.0,6155.0,6463.0
642,120,100266,30876,121668,584.33256541,0.5951338703,11.3,57396,49416,37.9,41.3,64536,305506,1456.0,1700.0,1860.0
645,0,5658,5786,13542,30.597824625,0.327652154348,15.9,7854,10595,47.5,21.9,47382,44135,65.0,71.0,79.0
648,51,24809,46244,93869,369.78375908,0.473165334154,9.2,57051,48700,42.0,35.2,79604,294218,3378.0,3745.0,3909.0
651,0,3897,13484,14842,43.441185008999994,0.300441037055,13.5,13061,12251,44.0,21.0,53168,61319,81.0,93.0,108.0
654,24,23758,31420,20488,230.32549044,0.310689583233,5.2,23397,17287,42.9,39.2,91028,107766,171.0,244.0,326.0
657,26,13759,17165,14372,537.51192904,0.446708940731,7.0,15119,17930,46.4,49.6,86541,76523,173.0,189.0,205.0
660,8,4275,2233,6281,65.155746788,0.503676067157,20.0,3738,3598,30.8,28.1,48450,22802,66.0,99.0,134.0
663,24,56592,145173,80821,1400.8710867999994,0.573632761263,6.4,125952,41803,34.9,40.1,106200,470335,2991.0,4183.0,5533.0
666,0,2687,4350,21346,39.475394474,0.425568521843,17.3,14957,14607,43.7,15.8,48763,75061,13.0,15.0,17.0
669,52,4829,5607,93481,58.417117784,0.393936879374,16.5,74426,32887,32.8,16.0,51377,250873,1966.0,2684.0,3615.0
672,163,46400,11112,121979,433.99134554,0.33226496563700003,15.5,60463,45660,36.0,30.2,44799,293086,103.0,111.0,151.0
678,0,4265,14484,9167,102.40925076,0.354753318499,10.3,10320,11899,47.7,28.0,62657,55809,433.0,473.0,476.0
681,254,61760,33860,177598,925.21884364,0.35065768188100005,13.2,96826,69073,37.3,36.7,55874,470313,280.0,328.0,413.0
684,64,40841,65203,76455,825.58117284,0.461817545088,10.2,61052,54951,42.1,29.2,68217,305285,2465.0,2814.0,3083.0
687,0,384,363,1178,4.5879216491,0.240902809765,13.3,786,1093,49.4,24.9,53700,3985,1.0,1.0,1.0
690,21,16681,42734,53208,195.90467325,0.408851119732,6.9,34394,36456,47.2,35.1,76304,180333,1161.0,1303.0,1397.0
693,168,86255,136460,89263,443.64116675,0.493767309065,9.2,135444,49181,33.6,23.6,70199,517421,2278.0,2759.0,3258.0
696,28,13035,49589,36161,362.63057436,0.261068228613,8.8,49378,30931,39.5,24.1,62835,219252,302.0,351.0,382.0
699,412,107565,29379,382476,1255.8590574999996,0.474949502489,14.5,209943,123480,36.1,29.2,55733,957755,1171.0,1355.0,1644.0
702,401,88700,71229,536190,761.99313226,0.5651114137259999,12.2,280011,336908,44.6,35.7,61735,1496770,3887.0,4966.0,5994.0
705,51,15952,24669,140091,96.634667469,0.413435408318,22.2,143528,50391,30.8,14.3,48763,466195,1159.0,1603.0,1879.0
708,41,26104,15609,65828,119.95486531,0.323795657403,12.4,36141,22187,34.3,27.8,60843,161075,1443.0,1853.0,2021.0
711,73,15554,6364,151009,168.73682383,0.37715947248,9.5,73197,29492,33.2,35.3,82113,288000,195.0,207.0,232.0
714,209,79769,12814,166834,516.73581324,0.566652718604,16.7,92276,56988,36.9,34.1,49957,391911,630.0,740.0,888.0
717,118,41468,23991,128704,780.13055204,0.427449247076,10.3,59981,145841,55.5,34.7,61652,433742,430.0,550.0,635.0
720,4,4569,3924,6817,142.67582816,0.276121360497,15.3,6709,4289,39.1,16.3,46629,28157,11.0,17.0,24.0
723,54,12278,14713,36783,231.38475747,0.415160823997,12.3,23529,18104,40.7,22.2,49935,108277,92.0,202.0,298.0
726,219,61681,27941,101565,525.85045211,0.6088344146600001,18.1,58234,36861,31.8,38.5,52837,292406,586.0,674.0,738.0
729,150,81383,31918,267052,773.91239313,0.452434126751,11.3,158583,82873,35.1,35.2,61675,656955,2332.0,3145.0,3715.0
732,12,5509,11733,12301,90.579015271,0.296505497816,14.3,14308,10519,40.7,13.0,50396,63888,46.0,62.0,66.0
735,23,7654,24987,43042,220.60178088,0.314806267149,13.8,34121,28275,43.5,18.3,56557,159128,358.0,422.0,449.0
738,92,75582,38093,134219,520.70814112,0.683890577508,15.0,69558,47278,33.4,55.2,72267,367601,1192.0,1265.0,1336.0
741,12,74856,114245,105464,762.64373784,0.482163396149,6.3,103257,54846,37.8,41.8,86403,429021,471.0,929.0,1327.0
744,311,345901,122188,517269,2285.5562907,0.638202377483,10.3,273331,164160,36.4,49.2,76067,1265843,3744.0,6029.0,8393.0
747,38,63897,92803,114564,1525.3362784,0.470685498068,9.9,96878,67463,39.2,38.2,67187,471826,415.0,445.0,490.0
750,145,52672,37252,32266,1090.9501807,0.618240040449,18.4,46027,19309,33.7,17.4,47084,165429,1121.0,1266.0,1414.0
753,6,2198,1233,9304,35.412167908,0.31672256828,8.0,4963,3954,41.7,22.2,60531,20165,6.0,7.0,11.0
756,16,10128,11808,40677,222.29064897,0.431920359666,20.2,29609,19322,37.6,19.5,41572,123131,755.0,949.0,1161.0
759,300,137115,29762,321472,1124.9568909000004,0.411759116111,16.9,200989,101851,34.5,31.8,52346,797434,997.0,1179.0,1284.0
762,45,50332,41058,78643,464.49105414,0.384833315952,7.3,50175,44001,40.5,35.8,71695,253370,461.0,572.0,635.0
765,36,27997,33794,38769,759.10726707,0.500900550066,11.3,33475,25515,39.9,31.4,63297,155299,581.0,645.0,693.0
768,93,86027,93289,162631,699.4921241000003,0.525763491188,6.7,119547,79856,40.4,51.8,99224,524989,1973.0,2363.0,2824.0
771,41,5408,3367,74353,61.249907888,0.326509470429,10.9,37221,25450,38.2,31.0,59975,161300,82.0,88.0,100.0
774,8,4529,1707,31183,20.076447454,0.425290085171,10.5,14572,11607,41.0,38.6,63860,69432,16.0,16.0,16.0
777,8,2640,2984,48284,43.928342984,0.4577239356710001,9.0,21220,12315,33.5,49.0,67569,114434,149.0,149.0,153.0
780,8,1663,2335,6876,31.313821239,0.239066463724,16.8,4855,4541,44.2,15.5,44978,21824,9.0,9.0,12.0
783,6,2769,10543,9280,68.45154097,0.154501667284,18.1,12455,9975,40.9,16.4,45268,55535,190.0,203.0,209.0
786,11,1423,1455,14629,48.629261015,0.530021089195,16.7,7028,6376,39.8,26.4,47302,34915,11.0,11.0,11.0
789,106,25626,93760,146138,966.33708117,0.315283213658,9.7,140531,131798,42.9,29.2,68483,607186,7633.0,8285.0,8770.0
792,0,4288,2585,35142,36.474335196,0.274876150035,12.7,28302,12526,32.7,17.6,53688,97733,221.0,231.0,269.0
798,12,612,1112,16713,4.2751253555,0.253883817929,15.7,10209,6892,38.4,23.5,51204,39261,193.0,238.0,282.0
801,13,9779,8885,49195,225.48135799,0.388334191113,7.5,25925,19559,41.3,23.9,61906,115340,66.0,78.0,90.0
804,33,20143,32543,57611,590.2498347999998,0.453745810116,12.6,45901,30527,40.1,24.7,60349,196311,763.0,1269.0,1733.0
807,381,120987,86770,350829,3916.3431575,0.664381451594,19.1,231111,123013,34.7,30.5,49771,945726,4069.0,5893.0,7800.0
810,9,4450,1030,8249,47.440181906999996,0.6979928914910001,35.1,8283,3996,33.8,17.5,29244,28183,191.0,211.0,265.0
813,50,30685,37453,60003,241.38631598,0.355211717984,9.0,40817,40748,44.5,29.5,63119,206865,126.0,134.0,140.0
816,6,6104,12856,9451,198.11124463,0.18374223439,13.8,10870,10312,43.4,16.4,49611,54495,26.0,27.0,28.0
819,215,55615,13499,146669,678.14667411,0.391670446813,13.0,74920,60258,39.6,31.2,57196,367804,258.0,531.0,1132.0
822,0,329,1331,1581,9.7282275943,0.240819482026,9.6,1505,1031,40.0,23.4,59913,5586,5.0,5.0,6.0
825,78,32550,47668,91430,536.57837086,0.343857376218,10.4,76457,30572,33.3,32.0,64170,332285,764.0,950.0,1196.0
828,294,169399,61186,528088,1283.9265476,0.662632888731,12.0,269284,110350,33.9,48.6,76255,1273954,2235.0,2761.0,3360.0
831,194,19439,13185,80787,252.58577796,0.266086266399,15.0,55686,35671,36.6,25.8,56848,232751,185.0,198.0,210.0
834,26,27615,60025,81201,902.97670615,0.366977434392,12.1,80265,44264,37.5,30.0,71959,342139,688.0,740.0,847.0
837,203,17441,19367,319585,828.26593589,0.691392106739,20.5,232475,97464,32.0,22.8,43948,839238,1413.0,2160.0,2794.0
840,90,27858,15085,129922,345.18530708,0.400089362653,13.0,95108,35199,30.8,24.5,54292,362924,223.0,282.0,378.0
843,3,14634,38650,27961,209.30733641,0.294068311305,4.9,37650,15650,36.6,28.4,87377,138377,119.0,213.0,320.0
846,26,28398,48058,79153,81.429805285,0.342843261828,10.5,78590,34304,34.3,26.7,75629,324492,2190.0,2367.0,2501.0
849,8,3194,1215,16462,50.976513811000004,0.591619450844,6.7,5031,3601,39.1,51.0,80078,31011,171.0,197.0,231.0
852,4,1504,519,13129,10.854269955,0.54363926808,7.0,4626,3459,39.8,50.4,81033,25638,59.0,59.0,62.0
855,32,5136,7054,57319,70.58553725,0.464882219856,17.2,37702,29234,38.9,22.0,48308,168424,188.0,233.0,297.0
858,66,32547,67039,62029,283.03811034,0.609275544538,13.4,83995,43188,35.8,20.5,50473,375751,580.0,644.0,703.0
861,388,225944,76777,518042,1545.0772998,0.603845731037,15.6,297074,150264,34.9,33.8,58037,1393452,1536.0,1743.0,2030.0
864,0,1195,2775,2214,24.55243145,0.467281272596,7.2,1472,1769,47.8,46.5,74019,9700,15.0,16.0,17.0
867,84,16341,8491,77767,158.49907988,0.388529886914,16.8,43176,25685,32.7,30.3,52557,209355,291.0,464.0,808.0
870,88,44090,7849,90576,288.39277018,0.620363321068,20.1,53669,32183,36.2,32.1,49640,226486,684.0,1096.0,1778.0
873,10,8367,20315,16990,176.64798277,0.237055837563,11.4,21412,13723,39.5,25.5,64863,98915,58.0,72.0,110.0
876,471,101376,34358,254478,592.55351575,0.522493114704,16.1,151658,99146,37.7,32.4,55013,658573,1153.0,1498.0,1886.0
879,5,7578,22551,10469,131.3112898,0.228586912343,11.2,18239,11770,38.6,24.5,60367,81209,156.0,242.0,373.0
882,0,2121,4817,5283,36.106448403,0.520997816227,26.5,6712,4701,38.2,14.2,38664,28065,165.0,259.0,313.0
885,8,5542,13373,11928,45.229486087,0.5719326200770001,8.6,15603,7194,35.5,19.7,80063,62808,58.0,69.0,88.0
888,10,13926,47490,28979,356.61443653,0.635527041943,6.6,38347,18623,38.3,28.9,92616,163257,762.0,958.0,1121.0
891,53,114919,120875,169171,1396.3829343,0.477790721128,7.0,127102,79994,38.4,40.9,97051,579234,2530.0,3215.0,3851.0
894,72,45511,17825,132090,352.89761995,0.601083801949,8.2,55690,50364,42.1,46.7,71586,295003,721.0,968.0,1189.0
897,26,18346,8257,39541,89.818254816,0.242954457431,17.3,28873,15227,35.8,15.8,51665,110461,533.0,623.0,686.0
900,149,18332,38537,69996,308.11584066,0.222817130132,11.8,61259,40019,40.1,33.5,67054,260419,1477.0,1609.0,1764.0
903,8,14808,13355,11030,191.17851703,0.326765941199,12.8,13123,6591,37.6,24.2,67585,53100,596.0,622.0,642.0
906,32,9223,18544,26753,233.18956032,0.408845310965,15.6,21648,20057,43.3,18.9,50576,103126,214.0,269.0,312.0
909,122,105460,168559,223742,1823.920056,0.420843750672,11.0,186502,141001,40.8,24.5,62191,873972,6097.0,6445.0,6707.0
912,0,2248,4144,5334,62.675826361999995,0.45903638951,7.0,3592,6261,53.7,42.8,67349,21761,9.0,11.0,11.0
915,0,2643,3503,8102,62.793990963,0.352646392531,10.6,5152,6020,48.1,31.0,54491,26143,13.0,14.0,21.0
918,105,34302,15554,181681,457.77677936,0.386917330906,9.7,109147,60097,36.7,37.8,66827,481587,744.0,794.0,818.0
921,8,7179,7114,16241,162.61519552,0.16848806366,16.8,14218,8030,37.8,14.4,49101,57963,125.0,136.0,164.0
924,40,24198,54134,35867,736.11147402,0.509011903669,7.5,58417,24308,36.9,28.3,72970,234561,614.0,627.0,693.0
927,16,5386,15848,15010,46.801852652,0.239880226239,9.6,17144,9560,38.4,29.0,65953,66911,18.0,26.0,37.0
930,0,780,3472,3816,20.160928433,0.287747357007,9.7,3242,2708,44.1,18.8,60044,14049,17.0,18.0,24.0
933,74,53809,75561,97419,821.24422469,0.336654356319,12.4,90144,52872,36.5,29.8,61053,383134,509.0,750.0,919.0
936,15,6336,11678,17287,125.921388,0.283328421259,13.0,13041,13591,44.5,16.2,48989,67006,276.0,381.0,438.0
939,75,22574,52706,82851,630.77076244,0.475346495529,14.2,68799,53050,41.8,24.0,59265,309833,569.0,637.0,702.0
942,449,174828,62278,541451,2473.1942743,0.605650509905,15.5,299072,146002,34.0,39.3,60383,1316756,4113.0,5097.0,5996.0
945,14,8267,31342,18545,228.52258588,0.3659659659660001,14.4,34765,15414,34.2,20.7,51225,135976,228.0,269.0,297.0
948,72,10939,8215,37742,144.5555646,0.378122904545,14.9,22768,18543,36.6,25.7,50748,102139,55.0,177.0,210.0
951,19,7222,16497,27646,168.18324189,0.343721656382,10.5,20621,37182,52.8,28.6,60163,142820,50.0,81.0,121.0
954,170,89045,70494,183463,1310.6276681,0.519818994387,12.0,115333,92166,40.9,32.1,58890,541013,946.0,1204.0,1475.0
957,580,147103,58690,541009,1665.5479101,0.564415794817,11.7,231334,221970,40.8,40.7,59881,1216045,1545.0,1753.0,1928.0
960,38,7007,12148,29744,162.11111658,0.296722211136,12.3,21298,17458,41.0,15.8,51030,91987,229.0,306.0,352.0
963,16,15795,4145,43590,215.27841332,0.6770074443,16.8,15362,13561,30.9,52.7,57383,102180,136.0,149.0,164.0
966,6,1740,1090,10184,30.561168181,0.188700999231,15.3,6500,3698,34.2,20.9,47747,24530,20.0,21.0,27.0
969,0,5651,14107,9377,92.94647109999998,0.333333333333,10.2,10495,9435,44.0,25.5,60309,48203,108.0,121.0,131.0
972,32,5946,2553,55010,46.124019178999994,0.536746346318,12.7,22206,16877,35.6,42.5,56207,119600,39.0,39.0,40.0
975,92,109028,56410,117332,1637.0943852,0.66312653893,10.9,79172,53598,38.7,42.0,79979,367430,5499.0,6351.0,7004.0
978,47,16590,10142,76697,269.88239734,0.45342982603,17.3,37961,35621,39.8,28.3,50928,190488,382.0,485.0,578.0
981,0,11057,32749,24499,39.553538726,0.452250111392,12.6,33663,23111,39.9,30.0,57036,146748,477.0,534.0,572.0
984,12,13190,38433,23460,339.26237221,0.389865180484,7.5,33102,17384,38.1,31.5,86695,136215,270.0,386.0,586.0
987,106,45476,88796,74512,832.9516176,0.462056729497,7.6,81792,47282,38.8,39.9,80734,352802,862.0,1193.0,1627.0
990,0,8483,10714,16807,56.789630978999995,0.630353549871,9.6,10246,12184,47.7,36.3,57438,55062,46.0,49.0,51.0
993,26,33699,23221,61374,395.46405314,0.431402226051,10.4,35149,26174,38.2,27.3,57785,171907,102.0,166.0,270.0
996,14,8841,5943,25018,85.015103457,0.6489146367,10.8,11236,10802,43.7,41.5,61808,58409,38.0,39.0,39.0
999,0,1692,2263,5320,11.981493479000001,0.383507455117,12.7,4223,4847,46.6,28.9,56503,22425,22.0,24.0,28.0
1002,10,1695,5269,8289,82.97139308199999,0.17978246961,21.6,8216,8030,43.8,11.9,39443,39842,17.0,17.0,18.0
1005,55,39137,55068,74215,427.40105136,0.288461696312,12.5,67051,42994,39.0,30.1,60627,298750,492.0,548.0,677.0
1008,24,10312,6556,67854,333.45829391,0.406444963584,10.9,35271,46932,44.8,40.3,65843,192122,282.0,332.0,398.0
1011,4,9663,5793,14795,22.530456613000002,0.509164059008,6.2,10303,4487,39.0,55.3,105374,42145,392.0,403.0,417.0
1014,42,21255,41767,44664,339.50235229,0.463019406073,13.2,47497,21285,31.6,37.4,68180,230191,217.0,270.0,371.0
1017,16,26084,72218,80207,274.53392410000004,0.358075081466,10.1,94513,39980,35.6,29.7,74225,374264,710.0,835.0,941.0
1020,186,83092,106781,305355,1413.9582297,0.541623105592,11.6,176925,142411,40.1,34.9,67720,854757,9570.0,10847.0,11525.0
1023,216,138032,65250,364906,1213.2864925,0.585615915074,11.2,190571,147260,40.4,37.8,73037,891720,7732.0,9545.0,10536.0
1026,44,2167,4629,62207,46.324405694,0.279902772584,14.4,33006,26902,39.1,27.4,51132,154210,51.0,54.0,55.0
1029,19,10634,32767,28524,336.80589489,0.270276441328,10.2,35330,18483,38.5,29.8,70974,148509,280.0,316.0,422.0
1032,0,835,2088,9401,8.4028631682,0.276488818159,20.2,10333,5012,33.3,15.3,50157,38837,21.0,21.0,37.0
1035,51,7737,23845,60659,140.41440206,0.195653098098,9.8,45677,40665,42.8,31.3,57588,223234,231.0,273.0,308.0
1038,72,61905,34308,128751,449.0721707,0.7056610179080001,9.7,62925,42068,36.2,60.8,83591,326196,797.0,923.0,986.0
1041,46,11228,13746,110495,85.775180087,0.50572747341,12.7,50492,52758,39.1,34.6,70626,283111,232.0,259.0,278.0
1044,96,54847,100502,161032,1021.8915565,0.51863306078,10.8,116597,91150,41.0,28.0,66005,565217,5249.0,6426.0,7380.0
1047,34,11081,14257,86328,540.28526702,0.539938341863,8.0,33113,62229,52.9,42.8,69001,212990,1111.0,1264.0,1430.0
1050,10,17348,47123,39526,376.30966539,0.28645483570700003,6.0,36956,26728,42.4,35.6,95956,168447,595.0,767.0,929.0
1053,0,7894,10278,8907,199.87405514,0.610318225651,18.2,10810,5744,36.6,16.3,50830,42837,808.0,838.0,864.0
1056,0,1631,2490,4934,14.800834367,0.279915377496,10.5,3376,2980,44.3,14.4,59787,14548,6.0,5.0,5.0
1059,21,13006,15747,26296,91.36811049200001,0.202262030545,16.6,23034,14344,37.5,16.6,52651,97614,716.0,766.0,867.0
1062,0,12516,34709,31977,273.96005418,0.362464744066,10.0,32824,25283,42.4,19.1,62522,150500,404.0,461.0,472.0
1065,0,18137,25505,33729,151.18027749,0.253683407604,14.4,31649,16866,35.1,25.6,56754,127039,324.0,381.0,421.0
1068,0,3807,11097,7421,72.875882999,0.261385321574,7.1,9569,6561,40.0,31.6,72247,38459,15.0,18.0,22.0
1071,42,29689,43000,74718,394.83773394,0.504861536397,14.8,62455,38873,38.3,27.3,58222,259686,788.0,1016.0,1299.0
1074,99,19761,5359,89902,224.20718355,0.42220540675,13.1,44614,32977,40.0,34.2,62242,194672,292.0,335.0,357.0
1077,257,288465,188866,281687,2815.8528427,0.538831130776,6.6,214874,134729,39.1,48.8,93540,922921,5244.0,6891.0,7838.0
1080,0,362,2173,3083,27.036844278,0.434353604511,7.6,2921,1126,36.6,41.5,68749,12142,11.0,11.0,11.0
1083,9,393,303,32863,116.62341805,0.624871843554,8.5,15731,13438,42.4,29.5,73981,72293,21.0,20.0,20.0
1086,0,1481,454,11133,8.7275555573,0.598340016786,7.0,5035,3804,43.2,38.2,76113,23021,507.0,510.0,512.0
1089,0,729,3070,1746,31.120672585999998,0.186468347542,11.7,2481,2042,42.6,15.8,60572,10766,7.0,10.0,10.0
1092,4,3300,7210,12539,110.73296762,0.309908000578,12.2,10978,6609,39.5,17.2,55602,46233,31.0,35.0,42.0
1095,4,2772,3918,4876,68.294236446,0.31748379024,16.5,4581,3675,42.1,18.9,48614,19788,8.0,9.0,11.0
1098,5,2871,4844,7556,44.67516335,0.265434415463,9.3,6227,4100,39.1,19.5,58033,25544,30.0,32.0,39.0
1101,0,15109,25142,14862,158.84728471,0.416354307893,5.2,23693,9664,35.3,49.4,87267,93453,741.0,821.0,925.0
1104,7,3613,5751,7631,76.87310110199999,0.196982397318,8.5,6957,4947,39.8,18.1,60010,28296,12.0,22.0,32.0
1107,34,9913,14528,31634,183.67620597,0.439947548562,15.7,24035,18574,40.4,17.9,52095,109888,340.0,388.0,435.0
1110,10,6198,2793,20186,179.80064953,0.485001216587,21.2,7066,8200,31.2,41.6,48489,56177,9.0,13.0,31.0
1113,14,12163,8314,25704,222.55826689,0.519431809113,21.1,19013,13809,40.6,19.6,44015,81801,218.0,314.0,370.0
1116,251,52725,33977,155314,1261.1260995,0.5601041297129999,18.7,100005,66474,37.9,26.3,47865,428348,1883.0,2107.0,2296.0
1119,11,8041,15075,28176,149.60215985,0.413046369359,12.2,23684,16913,38.1,26.5,61776,107100,55.0,65.0,74.0
1122,11,6689,4746,31027,119.40993544,0.316587985153,22.8,15714,9633,27.1,36.9,47748,81784,44.0,45.0,48.0
1125,6,3346,2318,16926,47.344747471999995,0.222328073831,20.4,11235,8383,38.6,19.1,45700,43538,49.0,52.0,57.0
1128,77,21796,65436,67279,527.13525714,0.354810383623,11.9,60795,34733,33.9,32.5,62343,284014,458.0,489.0,511.0
1131,12,21577,47423,39783,426.48703678,0.35342435094,6.5,40656,29672,41.9,33.3,76475,179746,207.0,288.0,366.0
1134,10,12857,35503,14809,426.87222133,0.392952518897,6.0,20311,16053,44.1,39.9,100887,98320,1115.0,1208.0,1264.0
1137,62,53999,69277,141330,475.76907022,0.472832847471,7.4,86322,60825,40.5,37.3,78714,417025,1624.0,2095.0,2554.0
1140,218,50510,32261,70946,266.53483115,0.709251005069,19.4,59637,31686,34.4,29.1,44776,231840,717.0,893.0,1066.0
1143,8,7552,9105,11808,122.10117072,0.34183966051200004,15.8,11285,8965,41.4,17.5,43799,49221,69.0,79.0,94.0
1146,0,4511,8529,10749,72.915339799,0.337590757327,13.0,8057,9996,45.8,22.1,54514,47188,207.0,220.0,241.0
1149,262,56203,27167,404471,881.05768715,0.501150690936,13.7,188543,158532,40.4,33.7,56375,918702,4671.0,5626.0,6234.0
1152,143,64024,50419,116381,1069.5744582,0.503734537447,12.0,82508,58706,39.2,29.4,62139,369318,3378.0,3651.0,3802.0
1155,122,19909,39538,196631,317.47180642,0.140497993621,9.4,201857,43689,24.6,40.1,75296,636235,1435.0,1704.0,2028.0
1158,31,42946,82361,45765,682.70748369,0.469648495201,4.2,63020,34983,39.3,43.2,95840,262440,282.0,506.0,670.0
1161,0,810,1226,2768,4.7342721583,0.217498243148,12.5,2238,2628,48.4,23.6,53326,10939,2.0,2.0,2.0
1164,6,5016,6959,21481,33.58896436,0.28949789958,12.5,16652,15686,43.1,16.8,57019,80707,32.0,35.0,37.0
1167,100,11459,9928,116672,312.51662259,0.29502100351,14.3,59937,71237,45.2,23.6,49082,354081,278.0,377.0,489.0
1170,137,65400,33865,183123,666.82074767,0.346633770064,11.1,116234,74825,38.1,34.2,61162,523542,996.0,1286.0,1799.0
1173,40,15127,26890,52678,283.75304725,0.262030487197,14.6,45273,34228,40.7,21.4,51740,202558,201.0,218.0,247.0
1176,71,24644,23633,120812,356.66195853,0.387656237051,14.3,62491,61573,43.0,23.2,53469,317417,2477.0,2645.0,2766.0
1179,81,67002,199845,178569,1008.6743153,0.375059242312,7.3,205076,76665,35.2,44.5,88384,887207,1016.0,1224.0,1435.0
1182,0,1985,3654,5806,43.962272694,0.296273097401,9.2,4426,3187,40.2,20.5,58335,18612,18.0,24.0,27.0
1185,40,4184,10413,31961,257.18197519,0.286028395527,15.2,21373,51358,56.2,17.6,41556,149657,109.0,119.0,122.0
1188,0,1870,5346,4503,49.911990836,0.167167959474,15.4,6693,3827,37.6,13.4,52804,29210,26.0,27.0,29.0
1191,5,4731,6588,22141,20.377448183,0.4255925250680001,8.4,15028,7034,36.3,30.0,74421,60061,112.0,121.0,150.0
1194,50,17900,4639,28943,267.63323588,0.68456890199,29.5,22101,13321,35.1,21.4,38806,87956,1643.0,1727.0,1790.0
1197,34,56469,71553,38624,2062.8050676,0.8506432381550001,17.6,78332,24343,32.4,19.5,46059,292256,983.0,1119.0,1260.0
1200,104,29428,11484,41469,1076.3988884000003,0.667420456344,27.0,21654,12807,27.7,42.7,42112,128331,192.0,224.0,296.0
1203,16,6560,31207,21280,169.21150169,0.254892151392,9.7,27906,20250,39.2,26.1,63677,122437,78.0,97.0,121.0
1206,41,6279,5279,33527,146.66939609,0.3045095074,20.4,20063,22442,44.9,20.2,43610,99386,126.0,133.0,138.0
