,cases_60days,icu_beds,commuting_in,commuting_out,density,percent_democrat,percent_in_poverty,pop_over65,median_age,percent_with_bachelors,median_income,pop_2019
50,4251,199,75864,114556,2288.1000494000004,0.645876146019,12.9,75995,38.7,31.8,67135,506471
51,4326,100,75980,124591,3083.2498462,0.5939255420740001,8.8,88412,39.0,38.3,71961,566747
52,109,8,5510,8969,70.784131107,0.28607198748,13.0,11809,48.1,20.4,53602,51361
53,368,90,21720,67262,776.85533336,0.463250316676,8.8,67720,38.2,29.8,73971,488241
54,463,221,81036,21435,448.18214778,0.506386124538,14.2,60929,37.6,42.8,62958,411406
55,583,135,180547,118682,3614.7495441,0.657335200865,14.6,74248,34.9,41.9,62937,550321
56,1558,189,63098,109312,542.53805418,0.496931108025,8.7,113665,36.1,26.4,75022,904980
57,28,6,1326,1783,17.863595903,0.624676616915,12.7,10559,57.9,41.8,55893,32221
58,302,22,34746,68831,1188.6425946,0.215696391206,5.7,32621,30.8,37.5,84381,355481
59,247,10,5901,12433,91.590862268,0.356467532468,14.5,11340,41.7,19.9,52270,66551
60,85,32,2954,3587,73.145411344,0.16667826208,9.7,32828,36.4,27.7,57069,177556
61,478,22,17022,65672,86.24393453399998,0.380971163584,12.9,80907,38.9,19.0,58848,462789
62,3546,227,280068,132233,4743.9552681999985,0.751690767184,11.7,78751,34.4,47.9,68069,727211
63,172,14,46807,32756,217.29866745,0.680718250598,20.1,25441,31.0,41.6,67804,220500
64,298,260,53687,23461,1139.3160414,0.512636652169,14.6,40073,34.4,42.9,55358,323152
65,6469,526,205245,79876,2432.3168245,0.589015980281,17.2,113355,34.4,30.4,48409,964582
66,404,148,4773,3507,1622.7267286,0.614786319102,7.7,166432,37.6,34.3,83695,974563
67,61,0,3535,6548,137.31381163,0.202217827377,21.8,6270,37.1,12.2,43679,42613
68,1159,141,18353,33214,986.07766533,0.382830412803,12.1,198022,48.1,27.8,56343,770577
69,5492,587,129438,204778,1623.499921,0.6647197440079999,12.6,303981,40.1,31.9,57200,1952778
70,1028,95,17830,17796,338.71841276,0.33774694914700004,9.9,83244,34.1,37.9,67923,720403
71,547,5,3654,5064,32.726608698,0.559550661183,6.7,5482,36.5,48.1,86896,55127
72,39,0,911,1658,11.482571274000001,0.242134062927,18.5,13368,42.4,19.4,45374,68238
73,371,19,24432,51176,283.78298772,0.44717501369,6.3,38737,42.6,41.4,83210,229863
74,49,50,4806,4002,79.383302602,0.419601306497,14.8,45075,42.7,27.4,55511,220944
75,903,43,58826,74176,445.46308918,0.446881372029,5.3,50759,44.3,40.7,93645,309769
76,3539,468,234558,139112,1959.2565868,0.5578349649350001,10.5,172382,40.3,43.2,66992,994205
77,15,6,1288,2949,20.865716698,0.392167557543,15.8,6862,33.1,34.8,55624,47935
78,4834,178,289947,278265,2934.8116361,0.652997653162,6.1,144212,37.9,61.1,122035,1147532
79,53,10,4494,1709,52.548430542,0.583603548486,11.4,7906,47.0,35.7,52510,35470
80,4827,215,213123,148959,1720.4403096,0.58729698308,5.9,139629,41.3,48.7,90155,830915
81,138,22,18034,29040,613.82863485,0.7504691257960001,12.2,41001,37.4,40.0,84213,273213
82,4672,351,104732,275801,342.703209,0.496107441063,12.7,328609,35.3,21.8,66793,2470546
83,55,10,13802,13657,73.62298192,0.38767766979,20.2,20797,33.9,14.5,53632,157327
84,777,164,32321,31408,167.6799017,0.494118211169,21.3,114438,32.0,20.7,52318,999101
85,461,24,5606,4495,134.8010402,0.674965507619,11.3,28064,46.7,33.4,58375,124944
86,521,110,110002,89627,1271.9107791,0.451555479298,5.5,79578,37.5,55.3,87087,602401
87,2222,82,119359,165900,2174.1752753,0.509562221584,9.2,83442,35.1,36.1,72008,936250
88,1998,119,133345,154218,2237.0896015,0.488370953116,9.1,85117,36.5,46.5,78603,760141
89,526,148,18643,39807,502.41804154,0.417945940132,13.2,125506,46.5,23.6,50285,553284
90,161,57,19014,10334,226.54514971,0.235562355326,12.7,31003,36.8,30.6,62779,210738
91,294,51,9928,16049,277.35736469,0.3469680138699999,11.1,69046,58.6,23.2,52724,188910
93,1416,25,12261,27571,157.94992078,0.518707703477,14.3,33335,43.7,32.2,63073,177573
94,613,68,33410,27187,294.62141393,0.440444388289,14.5,50268,36.4,22.8,56408,347818
95,24,32,2002,2827,22.038774258000004,0.270516066212,15.0,26671,47.0,17.2,47020,110980
96,35892,281,85628,172968,1619.4232899,0.442614907626,7.3,239139,41.3,35.6,100075,1476601
97,14133,97,79428,120448,2697.8238848,0.595497596497,13.6,70281,37.0,28.1,71959,501826
98,58,25,19578,30997,296.69689409,0.390330659504,3.8,10962,37.5,48.1,104248,105089
99,7197,169,63512,114917,549.84556659,0.5174291024009999,9.0,122402,40.1,35.9,71767,830622
100,154,20,11747,22252,687.05358709,0.510524762908,9.1,44246,39.0,32.2,76530,271473
101,3066,277,100530,24184,1227.3643539999996,0.622670334869,21.7,118566,35.4,31.1,47924,937166
102,3432,614,160867,59608,1378.7692334,0.603060938509,15.4,79891,34.3,40.3,60799,694144
103,325,39,33712,27260,395.89874684,0.330217810635,13.6,47462,38.2,23.8,53567,319785
104,12679,173,114321,99708,1509.4086275,0.5818552740940001,10.0,143419,40.3,47.4,91183,943332
105,556,19,28274,56384,584.36625333,0.352613021638,7.0,38632,40.8,35.8,87959,255441
106,1578,366,113202,30982,2014.0227305,0.540918084461,15.4,117584,38.1,32.7,55860,766757
107,18,6,1274,3541,61.635932237,0.261255466941,15.5,3290,42.1,14.8,51709,18886
108,543,95,19830,10306,246.56142631,0.6602853101,15.8,15870,30.0,53.0,64387,151140
109,910,39,27824,45437,418.56402865,0.300233862181,5.9,20870,37.7,36.3,80834,170311
110,569,15,17233,61677,614.54094882,0.227412587413,7.4,31100,38.3,37.0,82733,258773
111,2668,680,197691,63282,2701.4936537,0.658357766233,17.9,217416,40.3,31.9,50006,1235072
112,6752,152,79987,115632,1321.6980276,0.43607171064,6.7,103679,43.2,44.9,99223,618795
113,16520,105,130370,186657,14555.938983000002,0.744594762318,14.3,76628,35.1,40.9,73337,672391
114,13917,80,114860,141927,5413.6512622,0.662816509789,7.8,76895,38.5,35.1,80737,556341
115,12,0,3335,14118,74.481945647,0.3973635544600001,8.5,5692,36.8,28.2,75421,42754
117,1198,44,16986,28938,279.9324603,0.48419871406,12.3,27248,42.8,24.4,63318,170271
118,889,195,139962,188848,1229.7687086,0.392200143039,6.4,98040,36.6,51.7,96936,1034730
119,3148,127,148283,157731,822.83599885,0.526755852843,8.1,78627,36.5,42.2,76665,656590
120,31,81,5957,4740,47.697443513,0.282148468727,15.2,35621,41.8,22.2,53908,180080
121,1520,296,12374,13519,113.97478676,0.542321530538,16.2,190252,38.3,31.9,53395,1047279
122,437,55,21060,28664,137.49229240000003,0.475355472235,10.5,49587,35.9,46.3,71306,356899
123,8917,89,157790,280538,1884.0230157,0.893292622141,8.3,111152,36.8,32.7,82445,909327
124,6610,215,68478,75933,1462.6262651,0.405429245595,15.6,70261,39.2,26.1,50871,432493
125,76,29,14359,20897,98.058840781,0.363306967271,11.8,15466,39.5,21.2,56337,93206
126,128,0,7064,9147,116.20954268,0.231142687981,9.1,7103,38.7,14.3,61341,47744
127,2445,168,153183,186634,2836.041489,0.8082272341660001,14.3,85571,35.6,43.4,63477,759297
128,190,37,22858,26597,588.65191144,0.385099441933,5.0,19089,43.5,46.5,95021,114421
129,155,65,11865,7241,193.20052674,0.266481751825,20.7,15636,38.5,20.4,44906,98498
130,863,165,183411,84388,1885.5092324,0.7595943672050001,12.0,100763,37.0,44.5,70756,812855
131,7692,409,260568,182537,1450.2364112,0.5171103120220001,8.2,198882,40.9,46.4,80319,1257584
132,17881,528,257222,152389,11796.782748,0.8240513828470001,24.3,207563,34.3,28.6,46149,1584064
133,17960,586,236937,177211,2859.4342735,0.667795473596,21.7,258954,37.9,23.3,46440,1749343
134,518,35,49427,108166,845.85743528,0.410133417353,5.6,45250,38.4,29.7,82284,356921
135,3531,82,81719,98526,557.17907045,0.555731634767,6.2,72612,41.5,37.5,84470,445349
136,1127,33,66466,94986,801.79464032,0.554234044324,3.6,33265,36.0,60.8,140382,413538
137,397,18,12078,10286,74.675423726,0.475570389014,9.7,24374,41.5,26.3,70955,129205
138,330,24,4827,8039,108.75731788,0.5488851722829999,14.9,35496,37.0,33.9,62262,229247
139,175,64,26163,33475,451.5456437,0.272396901204,9.4,27885,32.5,23.8,68106,260213
140,21,6,982,939,14.660260714000001,0.282339043119,12.9,3041,37.3,20.1,49712,18453
141,5,0,595,276,8.4666060845,0.27235653947,20.9,1698,35.9,17.5,47412,9292
142,7,8,2388,1083,45.393685401999996,0.296151911469,12.0,3525,38.8,23.9,51724,19775
143,2767,54,27019,9996,239.37250132,0.3911171307,9.6,23211,34.7,31.9,60033,193134
144,54,103,28710,19625,383.02309985,0.198964249916,16.5,33114,44.9,22.8,46024,158348
145,5619,614,520617,200152,3021.0825913000012,0.611264385885,14.2,263792,33.3,30.7,59838,2635516
146,699,97,50804,99131,582.74698473,0.225247805085,9.3,69473,36.9,34.7,77598,607391
147,3210,409,196723,204110,2434.4302532,0.434500748304,12.1,216591,34.3,31.5,66059,2102515
148,666,139,43603,87247,459.16825553,0.553749663019,9.1,123435,37.9,33.1,84170,846006
149,173,0,1083,337,5.390934306799999,0.54500483923,10.4,2044,34.5,55.3,61268,17462
150,308,210,23134,7691,307.28851819,0.589625040093,19.8,34804,31.3,42.5,51026,269043
151,605,121,45166,74539,547.38885704,0.53880957953,14.3,89461,34.1,18.4,63567,762148
152,734,73,23366,14503,192.74608394,0.35741473857100003,10.6,112279,50.3,36.2,70649,384902
153,233,8,11381,17626,160.41872841,0.317550918561,5.4,8129,38.0,48.3,85876,67843
154,6674,111,93799,42962,2302.6374138,0.8080775756399999,23.8,52536,36.3,36.8,38855,390144
155,11211,98,81347,137692,1602.0491904,0.58496038709,10.7,127337,40.8,39.4,76373,789034
156,8,4,4048,4624,105.55976829,0.214893780198,11.6,5251,33.4,15.3,56693,35777
157,936,33,29243,77129,510.07020571,0.426893574512,5.9,41446,40.2,33.7,86268,307774
158,60,0,3967,15098,136.62350377,0.23312632958700005,10.4,16835,45.0,28.2,66898,88625
159,2818,103,84946,115998,1025.1137169,0.513638242894,8.6,67018,37.0,33.1,79834,532403
160,293,166,26165,85479,741.97917716,0.37372411903,12.6,114764,44.6,23.4,53788,553947
161,848,279,69317,57420,3561.2781285,0.4747049967450001,11.7,228495,47.8,31.0,52226,974996
162,17,0,506,2394,17.167318689000002,0.250499001996,25.6,1927,41.7,10.5,40499,13392
163,86,36,4425,4390,65.512630726,0.444029850746,9.4,34502,42.3,34.2,67372,197692
164,27,19,4686,2492,33.603256116,0.21562860653,10.8,8276,31.4,28.3,63938,67641
165,500,128,34866,41942,644.18021868,0.389663365873,14.4,69336,41.9,22.8,52310,370606
166,84,0,6781,18564,116.18606273,0.425087766676,12.7,13995,37.1,30.1,62389,86085
167,85,3,4232,5376,24.242337186,0.285878388727,15.8,11454,36.3,16.2,53917,77950
168,3966,90,84117,137230,1039.4906596,0.484163912988,5.7,110321,43.8,40.5,88538,628270
169,102,11,11039,15413,56.72720331,0.318982530517,12.7,22051,39.7,19.5,54292,129749
170,314,48,19347,10322,160.7087323,0.413099252309,24.0,9784,32.4,27.6,39061,74897
171,13937,185,164948,181765,2668.2428893,0.583323899416,8.2,117814,38.4,42.7,87666,825062
172,1073,138,49381,20496,584.81475658,0.526048595388,16.5,103210,37.3,33.9,51372,679121
173,111,22,13493,11301,78.70588876800001,0.712822122656,12.2,32763,45.8,40.9,60187,150358
174,48,0,661,794,2.5031646355,0.484754292481,29.6,3142,39.2,21.2,33989,16637
175,1822,191,53539,21639,1129.2528105,0.543668245024,14.4,121631,38.9,37.7,60240,741770
176,179,6,2422,11342,408.32643903,0.48947554508,7.5,19138,44.2,33.0,65987,85141
177,1368,32,143245,95316,9110.2137123,0.769866939268,6.3,23483,34.5,74.6,120950,236842
178,123,72,20262,33437,402.13160725,0.531598269842,8.7,44614,39.0,35.7,72400,290536
179,93,15,11107,15246,143.7019072,0.340372646495,9.5,17808,41.5,22.7,59428,103403
180,400,64,102388,75613,735.27858448,0.339516360659,5.0,69991,43.2,43.8,87333,404198
181,16,11,607,1066,12.08110855,0.206245154014,8.7,5894,42.1,30.0,58307,30485
182,368,218,21652,5849,242.17997944,0.457459288318,7.1,22399,37.2,44.0,76001,158293
183,432,46,21236,7097,305.21506861,0.704904029095,10.4,22828,36.5,50.7,74240,163774
184,110,20,6978,15821,178.50602283,0.354314642147,13.3,18004,42.0,26.9,58035,98012
185,4,0,385,980,12.245598379,0.236718224613,15.7,1453,42.8,18.4,50278,6901
186,118,66,30297,9274,453.37909142,0.28098634111,15.1,18205,35.4,20.8,50610,123945
187,501,88,29055,47052,368.08392539,0.4735399414630001,15.6,67770,34.0,16.9,59616,550660
188,54,4,8014,1361,18.303260404,0.696928853374,6.8,3083,42.0,63.1,89034,17767
189,2331,119,64703,48971,1310.6490387,0.6230399131059999,11.6,81440,38.1,35.9,69562,558753
190,14006,593,160166,90005,1430.0879913,0.636584344059,16.0,423353,39.7,28.8,52043,2716940
191,234,34,6925,4595,76.80457988,0.612116964529,22.2,11468,38.8,17.8,38596,66824
192,817,74,26119,23338,593.64377524,0.477350802178,13.5,40544,36.5,29.2,54674,271826
193,1751,107,34494,19047,273.24871047,0.505480579173,22.4,39667,37.4,23.5,40467,240204
194,822,6,19099,40052,493.58716198,0.261486659922,7.7,21500,37.4,31.8,69880,158167
195,3878,123,147893,201087,1382.729562,0.565454887364,9.9,136329,39.3,38.6,75836,827370
196,222,47,20308,42441,440.7050343,0.315539034547,6.6,45239,43.4,43.7,81925,264672
197,246,13,11957,7102,281.64884456,0.305136855852,12.3,15344,41.7,21.2,55365,82544
198,363,21,11993,18824,234.76983541,0.208949901943,12.2,13851,37.9,19.5,57409,107738
199,5245,108,121367,105860,1569.1260633,0.572891332339,8.0,93069,38.2,45.0,87336,696535
200,185,48,11896,4215,236.15375655,0.396979327955,25.9,13198,30.2,25.6,41820,117406
201,340,0,2099,10239,84.27504237699999,0.22444349922,12.4,3498,37.2,25.6,66090,29992
202,408,42,22006,30651,320.30123638,0.447843695853,17.6,41230,44.2,18.5,47424,197974
203,379,259,56582,32577,937.43532337,0.536134346614,16.4,56532,38.3,33.8,50112,382295
204,2134,173,196508,64533,2120.6952358,0.632820450638,11.7,112217,35.0,44.8,64509,1110356
205,209,24,12826,41190,264.5772215,0.332962757087,11.7,24306,38.1,21.8,60296,209339
206,350,25,27845,43571,599.16695849,0.385134392651,9.0,25749,37.9,31.2,69297,216453
207,54,14,10846,8455,259.73695195,0.309876454013,15.1,16797,26.2,21.4,50531,197938
208,268,54,60620,92970,223.54826862,0.495162955154,7.3,69081,41.4,36.8,81061,418187
209,9599,76,32193,57378,473.88006089,0.447855463116,11.5,50452,36.9,29.8,75048,384940
210,11,0,2071,8507,47.094049154,0.274486477913,7.4,4251,41.6,27.4,75177,26248
211,55,24,12793,6179,386.53062391,0.38415414135,11.3,10667,42.8,22.3,56382,55916
212,15602,267,184721,169949,6336.819561,0.770596515103,14.9,104288,37.5,34.8,62875,798975
213,1456,120,100266,30876,584.33256541,0.5951338703,11.3,49416,37.9,41.3,64536,305506
214,65,0,5658,5786,30.597824625,0.327652154348,15.9,10595,47.5,21.9,47382,44135
215,3378,51,24809,46244,369.78375908,0.473165334154,9.2,48700,42.0,35.2,79604,294218
216,81,0,3897,13484,43.441185008999994,0.300441037055,13.5,12251,44.0,21.0,53168,61319
217,5876,91,142549,106385,1067.0035589,0.459867067447,4.7,80497,42.6,53.6,112396,491845
218,2465,64,40841,65203,825.58117284,0.461817545088,10.2,54951,42.1,29.2,68217,305285
219,433,0,4265,14484,102.40925076,0.354753318499,10.3,11899,47.7,28.0,62657,55809
220,171,24,23758,31420,230.32549044,0.310689583233,5.2,17287,42.9,39.2,91028,107766
221,173,26,13759,17165,537.51192904,0.446708940731,7.0,17930,46.4,49.6,86541,76523
222,66,8,4275,2233,65.155746788,0.503676067157,20.0,3598,30.8,28.1,48450,22802
223,2991,24,56592,145173,1400.8710867999994,0.573632761263,6.4,41803,34.9,40.1,106200,470335
224,1,0,384,363,4.5879216491,0.240902809765,13.3,1093,49.4,24.9,53700,3985
225,13,0,2687,4350,39.475394474,0.425568521843,17.3,14607,43.7,15.8,48763,75061
226,1966,52,4829,5607,58.417117784,0.393936879374,16.5,32887,32.8,16.0,51377,250873
228,280,254,61760,33860,925.21884364,0.35065768188100005,13.2,69073,37.3,36.7,55874,470313
229,103,163,46400,11112,433.99134554,0.33226496563700003,15.5,45660,36.0,30.2,44799,293086
230,3744,311,345901,122188,2285.5562907,0.638202377483,10.3,164160,36.4,49.2,76067,1265843
231,1443,41,26104,15609,119.95486531,0.323795657403,12.4,22187,34.3,27.8,60843,161075
232,1161,21,16681,42734,195.90467325,0.408851119732,6.9,36456,47.2,35.1,76304,180333
233,302,28,13035,49589,362.63057436,0.261068228613,8.8,30931,39.5,24.1,62835,219252
234,1171,412,107565,29379,1255.8590574999996,0.474949502489,14.5,123480,36.1,29.2,55733,957755
235,3887,401,88700,71229,761.99313226,0.5651114137259999,12.2,336908,44.6,35.7,61735,1496770
236,430,118,41468,23991,780.13055204,0.427449247076,10.3,145841,55.5,34.7,61652,433742
237,2278,168,86255,136460,443.64116675,0.493767309065,9.2,49181,33.6,23.6,70199,517421
238,195,73,15554,6364,168.73682383,0.37715947248,9.5,29492,33.2,35.3,82113,288000
239,630,209,79769,12814,516.73581324,0.566652718604,16.7,56988,36.9,34.1,49957,391911
240,1159,51,15952,24669,96.634667469,0.413435408318,22.2,50391,30.8,14.3,48763,466195
241,415,38,63897,92803,1525.3362784,0.470685498068,9.9,67463,39.2,38.2,67187,471826
242,11,4,4569,3924,142.67582816,0.276121360497,15.3,4289,39.1,16.3,46629,28157
243,92,54,12278,14713,231.38475747,0.415160823997,12.3,18104,40.7,22.2,49935,108277
244,2332,150,81383,31918,773.91239313,0.452434126751,11.3,82873,35.1,35.2,61675,656955
245,46,12,5509,11733,90.579015271,0.296505497816,14.3,10519,40.7,13.0,50396,63888
246,358,23,7654,24987,220.60178088,0.314806267149,13.8,28275,43.5,18.3,56557,159128
247,1192,92,75582,38093,520.70814112,0.683890577508,15.0,47278,33.4,55.2,72267,367601
248,471,12,74856,114245,762.64373784,0.482163396149,6.3,54846,37.8,41.8,86403,429021
249,586,219,61681,27941,525.85045211,0.6088344146600001,18.1,36861,31.8,38.5,52837,292406
250,1121,145,52672,37252,1090.9501807,0.618240040449,18.4,19309,33.7,17.4,47084,165429
251,6,6,2198,1233,35.412167908,0.31672256828,8.0,3954,41.7,22.2,60531,20165
252,755,16,10128,11808,222.29064897,0.431920359666,20.2,19322,37.6,19.5,41572,123131
253,997,300,137115,29762,1124.9568909000004,0.411759116111,16.9,101851,34.5,31.8,52346,797434
254,581,36,27997,33794,759.10726707,0.500900550066,11.3,25515,39.9,31.4,63297,155299
255,461,45,50332,41058,464.49105414,0.384833315952,7.3,44001,40.5,35.8,71695,253370
256,1973,93,86027,93289,699.4921241000003,0.525763491188,6.7,79856,40.4,51.8,99224,524989
257,11,11,1423,1455,48.629261015,0.530021089195,16.7,6376,39.8,26.4,47302,34915
258,16,8,4529,1707,20.076447454,0.425290085171,10.5,11607,41.0,38.6,63860,69432
259,149,8,2640,2984,43.928342984,0.4577239356710001,9.0,12315,33.5,49.0,67569,114434
260,9,8,1663,2335,31.313821239,0.239066463724,16.8,4541,44.2,15.5,44978,21824
261,190,6,2769,10543,68.45154097,0.154501667284,18.1,9975,40.9,16.4,45268,55535
262,82,41,5408,3367,61.249907888,0.326509470429,10.9,25450,38.2,31.0,59975,161300
263,7633,106,25626,93760,966.33708117,0.315283213658,9.7,131798,42.9,29.2,68483,607186
264,221,0,4288,2585,36.474335196,0.274876150035,12.7,12526,32.7,17.6,53688,97733
266,193,12,612,1112,4.2751253555,0.253883817929,15.7,6892,38.4,23.5,51204,39261
267,66,13,9779,8885,225.48135799,0.388334191113,7.5,19559,41.3,23.9,61906,115340
268,763,33,20143,32543,590.2498347999998,0.453745810116,12.6,30527,40.1,24.7,60349,196311
269,4069,381,120987,86770,3916.3431575,0.664381451594,19.1,123013,34.7,30.5,49771,945726
270,191,9,4450,1030,47.440181906999996,0.6979928914910001,35.1,3996,33.8,17.5,29244,28183
271,126,50,30685,37453,241.38631598,0.355211717984,9.0,40748,44.5,29.5,63119,206865
272,26,6,6104,12856,198.11124463,0.18374223439,13.8,10312,43.4,16.4,49611,54495
273,258,215,55615,13499,678.14667411,0.391670446813,13.0,60258,39.6,31.2,57196,367804
274,5,0,329,1331,9.7282275943,0.240819482026,9.6,1031,40.0,23.4,59913,5586
275,764,78,32550,47668,536.57837086,0.343857376218,10.4,30572,33.3,32.0,64170,332285
276,2235,294,169399,61186,1283.9265476,0.662632888731,12.0,110350,33.9,48.6,76255,1273954
277,185,194,19439,13185,252.58577796,0.266086266399,15.0,35671,36.6,25.8,56848,232751
278,688,26,27615,60025,902.97670615,0.366977434392,12.1,44264,37.5,30.0,71959,342139
279,1413,203,17441,19367,828.26593589,0.691392106739,20.5,97464,32.0,22.8,43948,839238
280,223,90,27858,15085,345.18530708,0.400089362653,13.0,35199,30.8,24.5,54292,362924
281,119,3,14634,38650,209.30733641,0.294068311305,4.9,15650,36.6,28.4,87377,138377
282,2190,26,28398,48058,81.429805285,0.342843261828,10.5,34304,34.3,26.7,75629,324492
283,171,8,3194,1215,50.976513811000004,0.591619450844,6.7,3601,39.1,51.0,80078,31011
284,59,4,1504,519,10.854269955,0.54363926808,7.0,3459,39.8,50.4,81033,25638
285,188,32,5136,7054,70.58553725,0.464882219856,17.2,29234,38.9,22.0,48308,168424
286,15,0,1195,2775,24.55243145,0.467281272596,7.2,1769,47.8,46.5,74019,9700
287,580,66,32547,67039,283.03811034,0.609275544538,13.4,43188,35.8,20.5,50473,375751
288,1536,388,225944,76777,1545.0772998,0.603845731037,15.6,150264,34.9,33.8,58037,1393452
289,291,84,16341,8491,158.49907988,0.388529886914,16.8,25685,32.7,30.3,52557,209355
290,684,88,44090,7849,288.39277018,0.620363321068,20.1,32183,36.2,32.1,49640,226486
291,58,10,8367,20315,176.64798277,0.237055837563,11.4,13723,39.5,25.5,64863,98915
292,1153,471,101376,34358,592.55351575,0.522493114704,16.1,99146,37.7,32.4,55013,658573
293,156,5,7578,22551,131.3112898,0.228586912343,11.2,11770,38.6,24.5,60367,81209
294,165,0,2121,4817,36.106448403,0.520997816227,26.5,4701,38.2,14.2,38664,28065
295,58,8,5542,13373,45.229486087,0.5719326200770001,8.6,7194,35.5,19.7,80063,62808
296,762,10,13926,47490,356.61443653,0.635527041943,6.6,18623,38.3,28.9,92616,163257
297,2530,53,114919,120875,1396.3829343,0.477790721128,7.0,79994,38.4,40.9,97051,579234
